 ,Area
1,78
2,50
3,74
4,49
5,102
6,86
7,61
8,74
9,49
10,57
11,33
12,38
13,117
14,71
15,123
16,78
17,21
18,53
19,42
20,99
21,73
22,128
23,49
24,83
25,56
26,94
27,52
28,70
29,66
30,84
31,52
32,77
33,52
34,65
35,91
36,68
37,64
38,102
39,80
40,39
41,70
42,24
43,45
44,85
45,44
46,73
47,31
48,56
49,73
50,66
51,63
52,73
53,49
54,73
55,65
56,73
57,29
58,80
59,108
60,28
61,55
62,66
63,54
64,62
65,24
66,134
67,37
68,33
69,97
70,73
71,46
72,57
73,23
74,38
75,48
76,43
77,67
78,23
79,50
80,47
81,110
82,123
83,83
84,32
85,80
86,76
87,79
88,74
89,83
90,61
91,28
92,70
93,58
94,139
95,67
96,59
97,62
98,27
99,53
100,59
101,64
102,91
103,26
104,49
105,77
106,95
107,79
108,70
109,54
110,88
111,120
112,185
113,41
114,40
115,33
116,32
117,88
118,53
119,119
120,115
121,88
122,70
123,28
124,32
125,22
126,75
127,76
128,78
129,50
130,39
131,36
132,26
133,94
134,47
135,84
136,36
137,70
138,65
139,49
140,40
141,85
142,101
143,86
144,91
145,90
146,54
147,75
148,61
149,86
150,89
151,50
152,66
153,65
154,95
155,121
156,141
157,41
158,53
159,54
160,46
161,87
162,37
163,62
164,82
165,44
166,66
167,80
168,91
169,82
170,44
171,37
172,118
173,94
174,74
175,57
176,86
177,43
178,89
179,108
180,39
181,32
182,118
183,94
184,69
185,35
186,36
187,59
188,37
189,54
190,63
191,34
192,36
193,103
194,38
195,48
196,63
197,154
198,57
199,50
200,31
201,104
202,37
203,69
204,70
205,53
206,55
207,124
208,52
209,24
210,131
211,73
212,44
213,54
214,64
215,32
216,42
217,124
218,73
219,48
220,35
221,65
222,42
223,35
224,65
225,50
226,66
227,51
228,28
229,42
230,52
231,30
232,32
233,89
234,39
235,131
236,71
237,58
238,107
239,84
240,69
241,80
242,98
243,84
244,28
245,64
246,98
247,50
248,46
249,31
250,26
251,67
252,21
253,90
254,40
255,138
256,69
257,87
258,109
259,61
260,77
261,95
262,120
263,55
264,26
265,33
266,33
267,104
268,59
269,36
270,112
271,120
272,86
273,102
274,103
275,27
276,83
277,67
278,81
279,67
280,126
281,42
282,76
283,52
284,58
285,53
286,111
287,90
288,55
289,100
290,32
291,70
292,90
293,79
294,89
295,45
296,45
297,29
298,72
299,122
300,68
301,53
302,108
303,27
304,68
305,137
306,61
307,26
308,104
309,53
310,100
311,50
312,66
313,80
314,79
315,101
316,88
317,48
318,63
319,20
320,98
321,71
322,38
323,137
324,38
325,93
326,68
327,124
328,71
329,76
330,24
331,119
332,22
333,52
334,69
335,28
336,121
337,59
338,72
339,88
340,127
341,117
342,52
343,37
344,76
345,75
346,22
347,50
348,29
349,59
350,58
351,100
352,27
353,127
354,87
355,52
356,55
357,36
358,66
359,23
360,51
361,43
362,24
363,72
364,92
365,109
366,64
367,195
368,103
369,50
370,54
371,79
372,37
373,45
374,40
375,124
376,51
377,40
378,132
379,47
380,86
381,94
382,72
383,44
384,238
385,65
386,74
387,128
388,123
389,50
390,54
391,28
392,86
393,63
394,60
395,105
396,52
397,43
398,137
399,102
400,67
401,72
402,103
403,44
404,96
405,108
406,35
407,60
408,56
409,42
410,37
411,32
412,72
413,62
414,80
415,98
416,42
417,44
418,30
419,44
420,60
421,30
422,81
423,71
424,85
425,102
426,61
427,21
428,85
429,24
430,44
431,49
432,59
433,61
434,72
435,97
436,29
437,85
438,123
439,51
440,27
441,40
442,37
443,90
444,66
445,148
446,94
447,49
448,58
449,100
450,66
451,25
452,65
453,87
454,39
455,71
456,126
457,40
458,58
459,30
460,37
461,65
462,65
463,92
464,87
465,88
466,23
467,67
468,54
469,90
470,122
471,45
472,51
473,37
474,57
475,101
476,78
477,55
478,110
479,50
480,30
481,69
482,69
483,25
484,86
485,53
486,114
487,137
488,122
489,109
490,65
491,101
492,71
493,80
494,71
495,99
496,83
497,76
498,58
499,116
500,43
501,65
502,67
503,106
504,100
505,70
506,51
507,29
508,58
509,93
510,35
511,138
512,33
513,85
514,61
515,88
516,35
517,101
518,106
519,33
520,77
521,96
522,64
523,57
524,42
525,58
526,94
527,52
528,64
529,23
530,38
531,48
532,53
533,53
534,74
535,68
536,62
537,57
538,77
539,42
540,166
541,85
542,87
543,22
544,52
545,65
546,40
547,72
548,93
549,73
550,61
551,28
552,37
553,26
554,43
555,122
556,31
557,42
558,67
559,27
560,98
561,64
562,77
563,122
564,51
565,40
566,54
567,134
568,56
569,110
570,88
571,129
572,182
573,112
574,59
575,84
576,63
577,65
578,23
579,47
580,25
581,103
582,116
583,59
584,70
585,84
586,106
587,180
588,29
589,172
590,61
591,134
592,58
593,21
594,71
595,58
596,121
597,76
598,56
599,37
600,83
601,63
602,123
603,118
604,57
605,47
606,108
607,67
608,71
609,64
610,65
611,82
612,171
613,68
614,61
615,27
616,45
617,49
618,21
619,135
620,59
621,29
622,79
623,68
624,104
625,38
626,45
627,90
628,104
629,74
630,73
631,43
632,69
633,59
634,65
635,92
636,80
637,37
638,32
639,153
640,56
641,65
642,43
643,101
644,32
645,33
646,36
647,187
648,34
649,29
650,38
651,99
652,62
653,37
654,47
655,27
656,44
657,96
658,60
659,74
660,130
661,52
662,25
663,36
664,45
665,52
666,20
667,177
668,45
669,27
670,37
671,52
672,44
673,67
674,43
675,101
676,105
677,33
678,58
679,54
680,80
681,163
682,54
683,53
684,53
685,159
686,47
687,87
688,70
689,69
690,116
691,59
692,85
693,82
694,92
695,20
696,77
697,70
698,58
699,61
700,51
701,56
702,30
703,49
704,53
705,78
706,104
707,83
708,65
709,59
710,32
711,57
712,92
713,35
714,93
715,49
716,74
717,103
718,95
719,27
720,70
721,30
722,31
723,79
724,71
725,44
726,86
727,77
728,97
729,47
730,119
731,93
732,37
733,154
734,141
735,64
736,38
737,109
738,56
739,75
740,101
741,129
742,80
743,58
744,63
745,79
746,48
747,77
748,67
749,27
750,79
751,59
752,120
753,40
754,86
755,23
756,45
757,52
758,57
759,73
760,24
761,171
762,132
763,43
764,90
765,48
766,54
767,86
768,26
769,42
770,75
771,153
772,73
773,138
774,60
775,49
776,90
777,40
778,123
779,33
780,155
781,61
782,59
783,45
784,74
785,50
786,57
787,27
788,45
789,58
790,99
791,157
792,55
793,45
794,37
795,135
796,75
797,91
798,60
799,61
800,68
801,98
802,68
803,77
804,101
805,71
806,49
807,53
808,63
809,48
810,86
811,60
812,194
813,48
814,29
815,68
816,51
817,53
818,49
819,47
820,54
821,103
822,34
823,75
824,112
825,110
826,63
827,56
828,112
829,129
830,52
831,36
832,86
833,60
834,78
835,89
836,77
837,55
838,38
839,63
840,86
841,52
842,26
843,79
844,68
845,60
846,48
847,65
848,32
849,20
850,49
851,81
852,39
853,47
854,76
855,46
856,65
857,51
858,62
859,92
860,101
861,105
862,99
863,48
864,110
865,41
866,66
867,46
868,44
869,52
870,67
871,38
872,117
873,125
874,43
875,134
876,52
877,93
878,78
879,65
880,29
881,41
882,49
883,126
884,24
885,81
886,126
887,51
888,79
889,26
890,41
891,80
892,81
893,65
894,105
895,70
896,42
897,33
898,63
899,53
900,80
901,93
902,36
903,55
904,61
905,118
906,57
907,70
908,71
909,34
910,55
911,43
912,58
913,33
914,94
915,20
916,70
917,61
918,67
919,25
920,79
921,64
922,120
923,56
924,83
925,29
926,80
927,76
928,46
929,73
930,84
931,69
932,39
933,40
934,37
935,26
936,60
937,68
938,63
939,47
940,52
941,95
942,28
943,40
944,68
945,60
946,68
947,62
948,45
949,63
950,74
951,98
952,34
953,35
954,120
955,65
956,92
957,74
958,44
959,45
960,45
961,46
962,32
963,53
964,38
965,173
966,37
967,89
968,121
969,55
970,57
971,45
972,33
973,67
974,76
975,45
976,24
977,108
978,31
979,52
980,53
981,81
982,57
983,39
984,74
985,76
986,73
987,65
988,57
989,52
990,72
991,86
992,126
993,138
994,25
995,70
996,44
997,28
998,60
999,73
1000,36
1001,80
1002,87
1003,42
1004,42
1005,98
1006,113
1007,58
1008,48
1009,48
1010,83
1011,73
1012,24
1013,65
1014,23
1015,82
1016,99
1017,44
1018,42
1019,80
1020,125
1021,84
1022,115
1023,80
1024,49
1025,72
1026,41
1027,51
1028,62
1029,86
1030,45
1031,113
1032,90
1033,97
1034,115
1035,74
1036,64
1037,111
1038,39
1039,79
1040,72
1041,99
1042,115
1043,188
1044,36
1045,55
1046,81
1047,20
1048,48
1049,46
1050,98
1051,41
1052,87
1053,42
1054,101
1055,55
1056,77
1057,114
1058,59
1059,85
1060,48
1061,70
1062,63
1063,84
1064,29
1065,63
1066,58
1067,28
1068,56
1069,89
1070,36
1071,54
1072,51
1073,51
1074,73
1075,138
1076,38
1077,56
1078,66
1079,54
1080,90
1081,107
1082,50
1083,45
1084,56
1085,60
1086,61
1087,105
1088,61
1089,106
1090,48
1091,58
1092,35
1093,47
1094,83
1095,42
1096,32
1097,72
1098,46
1099,58
1100,34
1101,57
1102,46
1103,62
1104,49
1105,108
1106,64
1107,37
1108,75
1109,60
1110,50
1111,80
1112,81
1113,86
1114,165
1115,96
1116,69
1117,95
1118,37
1119,80
1120,72
1121,128
1122,24
1123,97
1124,83
1125,95
1126,44
1127,40
1128,85
1129,95
1130,87
1131,59
1132,61
1133,63
1134,48
1135,81
1136,71
1137,92
1138,48
1139,73
