 ,Area
1,212
2,431
3,231
4,75
5,587
6,1236
7,1149
8,141
9,1461
10,126
11,235
12,346
13,876
14,58
15,127
16,1371
17,1247
18,185
19,638
20,1187
21,1495
22,46
23,1003
24,45
25,153
26,383
27,112
28,759
29,1093
30,30
31,44
32,913
33,640
34,1227
35,192
36,20
37,58
38,1044
39,623
40,883
41,859
42,1075
43,1441
44,941
45,374
46,29
47,789
48,1008
49,77
50,879
51,1708
52,1148
53,47
54,80
55,1180
56,145
57,1436
58,701
59,1171
60,1384
61,51
62,1400
63,478
64,769
65,96
66,210
67,648
68,648
69,308
70,465
71,643
72,625
73,742
74,967
75,986
76,509
77,968
78,54
79,221
80,485
81,565
82,898
83,554
84,39
85,898
86,1166
87,1026
88,1394
89,131
90,1143
91,1298
92,1220
93,536
94,748
95,39
96,422
97,680
98,1657
99,39
100,688
101,973
102,539
103,195
104,297
105,135
106,241
107,34
108,1226
109,1573
110,481
111,700
112,1831
113,160
114,31
115,1418
116,188
117,996
118,1375
119,418
120,1175
121,843
122,1641
123,340
124,286
125,1121
126,742
127,514
128,251
129,38
130,695
131,1156
132,307
133,58
134,1199
135,76
136,267
137,1249
138,1764
139,335
140,74
141,816
142,838
143,123
144,829
145,748
146,872
147,1294
148,763
149,348
150,887
151,1145
152,689
153,649
154,1617
155,534
156,982
157,31
158,852
159,1129
160,643
161,1074
162,110
163,413
164,40
165,66
166,168
167,1338
168,1500
169,447
170,102
171,775
172,1002
173,80
174,927
175,33
176,30
177,80
178,1300
179,54
180,77
181,663
182,609
183,535
184,1367
185,75
186,986
187,36
188,1447
189,852
190,1156
191,92
192,1160
193,326
194,208
195,152
196,878
197,515
198,696
199,23
200,676
201,47
202,876
203,276
204,126
205,1005
206,1619
207,1443
208,22
209,63
210,480
211,300
212,108
213,265
214,1909
215,27
216,1627
217,1744
218,971
219,1831
220,59
221,105
222,681
223,1035
224,1039
225,379
226,1331
227,2798
228,227
229,906
230,66
231,861
232,48
233,501
234,309
235,517
236,1025
237,863
238,727
239,1143
240,1215
241,781
242,707
243,262
244,1155
245,602
246,1202
247,323
248,915
249,1061
250,427
251,796
252,29
253,648
254,979
255,1343
256,751
257,28
258,954
259,520
260,566
261,559
262,153
263,1318
264,320
265,745
266,23
267,1159
268,288
269,478
270,532
271,67
272,1553
273,236
274,1010
275,1106
276,766
277,700
278,469
279,696
280,64
281,858
282,215
283,424
284,1134
285,51
286,975
287,795
288,378
289,185
290,743
291,50
292,698
293,199
294,653
295,49
296,1716
297,29
298,653
299,945
300,1048
301,1037
302,326
303,1061
304,808
305,127
306,1006
307,929
308,996
309,540
310,495
311,1254
312,370
313,801
314,372
315,843
316,1251
317,883
318,21
319,74
320,388
321,876
322,676
323,387
324,315
325,74
326,787
327,209
328,173
329,1415
330,28
331,569
332,188
333,452
334,29
335,1750
336,132
337,467
338,26
339,325
340,1034
341,961
342,938
343,427
344,2613
345,1131
346,758
347,516
348,1059
349,2149
350,53
351,50
352,199
353,820
354,198
355,1588
356,468
357,118
358,710
359,680
360,504
361,461
362,654
363,32
364,649
365,25
366,259
367,443
368,1487
369,890
370,43
371,1639
372,58
373,635
374,1418
375,1368
376,1058
377,1169
378,779
379,1358
380,294
381,44
382,554
383,1501
384,365
385,239
386,239
387,22
388,1004
389,140
390,191
391,1153
392,1709
393,780
394,47
395,31
396,513
397,331
398,775
399,481
400,475
401,684
402,656
403,153
404,272
405,823
406,1610
407,288
408,1363
409,75
410,69
411,1040
412,35
413,993
414,646
415,142
416,1729
417,156
418,886
419,904
420,829
421,728
422,562
423,30
424,56
425,50
426,1056
427,345
428,178
429,919
430,53
431,532
432,388
433,30
434,44
435,613
436,473
437,972
438,1355
439,89
440,2181
441,910
442,299
443,82
444,1199
445,94
446,782
447,1040
448,1168
449,333
450,1282
451,940
452,962
453,1037
454,1014
455,902
456,171
457,30
458,914
459,1521
460,438
461,1120
462,954
463,78
464,844
465,394
466,1809
467,561
468,94
469,23
470,683
471,812
472,194
473,185
474,1269
475,477
476,2998
477,1139
478,632
479,1422
480,33
481,519
482,446
483,510
484,1137
485,897
486,252
487,1540
488,863
489,312
490,1566
491,332
492,885
493,64
494,1328
495,544
496,278
497,100
498,333
499,38
500,1111
501,1056
502,87
503,437
504,551
505,421
506,216
507,476
508,840
509,22
510,2330
511,235
512,2400
513,54
514,31
515,1204
516,802
517,1126
518,264
519,638
520,903
521,1044
522,183
523,1082
524,62
525,167
526,366
527,772
528,1485
529,1236
530,862
531,1339
532,20
533,35
534,588
535,1452
536,1152
537,143
538,167
539,870
540,999
541,262
542,1583
543,28
544,1287
545,1658
546,1547
547,1202
548,416
549,40
550,686
551,510
552,846
553,1242
554,1486
555,986
556,1364
557,1020
558,864
559,44
560,1172
561,657
562,38
563,37
564,297
565,66
566,105
567,511
568,21
569,515
570,885
571,466
572,1004
573,127
574,21
575,661
576,705
577,394
578,403
579,425
580,1839
581,154
582,688
583,635
584,25
585,1284
586,764
587,712
588,120
589,877
590,1058
591,620
592,22
593,413
594,292
595,1106
596,560
597,396
598,1076
599,88
600,88
601,731
602,964
603,1615
604,1014
605,1426
606,185
607,606
608,122
609,22
610,1525
611,542
612,211
613,1624
614,721
615,732
616,663
617,1098
618,1185
619,1019
620,1259
621,25
622,157
623,260
624,24
625,771
626,37
627,800
628,639
629,1246
630,1973
631,502
632,752
633,493
634,1700
635,149
636,80
637,848
638,630
639,78
640,211
641,353
