thickness,temperature,time,img,Area,diameter
2,600,15,1,413.35688001744893,22.941279949614056
2,600,15,1,3977.0208754019236,71.15968134273076
2,600,15,1,177.6555101351589,15.039881011636455
2,600,15,1,121.36861583491053,12.431062753070565
2,600,15,1,2527.633347170528,56.72991038428334
2,600,15,1,2395.710938654321,55.22964697378825
2,600,15,1,306.0599877576005,19.74050859208386
2,600,15,1,1155.640298601974,38.35892239974404
2,600,15,1,96.74309957855188,11.098519723984092
2,600,15,1,592.7713555994906,27.472530479290413
2,600,15,1,4020.9950115739925,71.55200806349764
2,600,15,1,313.0958495451315,19.966121729903186
2,600,15,1,629.7096299840285,28.315564670269467
2,600,15,1,511.85894504288353,25.528788654282476
2,600,15,1,4617.2842980672485,76.67404357136748
2,600,15,1,448.53618895510414,23.897573371002373
2,600,15,1,313.0958495451315,19.966121729903186
2,600,15,1,98.50206502543463,11.198960863779183
2,600,15,1,79.15344510972426,10.038988814403819
2,600,15,1,2353.4957679291347,54.740879423829355
2,600,15,1,3475.7157230403363,66.5238205820496
2,600,15,1,2736.950235349577,59.03213761688875
2,600,15,1,1046.584440895243,36.50414629945979
2,600,15,1,576.9406665775457,27.103204084616927
2,600,15,1,253.29102435111764,17.95828913149357
2,600,15,1,109.0558577067312,11.783642502096757
2,600,15,1,911.1441014852704,34.0603097602361
2,600,15,1,1426.5209774219195,42.61810554034334
2,600,15,1,116.09171949426225,12.157819215484192
2,600,15,1,279.67550605435906,18.87045081608355
2,600,15,1,109.0558577067312,11.783642502096757
2,600,15,1,109.0558577067312,11.783642502096757
2,600,15,1,4726.34015577398,77.57424307204795
2,600,15,1,1590.1047639820163,44.995380493709305
2,600,15,1,1106.3892660892568,37.53263334027278
2,600,15,1,1778.3140667984717,47.58381860261555
2,600,15,1,6738.596627007859,92.6274673168029
2,600,15,1,1004.3692701700568,35.76035056172284
2,600,15,1,286.7113678418901,19.10634060885035
2,600,15,1,332.4444694608419,20.573804824243012
2,600,15,1,3106.3329791949564,62.8896333923645
2,600,15,1,457.3310161895179,24.130725949428275
2,600,15,1,1947.1747496992168,49.79176530137122
2,600,15,1,1525.023042447354,44.064948023075004
2,600,15,1,2805.549887778004,59.76735782888727
2,600,15,1,133.68137396308987,13.046394587177547
2,600,15,1,216.35274996657964,16.597255100457073
2,600,15,1,138.95827030373815,13.301397100256697
2,600,15,1,87.94827234413806,10.582023352823148
2,600,15,1,2017.5333675745273,50.68336281679217
2,600,15,1,175.89654468827612,14.965240942911306
2,600,15,1,3055.3229812353566,62.3711314764049
2,600,15,1,2555.7767943206522,57.044860259672134
2,600,15,1,2142.4199143032033,52.22847648858769
2,600,15,1,2817.862645906184,59.898365189709565
2,600,15,1,149.5120629850347,13.797270418727052
2,600,15,1,496.0282560209387,25.130913052889202
2,600,15,1,2654.278859346087,58.13374928966803
2,600,15,1,2451.9978329545693,55.8746866167738
2,600,15,1,795.0523819910081,31.816538669170754
2,600,15,1,94.98413413166911,10.99716125638203
2,600,15,1,138.95827030373815,13.301397100256697
2,600,15,1,124.88654672867605,12.609936157664166
2,600,15,1,4638.391883429842,76.84909869322793
2,600,15,1,158.30689021944852,14.19727413384168
2,600,15,1,1254.142363627409,39.96027592620005
2,600,15,1,364.1058475047316,21.531232280395265
2,600,15,1,1797.6626867141822,47.8419817818969
2,600,15,1,3306.8550401395914,64.88773848588431
2,600,15,1,100.2610304723174,11.29850914029155
2,600,15,1,297.2651605231867,19.4548132257847
2,600,15,1,626.191699090263,28.23636013842125
2,600,15,1,488.99239423340765,24.952043070913074
2,600,15,1,2918.123676378501,60.95465906059242
2,600,15,1,2483.659210998459,56.23427000583337
2,600,15,1,1544.3716623630644,44.34360238285828
2,600,15,1,2399.2288695480865,55.27018249995982
2,600,15,1,154.788959325683,14.038640393637207
2,600,15,1,138.95827030373815,13.301397100256697
2,600,15,1,1924.3081988897409,49.4985383126059
2,600,15,1,158.30689021944852,14.19727413384168
2,600,15,1,87.94827234413806,10.582023352823148
2,600,15,1,2610.304723174018,57.65017950842939
2,600,15,1,1303.3933961401262,40.73735404161974
2,600,15,1,3229.46056047675,64.12391826582012
2,600,15,1,98.50206502543463,11.198960863779183
2,600,15,1,4297.152586734586,73.96826754217967
2,600,15,1,4210.96327983733,73.22270801682065
2,600,15,1,5039.436005319111,80.10249187843343
2,600,15,1,773.944796628415,31.391354231847203
2,600,15,1,358.8289511640833,21.374639421940042
2,600,15,1,2290.173011841355,53.99943372815722
2,600,15,1,211.07585362593136,16.393600085864808
2,600,15,1,2174.081292347093,52.61298580089564
2,600,15,1,429.1875690393938,23.376453644847608
2,600,15,1,513.6179104897664,25.572614933162694
2,600,15,1,172.3786137945106,14.814832693952408
2,600,15,1,147.75309753815196,13.715869882828676
2,600,15,1,418.6337763580972,23.08724926925998
2,600,15,1,145.9941320912692,13.633983360628427
2,600,15,1,629.7096299840285,28.315564670269467
2,600,15,1,1259.419259968057,40.044255582947535
2,600,15,1,2066.7844000872446,51.298261458189984
2,600,15,1,82.67137600348978,10.259652291637996
2,600,15,1,1938.379922464803,49.679190512757614
2,600,15,1,631.4685954309114,28.355083970269003
2,600,15,1,116.09171949426225,12.157819215484192
2,600,15,1,1210.1682274553398,39.25345899380328
2,600,15,1,1136.2916786862638,38.03644961950119
2,600,15,1,2889.980229228377,60.660012457601425
2,600,15,1,2814.344715012418,59.860963771645224
2,600,15,1,93.22516868478635,10.894859858395431
2,600,15,1,281.43447150124183,18.92969884512224
2,600,15,1,1053.620302682774,36.6266437789697
2,600,15,1,3044.76918855406,62.26331612962983
2,600,15,1,860.1341035256703,33.09315268124528
2,600,15,1,94.98413413166911,10.99716125638203
2,600,15,1,372.9006747391454,21.789719716790863
2,600,15,1,2675.38644470868,58.36443967735409
2,600,15,1,1999.9437131056995,50.46194033893913
2,600,15,1,1468.7361481471057,43.24410878493043
2,600,15,1,82.67137600348978,10.259652291637996
2,600,15,1,105.53792681296568,11.592025788775373
2,600,15,1,140.71723575062092,13.385318419205094
2,600,15,1,1681.5709672199198,46.27140210478777
2,600,15,1,1778.3140667984717,47.58381860261555
2,600,15,1,575.181701130663,27.061856685889122
2,600,15,1,5396.505991036312,82.8917657622737
2,600,15,1,112.57378860049673,11.972192754329045
2,600,15,1,244.49619711670383,17.643758859901443
2,600,15,1,4596.176712704655,76.4985878641327
2,600,15,1,5387.711163801898,82.8241927782196
2,600,15,1,932.2516868478635,34.452571940869106
2,600,15,1,3152.0660808139082,63.350889352168124
2,600,15,1,140.71723575062092,13.385318419205094
2,600,15,1,1688.6068290074509,46.368103155101494
2,600,15,1,119.60965038802777,12.340653824088271
2,600,15,1,3264.639869414405,64.47223108484349
2,600,15,1,1707.9554489231614,46.63299709663605
2,600,15,1,974.4668575730498,35.223993784007725
2,600,15,1,228.66550809475896,17.06299995379492
2,600,15,1,357.06998571720055,21.322186239997986
2,600,15,1,2700.0119609650387,58.63243129837462
2,600,15,1,299.0241259700694,19.512286949892907
2,600,15,1,272.639644266828,18.6315747198956
2,600,15,1,805.6061746723047,32.02701420794016
2,600,15,1,1813.493375736127,48.05217456164185
2,600,15,1,543.5203230867733,26.30649290044782
2,600,15,1,98.50206502543463,11.198960863779183
2,600,15,1,1254.142363627409,39.96027592620005
2,600,15,1,181.17344102892443,15.18806075750853
2,600,15,1,1037.7896136608292,36.350443948161
2,600,15,1,84.43034145037254,10.368223064252941
2,600,15,1,2314.798528097714,54.28897700333612
2,600,15,1,466.12584342393177,24.361647248705918
2,600,15,1,379.93653652667643,21.99432251276406
2,600,15,1,610.3610100683181,27.87715506617344
2,600,15,1,1261.1782254149398,40.07220969147095
2,600,15,1,4172.26604000591,72.88548630071082
2,600,15,1,2342.941975247838,54.61800411865542
2,600,15,1,912.9030669321531,34.093170655250425
2,600,15,1,84.43034145037254,10.368223064252941
2,600,15,1,378.17757107979367,21.94335066553616
2,600,15,1,5039.436005319111,80.10249187843343
2,600,15,1,5020.087385403401,79.94856957520727
2,600,15,1,242.73723166982106,17.580177540103417
2,600,15,1,3488.0284811685156,66.64154706627302
2,600,15,1,209.3168881790486,16.325150517237898
2,600,15,1,5048.230832553525,80.17235887111256
2,600,15,1,1669.2582090917406,46.10168719460711
2,600,15,1,1062.4151299171879,36.779191893453955
2,600,15,1,1247.1065018398779,39.84802773838208
2,600,15,1,2147.6968106438517,52.29275771474802
2,600,15,1,1882.0930281645547,48.95258185560248
2,600,15,1,149.5120629850347,13.797270418727052
2,600,15,1,93.22516868478635,10.894859858395431
2,600,15,1,1324.5009815027192,41.06588641061822
2,600,15,1,2232.127152094224,53.310717111322425
2,600,15,1,503.06411780846975,25.308518888529456
2,600,15,1,485.4744633396421,24.86212550614113
2,600,15,1,1998.1847476588168,50.43974463065666
2,600,15,1,314.85481499201427,20.022127791473768
2,600,15,1,742.2834185845253,30.742553601531235
2,600,15,1,2889.980229228377,60.660012457601425
2,600,15,1,3285.747454776998,64.68031843949892
2,600,15,1,840.7854836099599,32.71882220330492
2,600,15,1,1602.4175221101957,45.169252333055425
2,600,15,1,91.46620323790358,10.791588713867956
2,600,15,1,86.1893068972553,10.475668660037915
2,600,15,1,715.8989368812838,30.19123774327765
2,600,15,1,197.00413005086926,15.837722338042031
2,600,15,1,1280.5268453306503,40.37842762627034
2,600,15,1,100.2610304723174,11.29850914029155
2,600,15,1,107.29689225984845,11.688226822423804
2,600,15,1,314.85481499201427,20.022127791473768
2,600,15,1,1565.4792477256576,44.64560543509923
2,600,15,1,5510.838745083692,83.76525422213709
2,600,15,1,1714.9913107106922,46.72894986701543
2,600,15,1,1544.3716623630644,44.34360238285828
2,600,15,1,378.17757107979367,21.94335066553616
2,600,15,1,3086.9843592792463,62.693465051895764
2,600,15,1,3521.448824659288,66.96004703042976
2,600,15,1,151.27102843191747,13.878193519773186
2,600,15,1,413.35688001744893,22.941279949614056
2,600,15,1,94.98413413166911,10.99716125638203
2,600,15,1,956.8772031042222,34.904640013154065
2,600,15,1,2539.9461052987076,56.86791558306297
2,600,15,1,82.67137600348978,10.259652291637996
2,600,15,1,1428.2799428688022,42.64437247999597
2,600,15,1,1975.318196849341,50.15030649620735
2,600,15,1,1371.9930485685538,41.79564336793051
2,600,15,1,3706.140196581978,68.69355323915575
2,600,15,1,2029.8461257027066,50.837784737064894
2,600,15,1,2207.5016358378657,53.01583138852329
2,600,15,1,2504.766796361052,56.4727202768425
2,600,15,1,2307.762666310183,54.20640816923385
2,600,15,1,1730.821999732637,46.94412652246484
2,600,15,1,1549.6485587037128,44.41929564258551
2,600,15,1,1419.4851156343884,42.512875489534565
2,600,15,1,87.94827234413806,10.582023352823148
2,600,15,1,140.71723575062092,13.385318419205094
2,600,15,1,2228.6092212004587,53.268690524489685
2,600,15,1,1046.584440895243,36.50414629945979
2,600,15,1,429.1875690393938,23.376453644847608
2,600,15,1,1769.519239564058,47.466007531523566
2,600,15,1,5162.563586600904,81.07515100615024
2,600,15,1,511.85894504288353,25.528788654282476
2,600,15,1,1220.7220201366363,39.42425077496031
2,600,15,1,2381.639215079259,55.06720648381327
2,600,15,1,1612.9713147914922,45.31775438518547
2,600,15,1,1220.7220201366363,39.42425077496031
2,600,15,1,202.28102639151754,16.048433006100538
2,600,15,1,548.7972194274215,26.433885862954266
2,600,15,1,2019.29233302141,50.705451884224296
2,600,15,1,86.1893068972553,10.475668660037915
2,600,15,1,7695.473830112081,98.98576461276271
2,600,15,1,4451.941546060269,75.28869787221275
2,600,15,1,119.60965038802777,12.340653824088271
2,600,15,1,86.1893068972553,10.475668660037915
2,600,15,1,102.01999591920016,11.397187949579736
2,600,15,1,86.1893068972553,10.475668660037915
2,600,15,1,513.6179104897664,25.572614933162694
2,600,15,1,233.94240443540727,17.258757791845486
2,600,15,1,576.9406665775457,27.103204084616927
2,600,15,1,937.5285831885118,34.54994162708734
2,600,15,1,3855.652259567013,70.06546173135666
2,600,15,1,4214.481210731096,73.2532875579394
2,600,15,1,112.57378860049673,11.972192754329045
2,600,15,1,1018.4409937451188,36.009989547563904
2,600,15,1,5324.388407714118,82.33603021904263
2,600,15,1,1176.7478839645673,38.707647048704885
2,600,15,1,1989.389920424403,50.32861925964082
2,600,15,1,3208.352975114157,63.91401944318675
2,600,15,1,5160.804621154022,81.06133804906796
2,600,15,1,6358.660090481182,89.97831671425016
2,600,15,1,2573.36644878948,57.240823943174156
2,600,15,1,1208.409262008457,39.22492139716027
2,600,15,1,167.10171745386234,14.586312579107151
2,600,15,1,2021.0512984682928,50.72753133307572
2,600,15,1,346.516193035904,21.004716609952066
2,600,15,1,112.57378860049673,11.972192754329045
2,600,15,1,737.006522243877,30.633084220310558
2,600,15,1,3043.0102231071774,62.24532874917947
2,600,15,1,256.8089552448832,18.08256943191171
2,600,15,1,381.6955019735592,22.04517650553685
2,600,15,1,182.93240647580717,15.261611118704488
2,600,15,1,378.17757107979367,21.94335066553616
2,600,15,1,1211.9271929022225,39.28197585843907
2,600,15,1,2503.0078309141695,56.45288788982991
2,600,15,1,703.5861787531045,29.930481885822612
2,600,15,1,239.21930077605555,17.452320006577033
2,600,15,1,1301.6344306932433,40.70985666822567
2,600,15,1,2138.901983409438,52.18557834871019
2,600,15,1,1125.7378860049673,37.85939769024448
2,600,15,1,883.0006543351462,33.53015584703615
2,600,15,1,791.5344510972426,31.746070058469442
2,600,15,1,96.74309957855188,11.098519723984092
2,600,15,1,3945.359497358034,70.87586140734159
2,600,15,1,981.5027193605808,35.35092750629027
2,600,15,1,448.53618895510414,23.897573371002373
2,600,15,1,1120.460989664319,37.77056049853785
2,600,15,1,1507.4333879785265,43.810087886562876
2,600,15,1,5350.77288941736,82.53978215202055
2,600,15,1,378.17757107979367,21.94335066553616
2,600,15,1,3628.7457169191366,67.9725131547289
2,600,15,1,3961.1901863799785,71.0179131593983
2,600,15,1,1971.8002659555755,50.10562915415741
2,600,15,1,4166.9891436652615,72.83938055884828
2,600,15,1,4042.1025969365855,71.73956279694181
2,600,15,1,2838.970231268777,60.12228509277851
2,600,15,1,642.0223881122079,28.59105267648901
2,600,15,1,589.253424705725,27.39088830625894
2,600,15,1,575.181701130663,27.061856685889122
2,600,15,1,2156.4916378782655,52.399717854558226
2,600,15,1,541.7613576398905,26.263891264557845
2,600,15,1,2849.5240239500736,60.23393288642292
2,600,15,1,102.01999591920016,11.397187949579736
2,600,15,1,79.15344510972426,10.038988814403819
2,600,15,1,629.7096299840285,28.315564670269467
2,600,15,1,1094.0765079610776,37.323202902508235
2,600,15,1,1614.730280238375,45.342457442013334
2,600,15,1,2010.4975057869963,50.59491010921371
2,600,15,1,1570.756144066306,44.72078753511551
2,600,15,1,1746.652688754582,47.15832136792331
2,600,15,1,4740.411879349042,77.68963806788864
2,600,15,1,1593.6226948757817,45.045126645434834
2,600,15,1,3313.8909019271223,64.95673131609755
2,600,15,1,2451.9978329545693,55.8746866167738
2,600,15,1,1373.7520140154365,41.82242686530789
2,600,15,1,116.09171949426225,12.157819215484192
2,600,15,1,775.7037620752977,31.427005980113744
2,600,15,1,335.96240035460744,20.6823744689925
2,600,15,1,1303.3933961401262,40.73735404161974
2,600,15,1,112.57378860049673,11.972192754329045
2,600,15,1,2142.4199143032033,52.22847648858769
2,600,15,1,2057.989572852831,51.18899986138477
2,600,15,1,145.9941320912692,13.633983360628427
2,600,15,1,291.9882641825384,19.28136417776983
2,600,15,1,102.01999591920016,11.397187949579736
2,600,15,1,554.0741157680699,26.560667817471668
2,600,15,2,1556.6844204912438,44.52001979831761
2,600,15,2,3727.247781944571,68.88889075168979
2,600,15,2,2684.1812719430936,58.46029199957416
2,600,15,2,5275.1373752014015,81.95433795728493
2,600,15,2,1488.084768062816,43.52801824819998
2,600,15,2,1419.4851156343884,42.512875489534565
2,600,15,2,3405.357105165026,65.84706014880976
2,600,15,2,6131.753547833306,88.35831084664021
2,600,15,2,3669.20192219744,68.35036931107288
2,600,15,2,114.33275404737948,12.065362974714137
2,600,15,2,1331.5368432902503,41.17481468263062
2,600,15,2,2430.8902475919763,55.633673185806764
2,600,15,2,4181.060867240324,72.96226445989102
2,600,15,2,657.8530771341527,28.94139859151445
2,600,15,2,2629.6533430897284,57.86344809434419
2,600,15,2,828.4727254817806,32.47836565804877
2,600,15,2,1312.18822337454,40.87456343664408
2,600,15,2,1315.7061542683055,40.92931840216532
2,600,15,2,1970.0413005086928,50.08327553754003
2,600,15,2,517.1358413835318,25.66004293155807
2,600,15,2,4024.512942467758,71.58330131146802
2,600,15,2,1060.6561644703052,36.74873293013945
2,600,15,2,6735.078696114093,92.6032857559374
2,600,15,2,564.6279084493664,26.81243333043158
2,600,15,2,3143.2712535794944,63.26244746993812
2,600,15,2,223.38861175411068,16.864970036404568
2,600,15,2,504.8230832553525,25.352725942112148
2,600,15,2,3396.5622779306123,65.76197539929134
2,600,15,2,1929.5850952303892,49.56636004568922
2,600,15,2,459.0899816364007,24.177086656816304
2,600,15,2,406.32101822991785,22.7451970373393
2,600,15,2,1690.3657944543336,46.392246923025056
2,600,15,2,2717.6016154338663,58.82310637501694
2,600,15,2,835.5085872693116,32.61598646794386
2,600,15,2,2552.258863426887,57.005586685130545
2,600,15,2,1764.2423432234095,47.39518032340705
2,600,15,2,1514.4692497660576,43.912209442107766
2,600,15,2,172.3786137945106,14.814832693952408
2,600,15,2,6378.008710396893,90.11510920341074
2,600,15,2,1097.594438854843,37.38315989361235
2,600,15,2,742.2834185845253,30.742553601531235
2,600,15,2,518.8948068304146,25.70364541488614
2,600,15,2,471.40273976458,24.499155286759628
2,600,15,2,5178.39427562285,81.19936188144098
2,600,15,2,2467.8285219765144,56.05476664660934
2,600,15,2,147.75309753815196,13.715869882828676
2,600,15,2,2094.927847237369,51.646345257622265
2,600,15,2,1060.6561644703052,36.74873293013945
2,600,15,2,3839.821570545068,69.92147501551337
2,600,15,2,1577.7920058538368,44.82083416470647
2,600,15,2,2200.4657740503344,52.93127657970432
2,600,15,2,362.34688205784886,21.479161509415146
2,600,15,2,1621.766142025906,45.44113537688034
2,600,15,2,2847.7650585031906,60.215339296572154
2,600,15,2,2035.123022043355,50.90382215577264
2,600,15,2,510.09997959600076,25.484887007601735
2,600,15,2,650.8172153466217,28.78621571123476
2,600,15,2,2534.6692089580592,56.808811549512235
2,600,15,2,1417.7261501875057,42.48652725304664
2,600,15,2,5294.485995117112,82.10450010827425
2,600,15,2,2543.464036192473,56.90728416900568
2,600,15,2,552.315150321187,26.518474513917294
