 ,Area
1,505
2,1464
3,46
4,1025
5,55
6,448
7,1765
8,2597
9,361
10,433
11,2367
12,38
13,2730
14,1747
15,1548
16,1622
17,1994
18,296
19,2277
20,2188
21,507
22,2061
23,1683
24,325
25,1594
26,2702
27,76
28,2440
29,340
30,142
31,83
32,287
33,518
34,1978
35,1354
36,1790
37,2375
38,265
39,1082
40,986
41,307
42,444
43,23
44,613
45,2198
46,1352
47,629
48,1655
49,721
50,2050
51,1274
52,1006
53,95
54,3008
55,1435
56,276
57,1872
58,2226
59,1132
60,26
61,2055
62,1363
63,214
64,844
65,2660
66,473
67,3337
68,161
69,1930
70,1868
71,2030
72,891
73,3002
74,2249
75,3124
76,1702
77,104
78,287
79,1133
80,2933
81,1188
82,27
83,329
84,586
85,2044
86,1019
87,2024
88,49
89,64
90,1700
91,1552
92,1692
93,284
94,1835
95,846
96,1777
97,1371
98,610
99,1162
100,98
101,2408
102,1893
103,631
104,877
105,540
106,1579
107,2775
108,1596
109,1139
110,1028
111,750
112,2510
113,1388
114,197
115,2653
116,586
117,629
118,554
119,158
120,1262
121,401
122,2065
123,3074
124,2380
125,1426
126,325
127,191
128,1037
129,188
130,302
131,425
132,2665
133,38
134,3276
135,1889
136,1560
137,71
138,1679
139,298
140,600
141,451
142,3128
143,309
144,1986
145,1059
146,609
147,256
148,439
149,788
150,929
151,1558
152,3103
153,2280
154,890
155,1835
156,1680
157,896
158,2480
159,488
160,552
161,728
162,2373
163,423
164,279
165,1836
166,148
167,508
168,32
169,1335
170,592
171,195
172,38
173,478
174,87
175,1219
176,1942
177,329
178,2601
179,522
180,131
181,1966
182,324
183,2363
184,1401
185,538
186,1536
187,1551
188,2390
189,1711
190,2296
191,1207
192,176
193,1416
194,2985
195,204
196,1420
197,175
198,567
199,1582
200,1220
201,827
202,97
203,89
204,2240
205,386
206,1536
207,738
208,312
209,803
210,195
211,2573
212,25
213,1062
214,2327
215,2016
216,20
217,1842
218,1432
219,497
220,695
221,2138
222,859
223,84
224,46
225,764
226,2366
227,64
228,2432
229,766
230,2037
231,987
232,2262
233,46
234,1093
235,92
236,1522
237,433
238,2687
239,1230
240,1524
241,316
242,992
243,987
244,326
245,82
246,1754
247,1330
248,53
249,81
250,2951
251,3213
252,3877
253,1156
254,1023
255,1070
256,223
257,2667
258,1455
259,45
260,303
261,110
262,23
263,728
264,769
265,653
266,2647
267,50
268,1656
269,520
270,1971
271,1244
272,174
273,126
274,1611
275,1633
276,1661
277,444
278,1060
279,1944
280,252
281,24
282,1011
283,871
284,343
285,1367
286,421
287,66
288,44
289,1680
290,2527
291,2992
292,69
293,1804
294,908
295,2131
296,475
297,1366
298,608
299,1119
300,1210
301,2143
302,70
303,2334
304,1935
305,1386
306,1394
307,195
308,1977
309,1192
310,1183
311,324
312,2073
313,3317
314,95
315,2104
316,427
317,247
318,888
319,26
320,2430
321,307
322,2067
323,297
324,1829
325,20
326,2023
327,1212
328,108
329,290
330,2656
331,1978
332,1579
333,742
334,570
335,2362
336,252
337,1575
338,438
339,698
340,419
341,206
342,2450
343,948
344,308
345,1266
346,1632
347,2055
348,2183
349,982
350,2325
351,2841
352,691
353,1622
354,241
355,571
356,2494
357,96
358,1512
359,263
360,1875
361,1297
362,246
363,2294
364,31
365,240
366,229
367,3319
368,2505
369,342
370,2673
371,1919
372,2529
373,2861
374,294
375,1483
376,212
377,1058
378,1358
379,440
380,670
381,630
382,2003
383,133
384,50
385,1006
386,177
387,1541
388,1425
389,670
390,69
391,966
392,515
393,222
394,1083
395,1836
396,2158
397,1020
398,241
399,188
400,2072
401,22
402,2068
403,83
404,1956
405,2714
406,2367
407,3385
408,2154
409,1229
410,968
411,721
412,29
413,95
414,1864
415,871
416,1081
417,1306
418,444
419,1451
420,3204
421,232
422,141
423,2761
424,2059
425,124
426,1717
427,416
428,158
429,2644
430,595
431,65
432,1921
433,28
434,2588
435,822
436,1567
437,592
438,238
439,420
440,1422
441,1412
442,97
443,113
444,415
445,324
446,285
447,531
448,336
449,370
