 ,Area,X,Y
1,6582.084,215.246,257.761
2,7074.202,190.520,373.981
3,9042.676,856.956,77.338
4,8919.646,547.045,470.399
5,5782.391,624.280,1984.814
6,5905.421,3455.310,2403.758
7,7012.687,2989.130,2243.619
8,4798.155,2661.337,2103.167
9,5105.729,2793.811,2015.356
10,6459.054,2154.211,1916.975
11,5720.877,1777.314,2435.210
12,5905.421,1829.820,2295.915
13,7197.232,1615.251,1773.588
14,5474.817,2522.186,1047.588
15,5720.877,3089.732,983.302
16,6951.173,3309.561,853.826
17,3690.888,3245.098,736.471
18,5966.936,3140.449,495.371
19,7197.232,2850.846,426.714
20,4736.640,1612.172,557.117
21,5167.243,1914.379,520.728
22,5597.847,1368.024,811.161
23,6889.658,1424.160,616.106
24,7135.717,918.391,1255.646
25,3998.462,664.314,1291.041
26,6582.084,4286.568,2218.472
27,6397.539,4057.843,207.466
28,4490.581,4576.148,272.630
29,4921.184,4679.412,196.078
30,4429.066,4183.987,1587.800
31,5905.421,4214.542,1721.895
32,4859.669,4792.306,1797.717
33,6212.995,5214.250,1620.307
34,5536.332,5668.845,1385.185
35,5720.877,5934.345,952.604
36,4982.699,6538.320,2240.959
37,5536.332,6892.288,2184.749
38,6705.113,7254.003,1782.443
39,7012.687,7444.582,1186.378
40,4859.669,7418.863,1011.417
41,6705.113,7257.169,344.846
42,5659.362,6469.736,718.414
43,3998.462,6348.054,585.641
44,6336.025,6291.986,863.088
45,5536.332,6542.309,1170.109
46,5290.273,6399.270,1070.771
47,9903.883,5248.983,1110.194
48,6582.084,7219.241,4871.798
49,4490.581,4583.347,3371.421
50,5474.817,5015.774,3396.651
51,5597.847,5737.341,3079.638
52,5843.906,6119.752,3222.332
53,4675.125,6660.681,3237.668
54,6151.480,6802.980,3532.471
55,5905.421,7209.314,3686.275
56,5290.273,7490.196,3881.897
57,5782.391,7015.853,4364.289
58,4921.184,6956.863,4296.471
59,5105.729,6354.973,4428.963
60,6212.995,5434.479,4793.516
61,5044.214,4476.997,5214.538
62,4982.699,4368.773,4901.816
63,4059.977,5969.697,3138.562
64,4859.669,5929.064,3839.613
65,9534.794,5812.397,3937.837
66,4675.125,6493.602,3665.944
67,7320.261,5803.559,4125.655
68,6889.658,6662.675,3097.479
69,4982.699,7655.338,3786.444
70,5597.847,5486.447,4256.281
71,4736.640,5282.862,4572.498
72,5536.332,517.996,4512.070
73,6336.025,328.155,2803.845
74,6520.569,928.894,3843.729
75,5351.788,834.843,3963.804
76,6212.995,2146.496,3773.675
77,6397.539,3001.433,2792.081
78,4736.640,2004.125,3474.968
79,6889.658,1609.874,3779.202
80,5597.847,2639.129,2865.201
81,5782.391,3317.146,3024.364
82,7012.687,3561.679,5036.464
83,5536.332,3220.828,4717.647
84,5659.362,3300.256,4566.155
85,4982.699,3999.274,3801.452
86,4921.184,4014.314,3543.039
87,4552.095,2596.290,3675.888
88,6089.965,2183.125,5031.214
89,5044.214,4573.984,4110.665
90,6274.510,5220.454,3153.941
