Subject;Session;Block;AudioT1;Procedure[Trial];S1Audio.ACC;S1Audio.OnsetTime;S1Audio.RT;S1response.ACC;S2Visuel.ACC;S2Visuel.OnsetTime;S2Visuel.RT;SOAdur;StimulusVisuel
3;1;79;1800.wav;EssaisDT;1;502973;925;1;1;503040;482;65;right
3;1;201;1800.wav;EssaisDT;1;1076864;768;1;1;1076931;482;65;left
3;1;1;1800.wav;EssaisDT;1;33234;1408;1;1;33751;483;65;right
3;1;96;400.wav;EssaisDT;1;565891;716;1;1;565908;483;15;right
3;1;263;400.wav;EssaisDT;1;1473220;679;1;1;1473236;483;15;left
3;1;51;;EssaisDT;1;254470;748;1;1;254487;484;15;left
3;1;28;400.wav;EssaisDT;1;133852;698;1;1;133869;486;15;left
3;1;121;1800.wav;EssaisDT;1;691193;817;1;1;691209;486;15;left
3;1;253;400.wav;EssaisDT;1;1407602;732;1;1;1407852;486;250;left
3;1;12;400.wav;EssaisDT;1;67284;798;1;1;67301;488;15;left
3;1;234;1800.wav;EssaisDT;1;1334284;799;1;1;1335784;488;1500;left
3;1;188;400.wav;EssaisDT;1;996530;770;1;1;998030;489;1500;right
3;1;181;1800.wav;EssaisDT;1;975213;746;1;1;975230;491;15;left
3;1;245;400.wav;EssaisDT;1;1378168;644;1;1;1379668;491;1500;right
3;1;235;1800.wav;EssaisDT;1;1339734;808;1;1;1339751;492;15;right
3;1;276;400.wav;EssaisDT;1;1515353;627;1;1;1515420;492;65;right
3;1;239;1800.wav;EssaisDT;1;1352351;649;1;1;1352368;493;15;left
3;1;217;400.wav;EssaisDT;1;1144049;628;1;1;1145549;494;1500;left
3;1;46;400.wav;EssaisDT;1;233337;615;1;1;234837;495;1500;right
3;1;107;;EssaisDT;1;636942;934;1;1;636959;495;15;left
3;1;148;1800.wav;EssaisDT;1;821444;648;0;1;821511;496;65;right
3;1;81;400.wav;EssaisDT;1;509640;665;1;1;509707;497;65;left
3;1;277;1800.wav;EssaisDT;1;1518537;617;1;1;1518553;499;15;right
3;1;282;1800.wav;EssaisDT;1;1540920;731;1;1;1542420;499;1500;left
3;1;48;400.wav;EssaisDT;1;244403;890;1;1;244470;501;65;right
3;1;230;1800.wav;EssaisDT;1;1319651;639;1;1;1321151;501;1500;right
3;1;275;400.wav;EssaisDT;1;1511787;663;1;1;1511803;503;15;left
3;1;83;400.wav;EssaisDT;1;518274;611;1;1;518290;504;15;left
3;1;211;400.wav;EssaisDT;1;1121848;755;1;1;1122098;506;250;left
3;1;208;;EssaisDT;1;1111648;641;1;1;1111665;507;15;left
3;1;105;400.wav;EssaisDT;1;629808;712;0;1;629875;510;65;right
3;1;40;400.wav;EssaisDT;1;208720;787;1;1;210220;511;1500;right
3;1;53;400.wav;EssaisDT;1;261037;772;1;1;262537;514;1500;left
3;1;101;400.wav;EssaisDT;1;615008;750;1;1;615075;514;65;left
3;1;134;;EssaisDT;1;766927;820;1;1;768427;515;1500;right
3;1;252;1800.wav;EssaisDT;1;1404469;644;1;1;1404485;516;15;right
3;1;193;400.wav;EssaisDT;1;1054197;1250;1;1;1054264;517;65;right
3;1;4;;EssaisDT;1;43834;1306;1;1;44084;518;250;right
3;1;279;1800.wav;EssaisDT;1;1527187;634;1;1;1528687;518;1500;right
3;1;240;400.wav;EssaisDT;1;1355501;613;1;1;1355568;519;65;right
3;1;155;1800.wav;EssaisDT;1;843595;859;1;1;843845;520;250;left
3;1;69;400.wav;EssaisDT;1;467590;701;1;1;467606;521;15;right
3;1;82;400.wav;EssaisDT;1;512824;678;1;1;514324;521;1500;right
3;1;152;;EssaisDT;1;834611;820;1;1;834678;522;65;left
3;1;127;;EssaisDT;1;712576;768;1;1;714076;524;1500;left
3;1;86;1800.wav;EssaisDT;1;530174;766;1;1;530424;526;250;right
3;1;118;400.wav;EssaisDT;1;678209;672;1;1;679709;527;1500;left
3;1;137;400.wav;EssaisDT;1;781527;762;1;1;781594;527;65;left
3;1;189;1800.wav;EssaisDT;1;1001980;731;1;1;1002047;528;65;left
3;1;254;400.wav;EssaisDT;1;1413052;605;1;1;1414552;528;1500;left
3;1;97;400.wav;EssaisDT;1;602475;1080;1;1;602541;530;65;right
3;1;163;400.wav;EssaisDT;1;902412;682;1;1;902429;531;15;right
3;1;207;400.wav;EssaisDT;1;1106081;693;1;1;1107581;531;1500;right
3;1;29;1800.wav;EssaisDT;1;136985;732;1;1;138485;533;1500;left
3;1;140;400.wav;EssaisDT;1;793177;739;1;1;794677;534;1500;right
3;1;241;;EssaisDT;1;1360968;802;1;1;1362468;534;1500;left
3;1;209;400.wav;EssaisDT;1;1114765;855;1;1;1115015;535;250;right
3;1;13;400.wav;EssaisDT;1;70585;896;1;1;70835;536;250;right
3;1;126;400.wav;EssaisDT;1;707076;710;1;1;707326;539;250;left
3;1;184;;EssaisDT;1;984513;915;1;1;984530;539;15;left
3;1;192;;EssaisDT;1;1013814;616;1;1;1015314;539;1500;left
3;1;49;1800.wav;EssaisDT;1;247837;993;1;1;247854;540;15;right
3;1;150;400.wav;EssaisDT;1;828161;687;1;1;828178;543;15;right
3;1;57;400.wav;EssaisDT;1;276337;684;1;1;276587;546;250;right
3;1;73;400.wav;EssaisDT;1;482290;832;1;1;482357;546;65;right
3;1;104;400.wav;EssaisDT;1;624308;824;1;1;625808;546;1500;right
3;1;176;400.wav;EssaisDT;1;953729;1045;1;1;953979;546;250;right
3;1;247;1800.wav;EssaisDT;1;1385818;827;1;1;1385885;546;65;left
3;1;269;400.wav;EssaisDT;1;1489720;860;1;1;1491220;546;1500;left
3;1;262;1800.wav;EssaisDT;1;1467653;620;1;1;1469153;547;1500;right
3;1;185;1800.wav;EssaisDT;1;987913;1110;1;1;987930;548;15;right
3;1;237;400.wav;EssaisDT;1;1345768;670;1;1;1345785;549;15;left
3;1;63;;EssaisDT;1;299071;640;1;1;300571;551;1500;left
3;1;111;400.wav;EssaisDT;1;649125;723;1;1;650625;553;1500;right
3;1;227;;EssaisDT;1;1302951;611;1;1;1303201;553;250;right
3;1;278;400.wav;EssaisDT;1;1521670;710;1;1;1521920;553;250;left
3;1;156;400.wav;EssaisDT;1;846928;797;1;1;846945;557;15;left
3;1;42;400.wav;EssaisDT;1;220070;798;1;1;220320;558;250;left
3;1;143;;EssaisDT;1;802877;1016;0;1;802894;559;15;left
3;1;62;400.wav;EssaisDT;1;293554;666;1;1;295054;561;1500;right
3;1;72;1800.wav;EssaisDT;1;476756;689;1;1;477006;564;250;left
3;1;37;400.wav;EssaisDT;1;200253;861;1;1;200320;565;65;left
3;1;159;400.wav;EssaisDT;1;857961;765;1;1;859462;566;1500;right
3;1;225;1800.wav;EssaisDT;1;1297367;934;1;1;1297434;567;65;right
3;1;98;1800.wav;EssaisDT;1;606292;925;1;1;606308;568;15;right
3;1;177;400.wav;EssaisDT;1;957563;694;1;1;957629;568;65;right
3;1;14;400.wav;EssaisDT;1;74051;810;1;1;74068;569;15;right
3;1;22;400.wav;EssaisDT;1;107368;777;1;1;108868;570;1500;left
3;1;20;400.wav;EssaisDT;1;98502;800;1;1;98518;572;15;left
3;1;124;1800.wav;EssaisDT;1;700493;706;1;1;700559;573;65;left
3;1;274;1800.wav;EssaisDT;1;1506270;584;1;1;1506337;574;65;left
3;1;229;400.wav;EssaisDT;1;1314067;829;1;1;1315567;575;1500;right
3;1;36;1800.wav;EssaisDT;1;196853;878;1;1;197103;576;250;right
3;1;286;400.wav;EssaisDT;1;1561887;636;1;1;1562137;580;250;left
3;1;24;1800.wav;EssaisDT;1;116052;676;1;1;117552;585;1500;left
3;1;190;400.wav;EssaisDT;1;1005347;626;1;1;1005597;586;250;right
3;1;259;400.wav;EssaisDT;1;1459103;685;1;1;1459119;591;15;left
3;1;250;400.wav;EssaisDT;1;1397935;733;1;1;1397952;594;15;right
3;1;267;1800.wav;EssaisDT;1;1484353;664;1;1;1484370;594;15;right
3;1;3;400.wav;EssaisDT;1;40234;1168;1;1;40301;596;65;left
3;1;75;;EssaisDT;1;488523;632;1;1;490023;596;1500;right
3;1;160;400.wav;EssaisDT;1;863478;769;1;1;864978;596;1500;left
3;1;10;1800.wav;EssaisDT;1;61468;969;1;1;61718;599;250;left
3;1;68;1800.wav;EssaisDT;1;464273;854;1;1;464290;600;15;left
3;1;109;1800.wav;EssaisDT;1;642659;1051;1;1;642909;600;250;right
3;1;135;1800.wav;EssaisDT;1;772460;616;1;1;772710;604;250;right
3;1;196;400.wav;EssaisDT;1;1063114;764;1;1;1063181;606;65;left
3;1;271;;EssaisDT;1;1498253;1181;1;1;1498270;609;15;left
3;1;206;;EssaisDT;1;1100515;590;1;1;1102015;611;1500;right
3;1;19;1800.wav;EssaisDT;1;94868;982;1;1;94935;612;65;right
3;1;85;1800.wav;EssaisDT;1;524640;625;1;1;526140;613;1500;left
3;1;112;400.wav;EssaisDT;1;654642;730;1;1;654709;621;65;left
3;1;27;;EssaisDT;1;130502;800;1;1;130569;622;65;right
3;1;147;400.wav;EssaisDT;1;815878;749;1;1;816128;625;250;right
3;1;21;1800.wav;EssaisDT;1;101818;851;1;1;103318;629;1500;right
3;1;18;1800.wav;EssaisDT;1;89285;723;1;1;90785;636;1500;right
3;1;158;400.wav;EssaisDT;1;852378;695;1;1;852628;637;250;right
3;1;175;1800.wav;EssaisDT;1;948163;711;1;1;948413;640;250;left
3;1;139;400.wav;EssaisDT;1;787611;658;1;1;787861;643;250;left
3;1;284;;EssaisDT;1;1550337;538;1;1;1550587;645;250;right
3;1;228;1800.wav;EssaisDT;1;1308451;703;1;1;1308517;646;65;left
3;1;220;1800.wav;EssaisDT;1;1155815;619;1;1;1156065;647;250;right
3;1;117;1800.wav;EssaisDT;1;674442;1176;1;1;674692;656;250;left
3;1;213;;EssaisDT;1;1130048;528;1;1;1130298;659;250;left
3;1;165;1800.wav;EssaisDT;1;911046;623;1;1;912546;661;1500;left
3;1;7;1800.wav;EssaisDT;1;53484;886;1;1;53501;664;15;right
3;1;113;1800.wav;EssaisDT;1;658042;730;1;1;659542;668;1500;left
3;1;200;1800.wav;EssaisDT;1;1073464;843;1;1;1073481;673;15;right
3;1;179;400.wav;EssaisDT;1;963830;704;1;1;965330;678;1500;left
3;1;54;;EssaisDT;1;266487;752;1;1;266737;681;250;left
3;1;47;400.wav;EssaisDT;1;238770;710;1;1;240270;686;1500;left
3;1;17;1800.wav;EssaisDT;1;83668;862;1;1;83918;693;250;left
3;1;288;400.wav;EssaisDT;1;1569737;807;1;1;1569804;698;65;left
3;1;136;400.wav;EssaisDT;1;777994;925;1;1;778060;703;65;right
3;1;35;1800.wav;EssaisDT;1;191236;701;1;1;191486;704;250;right
3;1;242;;EssaisDT;1;1366468;578;1;1;1366718;712;250;left
3;1;129;1800.wav;EssaisDT;1;747127;1230;1;1;747143;713;15;right
3;1;180;1800.wav;EssaisDT;1;969513;960;1;1;969763;716;250;left
3;1;202;1800.wav;EssaisDT;1;1080398;616;1;1;1081898;717;1500;left
3;1;204;1800.wav;EssaisDT;1;1091848;669;1;1;1092098;718;250;right
3;1;166;1800.wav;EssaisDT;1;916646;714;1;1;916896;727;250;left
3;1;66;1800.wav;EssaisDT;1;455740;572;1;1;457240;748;1500;right
3;1;33;400.wav;EssaisDT;1;184353;1657;1;1;184369;764;15;left
3;1;116;400.wav;EssaisDT;1;668726;612;1;1;668976;765;250;right
3;1;133;1800.wav;EssaisDT;1;761144;743;1;1;762644;787;1500;left
3;1;131;400.wav;EssaisDT;1;753177;770;1;1;753427;811;250;right
3;1;203;1800.wav;EssaisDT;1;1086064;847;1;1;1087564;812;1500;left
3;1;65;400.wav;EssaisDT;1;451839;1326;1;1;451906;954;65;left
3;1;41;400.wav;EssaisDT;1;214170;777;1;1;214420;967;250;left
3;1;26;;EssaisDT;1;124502;1012;1;1;124569;1035;65;left
3;1;170;;EssaisDT;1;931646;796;1;1;933146;1131;1500;right
3;1;89;1800.wav;EssaisDT;1;541241;699;1;1;542741;1177;1500;left
4;1;42;1800.wav;EssaisDT;1;216528;1278;1;1;216545;310;15;left
4;1;255;400.wav;EssaisDT;1;1255509;726;1;1;1255759;313;250;left
4;1;183;1800.wav;EssaisDT;1;885887;825;1;1;885904;328;15;left
4;1;180;400.wav;EssaisDT;1;876220;750;1;1;876470;338;250;right
4;1;27;400.wav;EssaisDT;1;130627;922;1;1;130877;346;250;right
4;1;248;;EssaisDT;1;1230625;899;1;1;1230692;349;65;right
4;1;241;;EssaisDT;1;1203141;890;1;1;1203208;360;65;left
4;1;73;1800.wav;EssaisDT;1;362447;892;1;1;362697;365;250;right
4;1;36;1800.wav;EssaisDT;1;197261;1068;1;1;197328;384;65;right
4;1;92;;EssaisDT;1;429281;763;0;1;429531;384;250;left
4;1;277;1800.wav;EssaisDT;1;1391510;829;1;1;1391577;384;65;right
4;1;182;1800.wav;EssaisDT;1;882854;452;1;1;882870;386;15;right
4;1;185;400.wav;EssaisDT;1;892137;1145;1;1;892387;386;250;left
4;1;116;400.wav;EssaisDT;1;561316;853;1;1;561566;399;250;left
4;1;129;400.wav;EssaisDT;1;644917;1239;1;1;645167;407;250;right
4;1;164;1800.wav;EssaisDT;1;818653;690;1;1;818720;410;65;right
4;1;158;400.wav;EssaisDT;1;758235;783;1;1;758485;411;250;left
4;1;136;1800.wav;EssaisDT;1;669434;785;1;1;669451;413;15;right
4;1;126;400.wav;EssaisDT;1;604550;1455;1;1;604617;415;65;left
4;1;138;1800.wav;EssaisDT;1;676451;1229;1;1;676701;415;250;left
4;1;179;400.wav;EssaisDT;1;872337;277;1;1;872404;416;65;left
4;1;203;1800.wav;EssaisDT;1;1028406;564;0;1;1028422;418;15;right
4;1;279;400.wav;EssaisDT;1;1400694;956;1;1;1400760;419;65;right
4;1;71;400.wav;EssaisDT;1;353230;856;1;1;353247;423;15;right
4;1;243;400.wav;EssaisDT;1;1209058;523;1;1;1209308;429;250;right
4;1;102;400.wav;EssaisDT;1;512099;679;1;1;512166;430;65;left
4;1;53;400.wav;EssaisDT;1;257195;678;1;1;258696;431;1500;left
4;1;62;1800.wav;EssaisDT;1;297963;1022;1;1;298029;431;65;right
4;1;275;400.wav;EssaisDT;1;1382544;811;1;1;1382560;432;15;right
4;1;70;;EssaisDT;1;349747;832;1;1;349763;436;15;left
4;1;124;1800.wav;EssaisDT;1;595583;2475;1;1;595833;436;250;right
4;1;231;1800.wav;EssaisDT;1;1167557;804;1;1;1167574;437;15;right
4;1;95;400.wav;EssaisDT;1;441931;653;1;1;442181;438;250;left
4;1;284;400.wav;EssaisDT;1;1420511;758;1;1;1420527;438;15;left
4;1;76;400.wav;EssaisDT;1;371530;942;1;1;371547;442;15;right
4;1;10;400.wav;EssaisDT;1;60810;1030;0;1;60826;444;15;left
4;1;120;;EssaisDT;1;575483;736;1;1;575550;444;65;left
4;1;32;400.wav;EssaisDT;1;147394;742;0;1;147461;445;65;left
4;1;217;1800.wav;EssaisDT;1;1085523;679;1;1;1085590;445;65;right
4;1;225;400.wav;EssaisDT;1;1141740;1171;1;1;1141990;449;250;left
4;1;259;1800.wav;EssaisDT;1;1323976;922;0;1;1324226;449;250;right
4;1;266;400.wav;EssaisDT;1;1351643;725;1;1;1351660;452;15;left
4;1;181;1800.wav;EssaisDT;1;879470;762;1;1;879720;454;250;right
4;1;210;1800.wav;EssaisDT;1;1058706;1489;1;1;1058956;454;250;left
4;1;176;400.wav;EssaisDT;1;862037;756;1;1;862103;455;65;right
4;1;237;400.wav;EssaisDT;1;1189541;914;1;1;1189608;456;65;left
4;1;45;400.wav;EssaisDT;1;226778;836;1;1;226795;457;15;left
4;1;133;400.wav;EssaisDT;1;661951;679;1;1;662017;457;65;right
4;1;107;1800.wav;EssaisDT;1;530199;1051;1;1;530216;458;15;left
4;1;260;;EssaisDT;1;1327460;836;0;1;1327710;458;250;left
4;1;151;1800.wav;EssaisDT;1;726468;781;1;1;726485;459;15;left
4;1;85;400.wav;EssaisDT;1;407064;722;1;1;407131;460;65;right
4;1;220;;EssaisDT;1;1098307;756;1;1;1098373;465;65;right
4;1;6;1800.wav;EssaisDT;1;44809;962;1;1;44826;471;15;right
4;1;246;400.wav;EssaisDT;1;1223191;784;1;1;1224692;471;1500;right
4;1;212;400.wav;EssaisDT;1;1065873;760;1;1;1066123;475;250;right
4;1;25;400.wav;EssaisDT;1;119694;738;1;1;119944;478;250;left
4;1;249;1800.wav;EssaisDT;1;1234142;838;1;1;1234158;479;15;left
4;1;283;1800.wav;EssaisDT;1;1415061;631;1;1;1415311;479;250;right
4;1;17;1800.wav;EssaisDT;1;86977;1002;1;1;87227;480;250;right
4;1;157;1800.wav;EssaisDT;1;754319;910;1;1;754385;481;65;left
4;1;43;400.wav;EssaisDT;1;220428;756;1;1;220445;485;15;right
4;1;146;400.wav;EssaisDT;1;709618;802;1;1;709635;485;15;right
4;1;117;400.wav;EssaisDT;1;564650;672;1;1;564666;486;15;right
4;1;227;400.wav;EssaisDT;1;1151157;683;1;1;1151407;486;250;right
4;1;69;1800.wav;EssaisDT;1;346547;739;1;1;346563;487;15;right
4;1;194;;EssaisDT;1;995488;962;1;1;996989;487;1500;right
4;1;235;;EssaisDT;1;1184141;710;1;1;1184208;490;65;left
4;1;263;400.wav;EssaisDT;1;1338776;749;1;1;1338793;492;15;right
4;1;201;400.wav;EssaisDT;1;1021822;846;1;1;1021889;494;65;left
4;1;186;400.wav;EssaisDT;1;895854;609;1;1;897354;497;1500;right
4;1;127;1800.wav;EssaisDT;1;608583;691;1;1;608600;499;15;left
4;1;152;;EssaisDT;1;730235;912;1;1;730252;499;15;right
4;1;91;1800.wav;EssaisDT;1;425964;710;1;1;425981;500;15;left
4;1;22;400.wav;EssaisDT;1;107227;795;1;1;107294;501;65;left
4;1;143;1800.wav;EssaisDT;1;697485;754;1;1;697551;503;65;left
4;1;254;1800.wav;EssaisDT;1;1251659;1176;1;1;1251725;503;65;right
4;1;33;;EssaisDT;1;180544;1047;1;1;182045;505;1500;right
4;1;83;1800.wav;EssaisDT;1;397814;1076;1;1;397831;505;15;right
4;1;252;1800.wav;EssaisDT;1;1245942;958;0;1;1245958;507;15;right
4;1;262;1800.wav;EssaisDT;1;1333310;1197;1;1;1334810;510;1500;right
4;1;24;;EssaisDT;1;116410;748;1;1;116477;511;65;right
4;1;218;400.wav;EssaisDT;1;1088873;1005;1;1;1090373;511;1500;left
4;1;274;;EssaisDT;1;1379310;704;1;1;1379377;511;65;left
4;1;207;;EssaisDT;1;1045539;334;1;1;1045556;514;15;right
4;1;26;1800.wav;EssaisDT;1;125144;746;1;1;125394;516;250;right
4;1;149;400.wav;EssaisDT;1;720752;962;1;1;721002;516;250;right
4;1;229;400.wav;EssaisDT;1;1159557;513;1;1;1161057;517;1500;left
4;1;5;1800.wav;EssaisDT;1;39343;765;1;1;40843;520;1500;right
4;1;160;400.wav;EssaisDT;1;764952;803;1;1;764969;520;15;left
4;1;97;1800.wav;EssaisDT;1;490282;1071;1;1;491782;521;1500;left
4;1;11;;EssaisDT;1;64660;843;1;1;64910;522;250;right
4;1;202;400.wav;EssaisDT;1;1025139;658;1;1;1025206;522;65;right
4;1;98;;EssaisDT;1;495715;709;1;1;497215;526;1500;right
4;1;112;400.wav;EssaisDT;1;545733;1011;1;1;545983;526;250;right
4;1;118;400.wav;EssaisDT;1;567850;682;1;1;569350;528;1500;left
4;1;130;400.wav;EssaisDT;1;648967;916;1;1;648984;530;15;right
4;1;208;400.wav;EssaisDT;1;1051039;502;1;1;1051289;530;250;right
4;1;104;1800.wav;EssaisDT;1;518849;784;1;1;518866;533;15;left
4;1;233;1800.wav;EssaisDT;1;1176624;809;1;1;1176874;534;250;right
4;1;270;1800.wav;EssaisDT;1;1368510;946;1;1;1368527;534;15;right
4;1;82;1800.wav;EssaisDT;1;392314;699;1;1;393814;536;1500;left
4;1;219;;EssaisDT;1;1094356;829;1;1;1094373;537;15;right
4;1;238;;EssaisDT;1;1193308;927;1;1;1194808;539;1500;right
4;1;4;400.wav;EssaisDT;1;35643;969;1;1;35709;540;65;right
4;1;93;400.wav;EssaisDT;1;432564;971;1;1;432631;541;65;right
4;1;251;1800.wav;EssaisDT;1;1240308;602;1;1;1241808;549;1500;left
4;1;131;400.wav;EssaisDT;1;652684;740;1;1;652934;554;250;left
4;1;162;1800.wav;EssaisDT;1;807303;765;1;1;808803;555;1500;right
4;1;177;400.wav;EssaisDT;1;865403;1054;1;1;865420;556;15;right
4;1;281;1800.wav;EssaisDT;1;1407294;592;1;1;1408794;557;1500;right
4;1;122;;EssaisDT;1;584500;678;1;1;586000;558;1500;right
4;1;14;1800.wav;EssaisDT;1;73626;843;1;1;75126;562;1500;right
4;1;155;400.wav;EssaisDT;1;745285;394;1;1;745535;562;250;right
4;1;108;1800.wav;EssaisDT;1;533882;791;1;1;533949;563;65;right
4;1;222;400.wav;EssaisDT;1;1107190;959;1;1;1107207;563;15;left
4;1;268;400.wav;EssaisDT;1;1357477;436;1;1;1358977;564;1500;left
4;1;139;1800.wav;EssaisDT;1;680384;866;1;1;681884;565;1500;right
4;1;123;1800.wav;EssaisDT;1;590050;535;1;1;591550;566;1500;left
4;1;141;1800.wav;EssaisDT;1;691518;929;1;1;691585;568;65;right
4;1;54;1800.wav;EssaisDT;1;262579;928;1;1;264079;572;1500;left
4;1;269;400.wav;EssaisDT;1;1362993;427;1;1;1363243;572;250;left
4;1;46;400.wav;EssaisDT;1;230112;654;1;1;231612;573;1500;left
4;1;60;400.wav;EssaisDT;1;290246;937;1;1;291746;573;1500;right
4;1;109;1800.wav;EssaisDT;1;537216;861;1;1;537283;573;65;right
4;1;278;400.wav;EssaisDT;1;1395127;683;1;1;1396627;575;1500;right
4;1;154;1800.wav;EssaisDT;1;739702;619;1;1;741202;578;1500;right
4;1;214;1800.wav;EssaisDT;1;1072373;601;1;1;1073873;583;1500;left
4;1;245;;EssaisDT;1;1217625;601;1;1;1219125;583;1500;left
4;1;78;1800.wav;EssaisDT;1;378497;711;1;1;378514;584;15;left
4;1;276;400.wav;EssaisDT;1;1385944;666;1;1;1387444;588;1500;left
4;1;31;1800.wav;EssaisDT;1;144127;777;1;1;144194;592;65;right
4;1;115;;EssaisDT;1;557883;667;1;1;557899;595;15;right
4;1;206;;EssaisDT;1;1040006;755;1;1;1041506;596;1500;right
4;1;163;400.wav;EssaisDT;1;813003;574;1;1;813069;602;65;left
4;1;190;400.wav;EssaisDT;1;915037;776;1;1;916537;606;1500;left
4;1;51;1800.wav;EssaisDT;1;248095;802;1;1;249595;609;1500;right
4;1;287;400.wav;EssaisDT;1;1431061;885;1;1;1431311;613;250;right
4;1;256;400.wav;EssaisDT;1;1258742;756;1;1;1258759;615;15;left
4;1;86;400.wav;EssaisDT;1;410298;788;1;1;411798;617;1500;right
4;1;50;1800.wav;EssaisDT;1;244479;1045;0;1;244545;620;65;left
4;1;195;;EssaisDT;1;1000905;762;1;1;1000972;620;65;right
4;1;101;400.wav;EssaisDT;1;506532;635;1;1;506782;624;250;right
4;1;81;;EssaisDT;1;386731;839;1;1;388231;628;1500;left
4;1;59;1800.wav;EssaisDT;1;284663;585;1;1;284913;634;250;left
4;1;75;400.wav;EssaisDT;1;368230;766;1;1;368297;634;65;left
4;1;37;400.wav;EssaisDT;1;201028;1048;1;1;201278;638;250;left
4;1;171;1800.wav;EssaisDT;1;839236;814;1;1;840736;642;1500;right
4;1;211;1800.wav;EssaisDT;1;1062623;748;1;1;1062639;642;15;left
4;1;166;400.wav;EssaisDT;1;824186;659;1;1;825686;645;1500;left
4;1;18;400.wav;EssaisDT;1;90827;823;1;1;92327;647;1500;left
4;1;55;1800.wav;EssaisDT;1;268112;775;1;1;268362;647;250;right
4;1;47;400.wav;EssaisDT;1;235645;920;1;1;235712;651;65;left
4;1;3;400.wav;EssaisDT;1;30026;825;1;1;31526;663;1500;left
4;1;199;400.wav;EssaisDT;1;1016422;717;1;1;1016439;663;15;left
4;1;34;1800.wav;EssaisDT;1;185978;759;1;1;187478;675;1500;left
4;1;84;400.wav;EssaisDT;1;401414;678;1;1;401664;680;250;right
4;1;191;1800.wav;EssaisDT;1;920604;894;1;1;920854;684;250;left
4;1;204;400.wav;EssaisDT;1;1031539;1350;1;1;1033039;693;1500;left
4;1;52;;EssaisDT;1;253679;867;1;1;253745;694;65;left
4;1;232;400.wav;EssaisDT;1;1170957;905;1;1;1171207;699;250;left
4;1;96;;EssaisDT;1;447365;661;1;1;448865;703;1500;right
4;1;105;1800.wav;EssaisDT;1;522149;967;1;1;522399;703;250;left
4;1;67;400.wav;EssaisDT;1;338763;757;1;1;339013;704;250;left
4;1;257;400.wav;EssaisDT;1;1316493;1235;1;1;1316559;711;65;left
4;1;221;1800.wav;EssaisDT;1;1101523;580;1;1;1103023;723;1500;right
4;1;114;400.wav;EssaisDT;1;552199;690;1;1;553699;724;1500;right
4;1;226;1800.wav;EssaisDT;1;1145457;732;1;1;1145474;736;15;left
4;1;35;1800.wav;EssaisDT;1;191578;1387;1;1;193078;737;1500;right
4;1;23;1800.wav;EssaisDT;1;110710;802;1;1;110960;742;250;left
4;1;216;1800.wav;EssaisDT;1;1079823;913;1;1;1080073;747;250;left
4;1;140;400.wav;EssaisDT;1;685901;830;1;1;687401;754;1500;left
4;1;121;400.wav;EssaisDT;1;578766;568;1;1;578783;755;15;left
4;1;16;;EssaisDT;1;81260;748;1;1;81510;767;250;left
4;1;147;400.wav;EssaisDT;1;712968;459;1;1;713218;768;250;left
4;1;72;1800.wav;EssaisDT;1;356747;710;1;1;356763;772;15;left
4;1;172;;EssaisDT;1;844837;740;1;1;844853;774;15;left
4;1;57;400.wav;EssaisDT;1;276896;611;1;1;277146;777;250;right
4;1;94;1800.wav;EssaisDT;1;436198;728;1;1;436264;783;65;left
4;1;285;;EssaisDT;1;1424394;920;1;1;1424461;786;65;left
4;1;189;;EssaisDT;1;909371;694;1;1;910871;787;1500;left
4;1;20;400.wav;EssaisDT;1;98510;653;1;1;98577;788;65;left
4;1;153;400.wav;EssaisDT;1;733852;587;1;1;735352;835;1500;left
4;1;28;1800.wav;EssaisDT;1;134161;656;1;1;134177;840;15;right
4;1;145;;EssaisDT;1;703785;408;1;1;703851;846;65;right
4;1;2;1800.wav;EssaisDT;1;23659;1193;1;1;24192;890;15;left
4;1;187;;EssaisDT;1;901321;739;1;1;901387;896;65;right
4;1;7;400.wav;EssaisDT;1;48543;808;1;1;48559;1005;15;right
4;1;175;1800.wav;EssaisDT;1;855953;441;1;1;856020;1112;65;left
4;1;197;1800.wav;EssaisDT;1;1007022;570;1;1;1007089;1114;65;left
4;1;265;1800.wav;EssaisDT;1;1345493;721;1;1;1345743;1184;250;left
4;1;65;400.wav;EssaisDT;1;329846;2187;1;1;329913;1380;65;right
5;1;149;;EssaisDT;1;916906;969;1;1;916922;275;15;right
5;1;84;1800.wav;EssaisDT;1;433716;652;1;1;433783;287;65;right
5;1;85;1800.wav;EssaisDT;1;436883;584;1;1;437133;287;250;left
5;1;239;400.wav;EssaisDT;1;1411762;796;1;1;1411779;298;15;left
5;1;61;400.wav;EssaisDT;1;317965;612;1;1;319465;301;1500;right
5;1;88;400.wav;EssaisDT;1;445816;1241;1;1;445883;308;65;right
5;1;37;1800.wav;EssaisDT;1;232480;1316;1;1;233980;311;1500;right
5;1;179;;EssaisDT;1;1071824;961;1;1;1071841;313;15;right
5;1;230;400.wav;EssaisDT;1;1377878;708;1;1;1377945;316;65;right
5;1;50;1800.wav;EssaisDT;1;277614;730;1;1;277631;326;15;right
5;1;275;400.wav;EssaisDT;1;1625965;1226;1;1;1626032;326;65;right
5;1;82;;EssaisDT;1;424683;1048;1;1;424933;329;250;left
5;1;178;400.wav;EssaisDT;1;1068391;705;1;1;1068641;330;250;right
