file,q,int,int_n
PY02_P1.csv,1.1767687,952.704525,0.33327600767353804
PY02_P1.csv,1.1806081,951.270007142857,0.33277418326542474
PY02_P1.csv,1.1844475,958.856853571429,0.3354282211357148
PY02_P1.csv,1.1882868,953.799560714286,0.33365907411390916
PY02_P1.csv,1.1921262,957.331146428571,0.33489449680450023
PY02_P1.csv,1.1959656,960.069571428571,0.33585245525579804
PY02_P1.csv,1.199805,958.753107142857,0.33539192846089533
PY02_P1.csv,1.2036443,962.600696428572,0.33673789582292774
PY02_P1.csv,1.2074837,961.129989285714,0.3362234116442904
PY02_P1.csv,1.2113231,966.154696428572,0.3379811595003746
PY02_P1.csv,1.2151625,965.480967857143,0.3377454751274664
PY02_P1.csv,1.2190019,972.850125,0.34032336072372754
PY02_P1.csv,1.2228412,975.837028571429,0.3413682421864157
PY02_P1.csv,1.2266806,973.407446428571,0.34051832343864175
PY02_P1.csv,1.23052,981.261539285714,0.34326584971004875
PY02_P1.csv,1.2343594,980.977292857143,0.34316641435268064
PY02_P1.csv,1.2381987,984.362275,0.34435055204176906
PY02_P1.csv,1.2420381,984.511278571429,0.3444026766135663
PY02_P1.csv,1.2458775,989.86,0.34627377145682015
PY02_P1.csv,1.2497169,990.130189285714,0.3463682893310361
PY02_P1.csv,1.2535563,993.281592857143,0.34747071634097815
PY02_P1.csv,1.2573956,1001.79646071429,0.3504493955545545
PY02_P1.csv,1.261235,1001.6645,0.35040323293133374
PY02_P1.csv,1.2650743,1007.82644285714,0.3525588096721287
PY02_P1.csv,1.2689137,1008.94527857143,0.3529502018512528
PY02_P1.csv,1.272753,1012.42727142857,0.3541682759211491
PY02_P1.csv,1.2765924,1014.05594642857,0.3547380205665812
PY02_P1.csv,1.2804318,1016.65523928571,0.3556473076786603
PY02_P1.csv,1.2842712,1022.46604285714,0.35768004853885654
PY02_P1.csv,1.2881105,1019.86956428571,0.35677174592289485
PY02_P1.csv,1.2919499,1028.55740357143,0.35981093416696674
PY02_P1.csv,1.2957893,1029.48423928571,0.36013516072254487
PY02_P1.csv,1.2996287,1033.40318214286,0.36150608905914716
PY02_P1.csv,1.3034681,1035.21952142857,0.36214148260440404
PY02_P1.csv,1.3073074,1036.19435,0.3624824980671492
PY02_P1.csv,1.3111468,1043.84468571429,0.36515874582006175
PY02_P1.csv,1.3149862,1042.30778571429,0.36462110599286196
PY02_P1.csv,1.3188256,1049.32119642857,0.3670745440334024
PY02_P1.csv,1.3226649,1048.93718571429,0.36694020903823793
PY02_P1.csv,1.3265043,1052.84248571429,0.36830636481751
PY02_P1.csv,1.3303437,1061.39953571429,0.37129980022862336
PY02_P1.csv,1.3341831,1063.50833214286,0.3720375014111699
PY02_P1.csv,1.3380225,1072.74244642857,0.37526778809795
PY02_P1.csv,1.3418618,1071.30215357143,0.3747639434738171
PY02_P1.csv,1.3457012,1078.76433928571,0.3773743724138641
PY02_P1.csv,1.3495406,1082.619575,0.3787230146568502
PY02_P1.csv,1.35338,1087.1285,0.38030033111065775
PY02_P1.csv,1.3572193,1095.20380357143,0.38312524152560307
PY02_P1.csv,1.3610587,1099.67198571429,0.3846883052741778
PY02_P1.csv,1.3648981,1107.16133571429,0.3873082368506231
PY02_P1.csv,1.3687375,1109.85313571429,0.3882498848998497
PY02_P1.csv,1.3725769,1120.13726428571,0.39184748858781815
PY02_P1.csv,1.3764162,1121.95569285714,0.3924836130090029
PY02_P1.csv,1.3802556,1125.84190357143,0.39384309095609954
PY02_P1.csv,1.384095,1130.01702857143,0.39530363717481093
PY02_P1.csv,1.3879344,1130.45161428571,0.39545566436482266
PY02_P1.csv,1.3917737,1136.69035357143,0.397638106105677
PY02_P1.csv,1.3956131,1138.15803928571,0.3981515333252808
PY02_P1.csv,1.3994525,1150.49269285714,0.4024664536289524
PY02_P1.csv,1.4032919,1149.54408571429,0.40213461097141956
PY02_P1.csv,1.4071312,1157.12518214286,0.4047866373712122
PY02_P1.csv,1.4109706,1165.8831,0.4078503405681298
PY02_P1.csv,1.41481,1163.92870714286,0.40716665299054294
PY02_P1.csv,1.4186494,1179.80088214286,0.4127190724220511
PY02_P1.csv,1.4224888,1181.71761785714,0.4133895867419244
PY02_P1.csv,1.4263281,1194.72543214286,0.41793999277017696
PY02_P1.csv,1.4301675,1199.43047142857,0.4195859141108871
PY02_P1.csv,1.4340069,1209.09171071429,0.4229656180734808
PY02_P1.csv,1.4378463,1220.00610714286,0.4267837026657421
PY02_P1.csv,1.4416856,1218.05933928571,0.42610268247294086
PY02_P1.csv,1.445525,1231.88446785714,0.43093900216593234
PY02_P1.csv,1.4493644,1231.005775,0.4306316169906611
PY02_P1.csv,1.4532038,1240.68922857143,0.43401909197591765
PY02_P1.csv,1.4570432,1246.97482142857,0.4362179240779159
PY02_P1.csv,1.4608825,1257.54769642857,0.4399165373175573
PY02_P1.csv,1.4647219,1267.99711071429,0.44357196141210714
PY02_P1.csv,1.4685613,1273.38818214286,0.44545787117284497
PY02_P1.csv,1.4724007,1289.28843928571,0.45102011432641004
PY02_P1.csv,1.47624,1288.96233928571,0.45090603771267473
PY02_P1.csv,1.4800794,1298.76630714286,0.4543356711205675
PY02_P1.csv,1.4839188,1305.54827142857,0.4567081443502144
PY02_P1.csv,1.4877582,1308.93317142857,0.45789225330401007
PY02_P1.csv,1.4915975,1319.49203214286,0.46158596405282754
PY02_P1.csv,1.4954369,1324.42165714286,0.46331045018280337
PY02_P1.csv,1.4992763,1340.59388928571,0.46896783589086294
PY02_P1.csv,1.5031157,1347.03795714286,0.4712221058688588
PY02_P1.csv,1.5069551,1363.83407142857,0.477097738624534
PY02_P1.csv,1.5107944,1371.74385714286,0.4798647474244677
PY02_P1.csv,1.5146338,1381.29921785714,0.4832074128439858
PY02_P1.csv,1.5184731,1391.84368928571,0.4868960899191172
PY02_P1.csv,1.5223125,1397.149025,0.4887520075303266
PY02_P1.csv,1.5261518,1416.89753214286,0.49566044917763036
PY02_P1.csv,1.5299912,1422.78945357143,0.4977215667641559
PY02_P1.csv,1.5338306,1443.88286071429,0.505100482615117
PY02_P1.csv,1.53767,1454.64461071429,0.5088651682878136
PY02_P1.csv,1.5415094,1467.8901678571401,0.5134987417496178
PY02_P1.csv,1.5453487,1482.64229642857,0.518659345468775
PY02_P1.csv,1.5491881,1486.11453571429,0.5198740075349932
PY02_P1.csv,1.5530275,1507.53713571429,0.527368081945931
PY02_P1.csv,1.5568669,1512.87652857143,0.5292359134594092
PY02_P1.csv,1.5607062,1532.99781428571,0.5362747608629248
PY02_P1.csv,1.5645456,1549.5488,0.5420646425074152
PY02_P1.csv,1.568385,1560.82826071429,0.5460104342370903
PY02_P1.csv,1.5722244,1579.92749285714,0.5526917458832159
PY02_P1.csv,1.5760637,1588.30712142857,0.5556231155605809
PY02_P1.csv,1.5799031,1609.55684285714,0.5630567134243977
PY02_P1.csv,1.5837425,1613.98735,0.564606597668457
PY02_P1.csv,1.5875819,1637.68895357143,0.5728979152873661
PY02_P1.csv,1.5914213,1654.72043928571,0.578855885901187
PY02_P1.csv,1.5952606,1666.2354,0.5828840604659884
PY02_P1.csv,1.5991,1694.74357142857,0.5928568162475216
PY02_P1.csv,1.6029394,1705.63251785714,0.596665997896454
PY02_P1.csv,1.6067787,1733.38133571429,0.606373115885729
PY02_P1.csv,1.6106182,1744.04425,0.6101032267543706
PY02_P1.csv,1.6144575,1774.74554642857,0.620843183619922
PY02_P1.csv,1.618297,1784.14274285714,0.6241305198578158
PY02_P1.csv,1.6221363,1804.09827857143,0.6311113844378862
PY02_P1.csv,1.6259756,1833.57451785714,0.6414227906426287
PY02_P1.csv,1.6298151,1838.35389285714,0.643094716173973
PY02_P1.csv,1.6336544,1875.35293214286,0.656037755466141
PY02_P1.csv,1.6374937,1887.39411428571,0.6602500133141226
PY02_P1.csv,1.6413332,1915.69816785714,0.6701513643917447
PY02_P1.csv,1.6451725,1928.912175,0.6747739010023921
PY02_P1.csv,1.649012,1955.30825357143,0.6840078024415851
PY02_P1.csv,1.6528513,1981.19836785714,0.693064706970671
PY02_P1.csv,1.6566906,1986.66724642857,0.6949778353005039
PY02_P1.csv,1.6605301,2031.38487142857,0.7106209976258245
PY02_P1.csv,1.6643694,2037.341925,0.7127048998008284
PY02_P1.csv,1.6682089,2071.10158928571,0.7245147378338117
PY02_P1.csv,1.6720482,2095.47513214286,0.733041113895992
PY02_P1.csv,1.6758875,2123.90111071429,0.7429851168936683
PY02_P1.csv,1.679727,2155.52833928571,0.7540489842265765
PY02_P1.csv,1.6835663,2175.23735357143,0.7609436104448424
PY02_P1.csv,1.6874056,2227.83033571429,0.779341737734327
PY02_P1.csv,1.6912451,2231.65196071429,0.7806786222451101
PY02_P1.csv,1.6950844,2281.93887142857,0.7982700374229595
PY02_P1.csv,1.6989239,2305.64200357143,0.8065618897681877
PY02_P1.csv,1.7027632,2324.993825,0.8133315624397067
PY02_P1.csv,1.7066025,2364.35807142857,0.8271020007556065
PY02_P1.csv,1.710442,2384.65524642857,0.8342023779171941
PY02_P1.csv,1.7142813,2431.83759285714,0.8507077514488078
PY02_P1.csv,1.7181208,2429.49856428571,0.8498895102379554
PY02_P1.csv,1.7219601,2479.61157142857,0.8674200903022078
PY02_P1.csv,1.7257994,2487.15251785714,0.870058071390619
PY02_P1.csv,1.7296389,2509.60438928571,0.8779122065166313
PY02_P1.csv,1.7334782,2554.26175714286,0.8935342896306372
PY02_P1.csv,1.7373175,2555.112075,0.8938317486362835
PY02_P1.csv,1.741157,2600.44268928571,0.9096893474595182
PY02_P1.csv,1.7449963,2600.43263571429,0.9096858305095533
PY02_P1.csv,1.7488358,2642.05990357143,0.9242479211449312
PY02_P1.csv,1.7526751,2645.04416785714,0.9252918793301662
PY02_P1.csv,1.7565144,2682.83595714286,0.9385122391851636
PY02_P1.csv,1.7603539,2715.448,0.9499206151929357
PY02_P1.csv,1.7641932,2710.78884285714,0.9482907443872984
PY02_P1.csv,1.7680326,2761.7922,0.9661327875396808
PY02_P1.csv,1.7718719,2747.62203571429,0.9611757671232831
PY02_P1.csv,1.7757113,2782.48168214286,0.9733704019610098
PY02_P1.csv,1.7795507,2783.18591071429,0.9736167558730748
PY02_P1.csv,1.78339,2804.05212857143,0.9809161961509237
PY02_P1.csv,1.7872295,2815.07151428571,0.9847710081954766
PY02_P1.csv,1.7910688,2811.51650357143,0.9835273909489942
PY02_P1.csv,1.7949081,2848.55161785714,0.9964830500321445
PY02_P1.csv,1.7987476,2820.79293214286,0.9867724800596552
PY02_P1.csv,1.8025869,2858.60518928571,1
PY02_P1.csv,1.8064262,2845.87094285714,0.9955452937410528
PY02_P1.csv,1.8102657,2847.32935357143,0.9960554763712938
