w Int P
1450 0 6.72
1450.3519 7.81940672776763e-05 6.72
1450.7039 0.000544282192504152 6.72
1451.0557 0.000935358428300753 6.72
1451.4076 0.00041336857071381 6.72
1451.7595 0 6.72
1452.1115 0.00154192705452048 6.72
1452.4634 0.00226582972479319 6.72
1452.8153 0.00172339751264723 6.72
1453.1671 0.000173909924962473 6.72
1453.519 0.00150379583154225 6.72
1453.871 0.00143926934696 6.72
1454.2229 0.00173581750700789 6.72
1454.5748 0.000880362843846732 6.72
1454.9266 6.22503817111565e-05 6.72
1455.2786 0 6.72
1455.6305 0.000883597201416995 6.72
1455.9824 0.000508065739846849 6.72
1456.3344 0.00127454692847997 6.72
1456.6862 0.00127631012111976 6.72
1457.0381 0.00116142914962589 6.72
1457.39 0.00121556825172386 6.72
1457.7419 0.00161856222887876 6.72
1458.0939 0.00120672072542915 6.72
1458.4458 0.000771425367315015 6.72
1458.7976 0.00131629391457546 6.72
1459.1495 0.0017189121404025 6.72
1459.5015 0.00224616066464762 6.72
1459.8534 0.00213815982953638 6.72
1460.2053 0.00225969770645229 6.72
1460.5571 0.000993956652627229 6.72
1460.9091 0.00270779439816809 6.72
1461.261 0.00187991232510858 6.72
1461.6129 0.00234851485954808 6.72
1461.9648 0.00259624579664081 6.72
1462.3168 0.00260370606375161 6.72
1462.6686 0.00135703654930607 6.72
1463.0205 0.0024269988511276 6.72
1463.3724 0.00156428635756734 6.72
1463.7244 0.00221463123276999 6.72
1464.0763 0.0014494747973244 6.72
1464.4281 0.0017978459152703 6.72
1464.78 0.00234479260156961 6.72
1465.132 0.0021015468318502 6.72
1465.4839 0.0013512682054467 6.72
1465.8358 0.00210530678091402 6.72
1466.1877 0.00298782315739081 6.72
1466.5396 0.00360859094292799 6.72
1466.8915 0.00254274814532022 6.72
1467.2434 0.00195947586771986 6.72
1467.5953 0.00208702684562681 6.72
1467.9473 0.00239249030809017 6.72
1468.2991 0.00251163260087989 6.72
1468.651 0.00276061280316324 6.72
1469.0029 0.00292365824486587 6.72
1469.3549 0.00223824062161048 6.72
1469.7068 0.00251371885072468 6.72
1470.0586 0.00314689003977852 6.72
1470.4105 0.00298625594539115 6.72
1470.7625 0.00378095411520555 6.72
1471.1144 0.00377284806630138 6.72
1471.4663 0.00307160066920345 6.72
1471.8182 0.0031044137239547 6.72
1472.17 0.0028374326565364 6.72
1472.522 0.00293169687910992 6.72
1472.8739 0.00249171542684942 6.72
1473.2258 0.00303735130248198 6.72
1473.5778 0.00215285565889597 6.72
1473.9296 0.00298718013854526 6.72
1474.2815 0.00412650527169446 6.72
1474.6334 0.00439483666736285 6.72
1474.9854 0.00396181812140345 6.72
1475.3373 0.00462614066861709 6.72
1475.6892 0.00395219678826546 6.72
1476.041 0.00443547235062156 6.72
1476.3929 0.00378805780971141 6.72
1476.7449 0.00508747207348295 6.72
1477.0968 0.00422729050265981 6.72
1477.4487 0.00349157871868224 6.72
1477.8005 0.00396074848981067 6.72
1478.1525 0.00502719801005128 6.72
1478.5044 0.00395840642831592 6.72
1478.8563 0.00383075315091025 6.72
1479.2083 0.00506768903871751 6.72
1479.5601 0.00433142047668087 6.72
1479.912 0.00411972307253091 6.72
1480.2639 0.00476492765132164 6.72
1480.6158 0.00446077814459384 6.72
1480.9678 0.00512579891648712 6.72
1481.3197 0.00603097482562645 6.72
1481.6715 0.00554840535410058 6.72
1482.0234 0.00621178636350417 6.72
1482.3754 0.00580925334338078 6.72
1482.7273 0.00588841877960877 6.72
1483.0792 0.00493071894175278 6.72
1483.431 0.00646378432817717 6.72
1483.783 0.00550359530718513 6.72
1484.1349 0.00495023952970301 6.72
1484.4868 0.00525246844602366 6.72
1484.8387 0.0046679177501124 6.72
1485.1907 0.00454141403087785 6.72
1485.5425 0.00567083395206955 6.72
1485.8944 0.00557063643548267 6.72
1486.2463 0.0057298034324448 6.72
1486.5983 0.00494632551006868 6.72
1486.9502 0.00404597417875544 6.72
1487.302 0.00568677654073829 6.72
1487.6539 0.00653192941448682 6.72
1488.0059 0.00640724506590588 6.72
1488.3578 0.00742768161512253 6.72
1488.7097 0.00637963517781897 6.72
1489.0615 0.00632721675657299 6.72
1489.4135 0.00742441634022238 6.72
1489.7654 0.00702742710239174 6.72
1490.1173 0.00572875452940242 6.72
1490.4692 0.00604680279257521 6.72
1490.8212 0.00676910944578992 6.72
1491.173 0.0068424197942869 6.72
1491.5249 0.00722392900155143 6.72
1491.8768 0.00701064221247441 6.72
1492.2288 0.0070496072848853 6.72
1492.5807 0.00728266772401339 6.72
1492.9325 0.00680060249349359 6.72
1493.2844 0.00696539820215732 6.72
1493.6364 0.00673063707018033 6.72
1493.9883 0.00659345072244788 6.72
1494.3402 0.00792555680195038 6.72
1494.6921 0.00712153385846508 6.72
1495.0439 0.00555928181714696 6.72
1495.3959 0.00627965788595299 6.72
1495.7478 0.00730950441454418 6.72
1496.0997 0.00733252849935745 6.72
1496.4517 0.00880428413294067 6.72
1496.8035 0.0083764782579607 6.72
1497.1554 0.00778354442035535 6.72
1497.5073 0.00760358180723204 6.72
1497.8593 0.00766618898043296 6.72
1498.2112 0.00800426219799247 6.72
1498.5631 0.00745647466648104 6.72
1498.9149 0.00732676916392118 6.72
1499.2668 0.00849711753601351 6.72
1499.6188 0.00874353945146834 6.72
1499.9707 0.00719720248386317 6.72
1500.3226 0.00659412659964107 6.72
1500.6744 0.00761971930262545 6.72
1501.0264 0.00762204646107915 6.72
1501.3783 0.00709705127088925 6.72
1501.7302 0.00858015539693363 6.72
1502.0822 0.0087512780419786 6.72
1502.434 0.00763510221282162 6.72
1502.7859 0.00845538963447419 6.72
1503.1378 0.00890498217501029 6.72
1503.4897 0.00845540934618248 6.72
1503.8417 0.00925271618038804 6.72
1504.1936 0.00907323189438611 6.72
1504.5454 0.00877463480791263 6.72
1504.8973 0.00963607131894716 6.72
1505.2493 0.00857130249734689 6.72
1505.6012 0.0094119118033148 6.72
1505.9531 0.00909328291352188 6.72
1506.3049 0.0106251918928424 6.72
1506.6569 0.0088474208899313 6.72
1507.0088 0.00922726297061471 6.72
1507.3607 0.00866549813755383 6.72
1507.7126 0.00888550985600017 6.72
1508.0646 0.00954061964674841 6.72
1508.4164 0.00929147273071615 6.72
1508.7683 0.0110549553712949 6.72
1509.1202 0.0105803238159812 6.72
1509.4722 0.00983350432272099 6.72
1509.8241 0.00991528922079208 6.72
1510.1759 0.0106377445400216 6.72
1510.5278 0.011017292930012 6.72
1510.8798 0.0115689231805057 6.72
1511.2317 0.0102627107468196 6.72
1511.5836 0.0085938011046765 6.72
1511.9354 0.00919774791028211 6.72
1512.2874 0.0089564100503223 6.72
1512.6393 0.0100654979990303 6.72
1512.9912 0.01007319294131 6.72
1513.3431 0.00940735794737292 6.72
1513.6951 0.0113541777123678 6.72
1514.0469 0.0127690109999382 6.72
1514.3988 0.0122358831689395 6.72
1514.7507 0.0114404647149133 6.72
1515.1027 0.0119003738503262 6.72
1515.4546 0.0114580309953242 6.72
1515.8064 0.0105788603162179 6.72
1516.1583 0.0108634699504463 6.72
1516.5103 0.0115309881729756 6.72
1516.8622 0.0121058689472151 6.72
1517.2141 0.0122495523980808 6.72
1517.566 0.0116302976118566 6.72
1517.9178 0.0120200575226177 6.72
1518.2698 0.013807436713391 6.72
1518.6217 0.0138237901323894 6.72
1518.9736 0.0128228022299202 6.72
1519.3256 0.0134336478663988 6.72
1519.6774 0.014054673001754 6.72
1520.0293 0.0150783358296133 6.72
1520.3812 0.0132347061389939 6.72
1520.7332 0.0152020281057517 6.72
1521.0851 0.0159774456360803 6.72
1521.4369 0.0168814104415724 6.72
1521.7888 0.0164095916224917 6.72
1522.1407 0.0169915436480134 6.72
1522.4927 0.0168261442676188 6.72
1522.8446 0.0167629474593747 6.72
1523.1965 0.0179714626646204 6.72
1523.5483 0.0183452391072597 6.72
1523.9003 0.0188119895082282 6.72
1524.2522 0.0190547611756403 6.72
1524.6041 0.0198723265596562 6.72
1524.9561 0.0211212929684263 6.72
1525.3079 0.0207597165042181 6.72
1525.6598 0.0220305524426296 6.72
1526.0117 0.0237789866744254 6.72
1526.3636 0.0220526497043403 6.72
1526.7156 0.0237928224351875 6.72
1527.0675 0.0240382470365437 6.72
1527.4193 0.023540828909096 6.72
1527.7712 0.0245267848752551 6.72
1528.1232 0.0235787462269425 6.72
1528.4751 0.0254377053363903 6.72
1528.827 0.0257598199199676 6.72
1529.1788 0.0263128599788639 6.72
1529.5308 0.0266097502644788 6.72
1529.8827 0.0276330265435584 6.72
1530.2346 0.0283951200181805 6.72
1530.5865 0.0286356468953321 6.72
1530.9385 0.0287239628016263 6.72
1531.2903 0.0275593485232758 6.72
1531.6422 0.0264983699777716 6.72
1531.9941 0.0280604909369322 6.72
1532.3461 0.0298057449486672 6.72
1532.698 0.0302137035942288 6.72
1533.0498 0.0309468689060476 6.72
1533.4017 0.031134700978447 6.72
1533.7537 0.0318241920156948 6.72
1534.1056 0.0334011605510321 6.72
1534.4575 0.0340179321996026 6.72
1534.8093 0.0349285849468326 6.72
1535.1613 0.0351667230571512 6.72
1535.5132 0.0359617995082454 6.72
1535.8651 0.037355264267945 6.72
1536.217 0.0366967898970023 6.72
1536.569 0.0374600318500504 6.72
1536.9208 0.0364794504224832 6.72
1537.2727 0.0376330757009952 6.72
1537.6246 0.0381554614233435 6.72
1537.9766 0.0377502938249443 6.72
1538.3285 0.0381439782390278 6.72
1538.6803 0.0378072639876799 6.72
1539.0322 0.0399423009865503 6.72
1539.3842 0.0401544863413617 6.72
1539.7361 0.040085173856333 6.72
1540.088 0.0411401568530641 6.72
1540.4399 0.0406550128985318 6.72
1540.7917 0.0409508425355431 6.72
1541.1437 0.0421629853141825 6.72
1541.4956 0.041702772676203 6.72
1541.8475 0.0403227996090099 6.72
1542.1995 0.0430738492268424 6.72
1542.5513 0.0404548818757752 6.72
1542.9032 0.0424462382612903 6.72
1543.2551 0.0437009773583345 6.72
1543.6071 0.0419005630189388 6.72
1543.959 0.0432456411572142 6.72
1544.3108 0.0457708444527643 6.72
1544.6627 0.0450138865225845 6.72
1545.0146 0.0452080577790237 6.72
1545.3666 0.0450061068642876 6.72
1545.7185 0.04412793349928 6.72
1546.0704 0.0459117250672317 6.72
1546.4222 0.0472744422934744 6.72
1546.7742 0.0459658313752486 6.72
1547.1261 0.0460568329783044 6.72
1547.478 0.0470097519807316 6.72
1547.83 0.0480481108499788 6.72
1548.1818 0.0486084456674126 6.72
1548.5337 0.050371860284044 6.72
1548.8856 0.05041317093348 6.72
1549.2375 0.049891075938884 6.72
1549.5895 0.0516891640425013 6.72
1549.9414 0.0531832470176886 6.72
1550.2932 0.053432978013344 6.72
1550.6451 0.0533895718547793 6.72
1550.9971 0.0546056956539527 6.72
1551.349 0.0574160549660636 6.72
1551.7009 0.0592844640054581 6.72
1552.0527 0.0583022489234109 6.72
1552.4047 0.0597116050024291 6.72
1552.7566 0.0632307641275519 6.72
1553.1085 0.0638742648684248 6.72
1553.4604 0.0679838642977724 6.72
1553.8123 0.0671062448420498 6.72
1554.1642 0.0691859308629883 6.72
1554.5161 0.069755436665647 6.72
1554.868 0.0723713705794726 6.72
1555.22 0.0738795568159356 6.72
1555.5719 0.075472305827298 6.72
1555.9237 0.0801158676994164 6.72
1556.2756 0.0800558831331274 6.72
1556.6276 0.0836717794990454 6.72
1556.9795 0.0886973516114625 6.72
1557.3314 0.0888375949941368 6.72
1557.6832 0.0910497110539601 6.72
1558.0352 0.095903556880865 6.72
1558.3871 0.0996255526193423 6.72
1558.739 0.0987686621118735 6.72
1559.0909 0.105830957585645 6.72
1559.4429 0.102616439835167 6.72
1559.7947 0.112297261383418 6.72
1560.1466 0.118146473928044 6.72
1560.4985 0.113760015150047 6.72
1560.8505 0.121778173042911 6.72
1561.2024 0.123103663523603 6.72
1561.5542 0.12594383497101 6.72
1561.9061 0.129808551429364 6.72
1562.2581 0.132801413222855 6.72
1562.61 0.134750748084871 6.72
1562.9619 0.140376885272207 6.72
1563.3138 0.142704994748633 6.72
1563.6656 0.144759727148831 6.72
1564.0176 0.14917967736912 6.72
1564.3695 0.149157807808215 6.72
1564.7214 0.153183902983416 6.72
1565.0734 0.157563935023845 6.72
1565.4252 0.158793709702697 6.72
1565.7771 0.161190393796458 6.72
1566.129 0.165752679638051 6.72
1566.481 0.168770969430885 6.72
1566.8329 0.169705225037616 6.72
1567.1847 0.172303080068358 6.72
1567.5366 0.177052140233784 6.72
1567.8885 0.179680807582695 6.72
1568.2405 0.178934392993882 6.72
1568.5924 0.181461974597636 6.72
1568.9443 0.183248321922464 6.72
1569.2961 0.186524807605724 6.72
1569.6481 0.191143517321511 6.72
1570 0.19364195660245 6.72
1570.3519 0.193363831114413 6.72
1570.7039 0.193815976881874 6.72
1571.0557 0.198415387972968 6.72
1571.4076 0.20381322383627 6.72
1571.7595 0.205163721215679 6.72
1572.1115 0.205830131619638 6.72
1572.4634 0.210058301108086 6.72
1572.8153 0.216276797306858 6.72
1573.1671 0.218899324515306 6.72
1573.519 0.217952210499342 6.72
1573.871 0.222084030714341 6.72
1574.2229 0.22646435789567 6.72
1574.5748 0.225709460119322 6.72
1574.9266 0.227454510800138 6.72
1575.2786 0.232555305150595 6.72
1575.6305 0.233366437412739 6.72
1575.9824 0.237140401287452 6.72
1576.3344 0.23856977044366 6.72
1576.6862 0.239375874702892 6.72
1577.0381 0.240834378994159 6.72
1577.39 0.243682547743763 6.72
1577.7419 0.244937865584232 6.72
1578.0939 0.247978808431257 6.72
1578.4458 0.241431358417413 6.72
1578.7976 0.248159530350284 6.72
1579.1495 0.251101496564979 6.72
1579.5015 0.252056684821345 6.72
1579.8534 0.250463246129098 6.72
1580.2053 0.249873635747203 6.72
1580.5571 0.250272006625894 6.72
1580.9091 0.251667871288701 6.72
1581.261 0.250301297859378 6.72
1581.6129 0.243428045530389 6.72
1581.9648 0.24396099224049 6.72
1582.3168 0.240920281074054 6.72
1582.6686 0.241620851037925 6.72
1583.0205 0.240878456710936 6.72
1583.3724 0.239941146781343 6.72
1583.7244 0.236444599585927 6.72
1584.0763 0.238961070611624 6.72
1584.4281 0.233185868768401 6.72
1584.78 0.229034643278591 6.72
1585.132 0.220683864015049 6.72
1585.4839 0.225420539503088 6.72
1585.8358 0.22077711216613 6.72
1586.1877 0.215556291086139 6.72
1586.5396 0.211118458031763 6.72
1586.8915 0.205404560511017 6.72
1587.2434 0.202576929871061 6.72
1587.5953 0.200246338336726 6.72
1587.9473 0.193742743963006 6.72
1588.2991 0.186754038090012 6.72
1588.651 0.182056385949361 6.72
1589.0029 0.17871369525648 6.72
1589.3549 0.175914566279975 6.72
1589.7068 0.167742715202396 6.72
1590.0586 0.163595196848301 6.72
1590.4105 0.16038295017243 6.72
1590.7625 0.156669698116375 6.72
1591.1144 0.155542104691065 6.72
1591.4663 0.147792207238245 6.72
1591.8182 0.144157229521074 6.72
1592.17 0.138089017224281 6.72
1592.522 0.136591337523683 6.72
1592.8739 0.133967238852987 6.72
1593.2258 0.127154020356842 6.72
1593.5778 0.125206378441125 6.72
1593.9296 0.121505755825794 6.72
1594.2815 0.11914554688076 6.72
1594.6334 0.115411621313918 6.72
1594.9854 0.111997728613181 6.72
1595.3373 0.110994413859816 6.72
1595.6892 0.10889154058711 6.72
1596.041 0.104766081427349 6.72
1596.3929 0.102082899099582 6.72
1596.7449 0.101481472695556 6.72
1597.0968 0.101156605038027 6.72
1597.4487 0.0990338860486358 6.72
1597.8005 0.0987325712435064 6.72
1598.1525 0.0983289865515631 6.72
1598.5044 0.0946580101295903 6.72
1598.8563 0.0953213576668928 6.72
1599.2083 0.0961905334210237 6.72
1599.5601 0.0972118740874301 6.72
1599.912 0.099515840461296 6.72
1600.2639 0.0992904065387751 6.72
1600.6158 0.0965951202673723 6.72
1600.9678 0.0987429194839863 6.72
1601.3197 0.103241273612582 6.72
1601.6715 0.105376349852741 6.72
1602.0234 0.105772309289951 6.72
1602.3754 0.108281585602951 6.72
1602.7273 0.111413284643314 6.72
1603.0792 0.110693424598545 6.72
1603.431 0.112549764616611 6.72
1603.783 0.116724915006286 6.72
1604.1349 0.11983108887024 6.72
1604.4868 0.12599066337372 6.72
1604.8387 0.131893182938623 6.72
1605.1907 0.134548343624922 6.72
1605.5425 0.137926390141224 6.72
1605.8944 0.141891760446658 6.72
1606.2463 0.147140569878144 6.72
1606.5983 0.155803918714836 6.72
1606.9502 0.16293831957273 6.72
1607.302 0.16782484570863 6.72
1607.6539 0.173749942745561 6.72
1608.0059 0.179321905506766 6.72
1608.3578 0.188070579418465 6.72
1608.7097 0.198155157275243 6.72
1609.0615 0.203966809094231 6.72
1609.4135 0.213012916805103 6.72
1609.7654 0.224434014061721 6.72
1610.1173 0.234313138002791 6.72
1610.4692 0.244371348481907 6.72
1610.8212 0.251604985110978 6.72
1611.173 0.262334692736569 6.72
1611.5249 0.279764593598341 6.72
1611.8768 0.290688187458904 6.72
1612.2288 0.30286856872441 6.72
1612.5807 0.315164291981344 6.72
1612.9325 0.332373528927308 6.72
1613.2844 0.343427059324639 6.72
1613.6364 0.359758024309585 6.72
1613.9883 0.375825826607847 6.72
1614.3402 0.39068252191067 6.72
1614.6921 0.411551184472069 6.72
1615.0439 0.425270026303181 6.72
1615.3959 0.439442677820362 6.72
1615.7478 0.457864259859042 6.72
1616.0997 0.477495426452436 6.72
1616.4517 0.498582884970456 6.72
1616.8035 0.51804625197279 6.72
1617.1554 0.537517357138475 6.72
1617.5073 0.560418132549245 6.72
1617.8593 0.584883638694576 6.72
1618.2112 0.607065498159603 6.72
