w Int P
1500 0 22.87
1500.3491 0 22.87
1500.6984 0 22.87
1501.0475 0 22.87
1501.3967 0.0544201255392086 22.87
1501.7458 0.0519493769328864 22.87
1502.0951 0.0257240479091393 22.87
1502.4442 0 22.87
1502.7935 0.0362864655176137 22.87
1503.1426 0.00354750280729985 22.87
1503.4917 0.0242554372703229 22.87
1503.8409 0.0590666909161806 22.87
1504.1901 0.0565320375840986 22.87
1504.5393 0.0218141008537052 22.87
1504.8884 0.0424527980164532 22.87
1505.2377 0.0242236329156186 22.87
1505.5868 0.0255949958597306 22.87
1505.936 0.0432404071603959 22.87
1506.2852 0.042577831934662 22.87
1506.6343 0.0456911035218557 22.87
1506.9835 0.0320507705319346 22.87
1507.3326 0.0398958001845706 22.87
1507.6819 0.0349129117086651 22.87
1508.031 0.0452200598240609 22.87
1508.3802 0.0266971407981165 22.87
1508.7294 0.00597507150050985 22.87
1509.0786 0.0486450717352577 22.87
1509.4277 0.0777464116502318 22.87
1509.7769 0.0429768077843722 22.87
1510.1261 0.00981314202253708 22.87
1510.4752 0.0459328654894299 22.87
1510.8245 0.0538137582454315 22.87
1511.1736 0.0342081807210815 22.87
1511.5228 0.0710107892690594 22.87
1511.8719 0.0690820495718583 22.87
1512.2212 0.0449972201389127 22.87
1512.5703 0 22.87
1512.9196 0.0312728347784034 22.87
1513.2687 0.0689725941503581 22.87
1513.6178 0.0343454587089133 22.87
1513.967 0.06890349714586 22.87
1514.3162 0.0760517446081515 22.87
1514.6654 0.0633077275719296 22.87
1515.0145 0.0426137328228778 22.87
1515.3638 0.0476873234209444 22.87
1515.7129 0.0791627788746949 22.87
1516.0621 0.0718433937189631 22.87
1516.4113 0.0808827501549477 22.87
1516.7604 0.076549959324747 22.87
1517.1096 0.0477403428288947 22.87
1517.4587 0.0465500657033959 22.87
1517.808 0.0412903126767081 22.87
1518.1571 0.0518082341385653 22.87
1518.5063 0.0694367719008783 22.87
1518.8555 0.0644209981154141 22.87
1519.2047 0.051149375322667 22.87
1519.5538 0.0475929270239395 22.87
1519.903 0.0630724792131628 22.87
1520.2522 0.0670997478995902 22.87
1520.6013 0.0610136132121566 22.87
1520.9506 0.0791644980187477 22.87
1521.2997 0.0508001873081375 22.87
