time    temperature
-3700.603781340291      0.5795232722668198
-3686.372179592181      0.5493534536576821
-3672.515428065988      0.5645534427648604
-3647.5054526251915     0.5462058428457528
-3622.936460037712      0.5648254906179506
-3601.8950013140857     0.5725029259508165
-3578.285316365247      0.5927977492750376
-3557.2635615627623     0.5878717807725131
-3540.12216525443       0.5879658383991657
-3522.791709427991      0.5880609334261129
-3503.317773440267      0.58060581264691
-3475.9571036114794     0.5639515507987491
-3447.494294199045      0.5733501477175587
-3423.7965446136986     0.5886041359800389
-3406.6551483053627     0.5886981936066915
-3390.5220694269337     0.5887867184317761
-3374.0738913516616     0.5888769722573519
-3357.2475942401725     0.5889693008835142
-3340.6103566467937     0.5890605921093837
-3323.378931996507      0.5891551437361766
-3306.7493075380844     0.6043703480476665
-3282.002820415564      0.5935832797554097
-3255.199922421365      0.6091903943575092
-3237.5184382348198     0.6123122065061288
-3221.0324482559226     0.6124026678117618
-3202.101631704805      0.6074652259913202
-3183.4721091991414     0.6201707449249811
-3171.8508399519233     0.6051105578574179
-3155.8764848670726     0.6152808483126782
-3136.217622205928      0.605306083112823
-3122.032551213615      0.5978219414720618
-3104.9788509693863     0.6004361770395183
-3084.872247354251      0.590463868667026
-3068.2350097608687     0.5905551598928946
-3051.59777216749       0.5906464511187641
-3036.022869009179      0.5907319131429807
-3013.382416702687      0.5715310915509866
