time    temperature
-17940.46083234277      -4.117468951326766
-17921.27683192539      -4.118876081085501
-17904.204757440362     -4.118782403838956
-17887.567519846983     -4.118691112613087
-17871.982713571062     -4.118605596248854
-17850.976648271575     -4.151979089745808
-17827.582166104596     -4.131973522604887
-17808.967865035112     -4.133383778396507
-17790.674702916203     -4.137820587301753
-17770.845542885105     -4.115529981017326
-17748.6184878349       -4.102804721838072
-17734.972591950227     -4.102729844590187
-17716.812956967868     -4.108031612172534
-17694.07237783828      -4.128216141732167
-17674.12748687711      -4.088784418238511
-17657.083877057787     -4.094740479126263
-17640.069535512856     -4.114092203489907
-17616.865799838015     -4.117205728292178
-17600.228562244632     -4.117114437066309
-17584.095483366204     -4.117025912241224
-17566.95408705787      -4.116931854614571
-17547.528665671958     -4.097164122853044
-17521.458264450648     -4.11668221164383
-17499.823964462914     -4.101439545864559
-17483.37578638764      -4.101349292038984
-17469.618323836876     -4.09875314346332
-17449.817268760926     -4.128892401577131
-17427.12379439334      -4.105577814677208
-17402.34373754641      -4.095503243570977
-17379.88580977647      -4.096244239264379
-17356.145867368545     -4.112534268191297
-17325.251190842395     -4.123167568981568
-17300.70745882468      -4.130594870966222
-17284.603189015677     -4.130506504221182
-17267.768486036446     -4.134951315928696
-17242.159532634545     -4.12271163155237
-17217.856773256306     -4.134677442251089
-17200.26865027302      -4.114919792044418
-17179.503860929974     -4.094640579124621
-17159.179715004517     -4.11469433038053
-17138.646977237462     -4.124664300485692
-17117.892717383715     -4.114467781916334
-17096.4281077292       -4.094184728968782
-17076.118177017113     -4.099114603365747
-17059.581360299122     -4.114147818025666
-17039.204071469172     -4.124118641104404
-17017.791593662605     -4.129042465646322
-17001.34341558733      -4.128952211820746
-16983.881929249237     -4.1137324429479625
-16967.19427578436      -4.113640875082015
-16947.81417792856      -4.108997346878192
-16934.6054056957       -4.128586009516976
-16917.088609327926     -4.123088479559157
-16898.565670711665     -4.113264298775306
-16881.928433118283     -4.113173007549437
-16865.51806694663      -4.11308296120392
-16851.845694270385     -4.115528597816934
-16833.244296054814     -4.128029824639372
-16811.49517669915      -4.117323715285611
-16793.050580866904     -4.1020985519313
-16773.80161503122      -4.0823317884100465
-16757.668536152793     -4.082243263584962
-16732.78000431297      -4.093029552454776
-16706.24206328731      -4.0864982646306895
-16685.631107607765     -4.0682364231358825
-16671.231962511058     -4.028835130050848
-16656.846037683623     -4.063325231824212
-16627.48280453901      -4.048040156132923
-16604.066601977156     -4.051152515094863
-16584.980470222305     -4.0555849728468765
-16560.830964631823     -4.047674426657858
-16537.36267959519      -4.055323686292836
-16519.04424670196      -4.03556202875703
-16503.001401599286     -4.02791202162927
-16486.27393023015      -4.035382212706076
-16469.402824381483     -4.027727660777027
-16444.663744960122     -4.030952792286479
-16419.770078617992     -4.009810703833283
-16400.51395885232      -3.9971017466586476
-16374.509452872231     -4.008722131711483
-16348.089766524168     -4.008913250485641
-16333.353021187297     -3.989171246251404
-16315.482960856294     -3.9815112128968013
-16291.481044777584     -3.9813795104834813
-16268.309344691272     -3.9888143410302686
-16252.52218007975      -3.9811657368629048
-16234.82780431801      -3.9886306223782086
-16218.406634745323     -3.9885405167526757
-16204.023175123495     -3.9859409332293723
-16179.368985321857     -3.97212207347737
-16157.086868834129     -3.9624933219717544
-16140.00238977286      -3.9351764579110515
-16122.636224718168     -3.9523656867819152
-16096.70349032589      -3.9374595289579988
-16076.366551111216     -3.9423892551549216
-16052.199034845973     -3.953599610211569
-16029.321888562405     -3.9219658403009285
-16018.155252371776     -3.9042599531503273
-15999.027265896955     -3.924950432713331
-15973.419794639498     -3.908335612385236
-15949.35775412957      -3.9038824500993554
-15934.97287097235      -3.8962415404781723
-15919.254804623823     -3.9015567053443156
-15900.251254839877     -3.9036129947590004
-15880.463416810708     -3.9156035795647393
-15862.878174734367     -3.8958459451660734
-15839.903636716936     -3.903281857573167
-15815.270845118615     -3.9081880117300773
-15796.959422754531     -3.8954842382635775
-15774.452276843942     -3.859711415726733
-15752.466282648906     -3.857430210024314
-15732.576747637915     -3.8482466999980085
-15714.552312264925     -3.849660192478545
-15698.190561397929     -3.849570412893105
