Title                                                           21.09.2015 09:32
________________________________________________________________________________

Title


Curve Name:
  |CJ Top2 avec CNT lav EtOH 25/800˚C 5˚C/min Air-CJ Blanc 25/800˚C 5˚C/min Air, 31.08.2015 14:40:49
  Performed 27.07.2015 21:28:55
Curve Values:
          Index              t           Tset          Tread           Mass
                           [s]           [˚C]           [˚C]           [mg]
           5358           5358        322.787          321.5        1.86606
           5361           5361         323.04         321.75        1.86558
           5364           5364        323.295            322        1.86489
           5367           5367        323.555         322.25        1.86401
           5370           5370        323.809          322.5        1.86353
           5373           5373        324.062         322.75        1.86369
           5376           5376        324.309            323         1.8636
           5379           5379        324.566         323.25        1.86258
           5382           5382        324.817          323.5        1.86106
           5385           5385        325.073         323.75         1.8599
           5388           5388        325.328            324        1.85896
           5391           5391        325.581         324.25        1.85871
           5394           5394         325.83          324.5        1.85872
           5397           5397        326.091         324.75        1.85815
           5400           5400        326.343            325        1.85745
           5403           5403          326.6         325.25        1.85674
           5406           5406        326.855          325.5        1.85641
           5409           5409        327.107         325.75        1.85627
           5412           5412        327.369            326        1.85607
           5415           5415        327.613         326.25        1.85532
           5418           5418        327.875          326.5        1.85456
           5421           5421        328.125         326.75        1.85384
           5424           5424        328.381            327        1.85332
           5427           5427         328.63         327.25        1.85304
           5430           5430        328.881          327.5        1.85267
           5433           5433        329.134         327.75        1.85176
           5436           5436        329.394            328         1.8508
           5439           5439        329.651         328.25        1.85015
           5442           5442        329.904          328.5        1.84997
           5445           5445        330.157         328.75        1.84973
           5448           5448        330.413            329        1.84906
           5451           5451        330.667         329.25        1.84821
           5454           5454         330.92          329.5        1.84765
           5457           5457        331.174         329.75        1.84722
           5460           5460        331.439            330        1.84692
           5463           5463        331.691         330.25        1.84633
           5466           5466        331.946          330.5        1.84573
           5469           5469        332.205         330.75        1.84523
           5472           5472        332.456            331        1.84475
           5475           5475        332.708         331.25        1.84429
           5478           5478        332.962          331.5        1.84375
           5481           5481        333.219         331.75        1.84339
           5484           5484        333.473            332        1.84312
           5487           5487        333.731         332.25        1.84316
           5490           5490        333.978          332.5        1.84267
           5493           5493        334.231         332.75        1.84195
           5496           5496        334.495            333        1.84109
           5499           5499        334.748         333.25         1.8404
           5502           5502        335.002          333.5        1.84002
           5505           5505        335.252         333.75        1.83994
           5508           5508        335.506            334         1.8399
           5511           5511        335.756         334.25        1.83949
           5514           5514        336.015          334.5        1.83872
           5517           5517        336.266         334.75        1.83822
           5520           5520        336.529            335        1.83801
           5523           5523        336.772         335.25        1.83774
           5526           5526        337.028          335.5        1.83694
           5529           5529        337.287         335.75        1.83606
           5532           5532        337.544            336        1.83587
           5535           5535        337.796         336.25        1.83636
           5538           5538        338.051          336.5        1.83645
           5541           5541        338.308         336.75        1.83612
           5544           5544        338.564            337        1.83537
           5547           5547        338.819         337.25         1.8346
           5550           5550        339.079          337.5        1.83383
           5553           5553        339.318         337.75        1.83351
           5556           5556        339.577            338         1.8334
           5559           5559        339.843         338.25        1.83299
           5562           5562        340.098          338.5        1.83232
           5565           5565        340.355         338.75        1.83214
           5568           5568        340.599            339        1.83224
           5571           5571        340.855         339.25        1.83216
           5574           5574        341.107          339.5        1.83141
           5577           5577        341.369         339.75        1.83039
           5580           5580        341.618            340        1.82976
           5583           5583        341.871         340.25        1.82939
           5586           5586        342.123          340.5        1.82884
           5589           5589        342.387         340.75        1.82794
           5592           5592        342.638            341        1.82758
           5595           5595        342.895         341.25         1.8279
           5598           5598        343.155          341.5         1.8284
           5601           5601        343.403         341.75        1.82806
           5604           5604        343.653            342        1.82723
           5607           5607        343.913         342.25        1.82646
           5610           5610        344.162          342.5        1.82577
           5613           5613        344.431         342.75        1.82492
           5616           5616        344.681            343        1.82436
           5619           5619        344.923         343.25        1.82405
           5622           5622        345.183          343.5        1.82402
           5625           5625        345.433         343.75        1.82401
           5628           5628        345.678            344        1.82392
           5631           5631        345.952         344.25        1.82371
           5634           5634        346.193          344.5        1.82332
           5637           5637        346.451         344.75        1.82276
           5640           5640        346.703            345        1.82209
           5643           5643        346.967         345.25        1.82164
           5646           5646        347.224          345.5         1.8214
           5649           5649        347.481         345.75        1.82117
           5652           5652        347.727            346        1.82078
           5655           5655        347.971         346.25        1.82028
           5658           5658         348.23          346.5        1.81988
           5661           5661        348.495         346.75        1.81964
           5664           5664        348.742            347        1.81972
           5667           5667        348.996         347.25        1.81988
           5670           5670         349.25          347.5        1.81963
           5673           5673        349.505         347.75        1.81906
           5676           5676        349.758            348        1.81841
           5679           5679        350.006         348.25        1.81797
           5682           5682         350.27          348.5        1.81758
           5685           5685        350.525         348.75        1.81702
           5688           5688         350.78            349        1.81657
           5691           5691        351.038         349.25        1.81618
           5694           5694        351.289          349.5        1.81621
           5697           5697        351.549         349.75        1.81653
           5700           5700        351.797            350        1.81665
           5703           5703        352.054         350.25        1.81641
           5706           5706        352.308          350.5        1.81558
           5709           5709         352.57         350.75        1.81479
           5712           5712        352.817            351        1.81426
           5715           5715        353.077         351.25        1.81418
           5718           5718        353.333          351.5        1.81429
           5721           5721        353.592         351.75        1.81418
           5724           5724        353.838            352        1.81383
           5727           5727        354.095         352.25        1.81294
           5730           5730        354.346          352.5        1.81223
           5733           5733        354.602         352.75        1.81232
           5736           5736        354.855            353        1.81257
           5739           5739        355.111         353.25        1.81247
           5742           5742        355.357          353.5        1.81165
           5745           5745        355.617         353.75        1.81077
           5748           5748        355.874            354        1.81028
           5751           5751        356.128         354.25         1.8104
           5754           5754        356.387          354.5        1.81079
           5757           5757        356.644         354.75        1.81093
           5760           5760        356.892            355        1.81096
           5763           5763        357.146         355.25        1.81033
           5766           5766        357.399          355.5        1.80951
           5769           5769        357.648         355.75        1.80914
           5772           5772        357.912            356        1.80868
           5775           5775        358.164         356.25        1.80833
           5778           5778        358.419          356.5         1.8081
           5781           5781         358.68         356.75        1.80781
           5784           5784        358.926            357        1.80745
           5787           5787        359.188         357.25        1.80735
           5790           5790        359.438          357.5         1.8077
           5793           5793        359.695         357.75        1.80798
           5796           5796        359.953            358        1.80772
           5799           5799        360.201         358.25        1.80689
           5802           5802        360.464          358.5         1.8062
           5805           5805        360.719         358.75        1.80608
           5808           5808        360.974            359         1.8061
           5811           5811        361.224         359.25        1.80646
           5814           5814        361.483          359.5        1.80637
           5817           5817         361.74         359.75        1.80557
           5820           5820        361.993            360        1.80482
           5823           5823        362.253         360.25        1.80455
           5826           5826        362.507          360.5        1.80485
           5829           5829        362.755         360.75        1.80496
           5832           5832        363.009            361        1.80509
           5835           5835        363.255         361.25        1.80477
           5838           5838        363.514          361.5        1.80398
           5841           5841        363.771         361.75        1.80329
           5844           5844        364.021            362        1.80281
           5847           5847        364.268         362.25        1.80281
           5850           5850        364.534          362.5        1.80293
           5853           5853        364.784         362.75        1.80296
           5856           5856        365.036            363        1.80268
           5859           5859        365.294         363.25         1.8023
           5862           5862         365.55          363.5        1.80212
           5865           5865        365.799         363.75        1.80194
           5868           5868        366.062            364         1.8017
           5871           5871         366.31         364.25        1.80147
           5874           5874        366.556          364.5        1.80106
           5877           5877        366.812         364.75        1.80061
           5880           5880        367.066            365        1.80055
           5883           5883        367.319         365.25        1.80053
           5886           5886        367.578          365.5        1.80027
           5889           5889        367.828         365.75        1.79975
           5892           5892        368.089            366        1.79932
           5895           5895        368.337         366.25         1.7992
           5898           5898        368.592          366.5         1.7992
           5901           5901        368.847         366.75        1.79907
           5904           5904          369.1            367        1.79883
           5907           5907        369.346         367.25        1.79842
           5910           5910        369.607          367.5        1.79837
           5913           5913        369.861         367.75         1.7987
           5916           5916        370.116            368        1.79896
           5919           5919        370.375         368.25        1.79897
           5922           5922        370.626          368.5        1.79854
           5925           5925        370.874         368.75         1.7978
           5928           5928        371.124            369        1.79726
           5931           5931        371.386         369.25        1.79717
           5934           5934        371.637          369.5         1.7975
           5937           5937        371.895         369.75        1.79776
           5940           5940        372.149            370        1.79763
           5943           5943        372.405         370.25        1.79726
           5946           5946        372.646          370.5        1.79697
           5949           5949        372.903         370.75        1.79654
           5952           5952        373.162            371        1.79633
           5955           5955        373.414         371.25        1.79651
           5958           5958         373.67          371.5        1.79662
           5961           5961        373.925         371.75        1.79608
           5964           5964        374.176            372         1.7956
           5967           5967        374.427         372.25         1.7956
           5970           5970        374.693          372.5        1.79583
           5973           5973        374.936         372.75        1.79559
           5976           5976        375.186            373         1.7953
           5979           5979        375.449         373.25        1.79508
           5982           5982          375.7          373.5        1.79491
           5985           5985        375.948         373.75        1.79511
           5988           5988        376.209            374        1.79544
           5991           5991        376.458         374.25        1.79496
           5994           5994        376.708          374.5        1.79397
           5997           5997        376.964         374.75         1.7937
           6000           6000        377.215            375        1.79377
           6003           6003         377.48         375.25        1.79395
           6006           6006        377.725          375.5        1.79397
           6009           6009        377.976         375.75        1.79395
           6012           6012        378.235            376        1.79362
           6015           6015        378.489         376.25        1.79308
           6018           6018        378.737          376.5        1.79251
           6021           6021        379.003         376.75        1.79275
           6024           6024         379.25            377        1.79333
           6027           6027        379.518         377.25        1.79373
           6030           6030        379.764          377.5        1.79347
           6033           6033        380.026         377.75        1.79317
           6036           6036        380.271            378         1.7927
           6039           6039        380.529         378.25        1.79233
           6042           6042        380.784          378.5        1.79212
           6045           6045         381.03         378.75        1.79197
           6048           6048        381.289            379        1.79179
           6051           6051        381.544         379.25        1.79139
           6054           6054        381.796          379.5        1.79117
           6057           6057        382.051         379.75         1.7914
           6060           6060        382.302            380        1.79157
           6063           6063        382.556         380.25        1.79147
           6066           6066        382.808          380.5        1.79109
           6069           6069        383.066         380.75        1.79068
           6072           6072        383.326            381         1.7903
           6075           6075        383.578         381.25        1.78976
           6078           6078        383.827          381.5        1.78953
           6081           6081        384.081         381.75        1.78974
           6084           6084        384.332            382        1.78981
           6087           6087        384.591         382.25        1.78947
           6090           6090        384.847          382.5        1.78935
           6093           6093        385.108         382.75        1.78967
           6096           6096        385.354            383        1.78973
           6099           6099        385.612         383.25        1.78956
           6102           6102         385.87          383.5        1.78914
           6105           6105        386.126         383.75        1.78872
           6108           6108        386.376            384        1.78831
           6111           6111        386.628         384.25        1.78807
           6114           6114        386.883          384.5        1.78837
           6117           6117        387.145         384.75        1.78873
           6120           6120        387.392            385        1.78824
           6123           6123        387.641         385.25        1.78758
           6126           6126        387.892          385.5        1.78741
           6129           6129        388.155         385.75        1.78749
           6132           6132        388.411            386        1.78731
           6135           6135        388.661         386.25        1.78671
           6138           6138        388.921          386.5        1.78625
           6141           6141        389.167         386.75        1.78587
           6144           6144        389.432            387        1.78577
           6147           6147         389.68         387.25        1.78596
           6150           6150        389.934          387.5        1.78643
           6153           6153        390.187         387.75        1.78643
           6156           6156        390.444            388        1.78565
           6159           6159        390.699         388.25        1.78459
           6162           6162        390.955          388.5        1.78432
           6165           6165        391.209         388.75        1.78455
           6168           6168        391.462            389         1.7848
           6171           6171        391.716         389.25        1.78493
           6174           6174        391.966          389.5        1.78474
           6177           6177        392.222         389.75        1.78412
           6180           6180        392.479            390        1.78342
           6183           6183        392.732         390.25        1.78321
           6186           6186        392.981          390.5        1.78352
           6189           6189        393.245         390.75        1.78377
           6192           6192        393.495            391        1.78364
           6195           6195        393.749         391.25        1.78327
           6198           6198            394          391.5         1.7831
           6201           6201        394.256         391.75        1.78304
           6204           6204         394.51            392        1.78302
           6207           6207        394.763         392.25         1.7829
           6210           6210        395.021          392.5        1.78255
           6213           6213        395.271         392.75        1.78216
           6216           6216        395.526            393        1.78172
           6219           6219        395.784         393.25        1.78133
           6222           6222        396.039          393.5        1.78141
           6225           6225        396.291         393.75        1.78163
           6228           6228        396.539            394        1.78153
           6231           6231        396.797         394.25         1.7811
           6234           6234        397.053          394.5        1.78073
           6237           6237        397.307         394.75        1.78025
           6240           6240        397.561            395        1.78018
           6243           6243        397.815         395.25        1.78025
           6246           6246         398.07          395.5        1.78011
           6249           6249        398.324         395.75        1.77958
           6252           6252        398.576            396        1.77945
           6255           6255        398.838         396.25        1.77974
           6258           6258         399.08          396.5        1.78007
           6261           6261        399.342         396.75         1.7799
           6264           6264        399.594            397        1.77947
           6267           6267        399.846         397.25        1.77869
           6270           6270        400.105          397.5        1.77831
           6273           6273        400.358         397.75        1.77854
           6276           6276        400.615            398        1.77876
           6279           6279        400.873         398.25        1.77863
           6282           6282        401.124          398.5        1.77815
           6285           6285        401.371         398.75         1.7776
           6288           6288        401.626            399        1.77723
           6291           6291        401.888         399.25        1.77743
           6294           6294        402.135          399.5        1.77815
           6297           6297        402.391         399.75        1.77852
           6300           6300        402.646            400        1.77801
           6303           6303        402.902         400.25        1.77699
           6306           6306        403.149          400.5        1.77634
           6309           6309        403.414         400.75        1.77589
           6312           6312        403.661            401        1.77539
           6315           6315        403.916         401.25        1.77521
           6318           6318        404.175          401.5        1.77531
           6321           6321        404.421         401.75        1.77517
           6324           6324        404.671            402        1.77482
           6327           6327        404.925         402.25        1.77468
           6330           6330        405.182          402.5        1.77474
           6333           6333        405.439         402.75        1.77487
           6336           6336        405.691            403        1.77466
           6339           6339        405.944         403.25        1.77405
           6342           6342        406.203          403.5        1.77347
           6345           6345        406.455         403.75        1.77319
           6348           6348         406.71            404          1.773
           6351           6351        406.964         404.25        1.77285
           6354           6354        407.226          404.5        1.77251
           6357           6357        407.475         404.75        1.77221
           6360           6360        407.727            405        1.77214
           6363           6363        407.978         405.25        1.77247
           6366           6366         408.23          405.5        1.77262
           6369           6369        408.488         405.75        1.77269
           6372           6372        408.745            406        1.77261
           6375           6375        408.995         406.25        1.77202
           6378           6378        409.256          406.5        1.77136
           6381           6381        409.511         406.75        1.77111
           6384           6384        409.762            407         1.7709
           6387           6387        410.016         407.25        1.77068
           6390           6390        410.272          407.5        1.77062
           6393           6393        410.522         407.75        1.77081
           6396           6396        410.779            408        1.77064
           6399           6399        411.041         408.25        1.77004
           6402           6402        411.285          408.5        1.76947
           6405           6405        411.538         408.75        1.76917
           6408           6408        411.801            409        1.76877
           6411           6411        412.052         409.25        1.76865
           6414           6414        412.308          409.5         1.7687
           6417           6417         412.56         409.75        1.76837
           6420           6420         412.82            410        1.76812
           6423           6423        413.065         410.25        1.76777
           6426           6426        413.315          410.5        1.76775
           6429           6429        413.585         410.75        1.76771
           6432           6432        413.839            411        1.76749
           6435           6435        414.081         411.25        1.76706
           6438           6438        414.344          411.5        1.76658
           6441           6441        414.604         411.75        1.76626
           6444           6444        414.855            412        1.76606
           6447           6447        415.109         412.25        1.76593
           6450           6450        415.364          412.5        1.76557
           6453           6453        415.624         412.75        1.76518
           6456           6456        415.873            413        1.76471
           6459           6459        416.126         413.25        1.76414
           6462           6462        416.384          413.5        1.76384
           6465           6465        416.645         413.75        1.76394
           6468           6468        416.891            414        1.76431
           6471           6471        417.139         414.25        1.76439
           6474           6474        417.399          414.5        1.76396
           6477           6477        417.655         414.75        1.76343
           6480           6480        417.908            415        1.76276
           6483           6483        418.168         415.25        1.76199
           6486           6486        418.417          415.5        1.76108
           6489           6489        418.678         415.75        1.76095
           6492           6492        418.927            416         1.7613
           6495           6495        419.185         416.25        1.76122
           6498           6498        419.437          416.5         1.7606
           6501           6501         419.69         416.75        1.76025
           6504           6504         419.95            417        1.75994
           6507           6507        420.201         417.25        1.75949
           6510           6510        420.462          417.5        1.75904
           6513           6513        420.713         417.75        1.75897
           6516           6516        420.963            418        1.75882
           6519           6519        421.225         418.25        1.75841
           6522           6522        421.482          418.5        1.75812
           6525           6525        421.739         418.75         1.7577
           6528           6528        421.985            419        1.75726
           6531           6531        422.248         419.25        1.75695
           6534           6534          422.5          419.5        1.75694
           6537           6537        422.766         419.75        1.75652
           6540           6540        423.013            420        1.75569
           6543           6543        423.262         420.25         1.7547
           6546           6546        423.519          420.5        1.75424
           6549           6549        423.777         420.75        1.75387
           6552           6552        424.026            421         1.7537
           6555           6555        424.283         421.25         1.7538
           6558           6558        424.542          421.5        1.75338
           6561           6561        424.788         421.75        1.75234
           6564           6564        425.051            422        1.75147
           6567           6567        425.306         422.25        1.75107
           6570           6570        425.559          422.5        1.75104
           6573           6573        425.812         422.75        1.75124
           6576           6576        426.075            423        1.75118
           6579           6579        426.328         423.25        1.75107
           6582           6582        426.576          423.5        1.75034
           6585           6585         426.83         423.75         1.7491
           6588           6588        427.087            424        1.74824
           6591           6591         427.34         424.25        1.74792
           6594           6594        427.597          424.5        1.74797
           6597           6597        427.849         424.75        1.74784
           6600           6600        428.105            425        1.74716
           6603           6603        428.359         425.25        1.74657
           6606           6606        428.603          425.5         1.7464
           6609           6609        428.859         425.75        1.74623
           6612           6612        429.115            426        1.74609
           6615           6615        429.367         426.25         1.7451
           6618           6618        429.622          426.5        1.74411
           6621           6621        429.878         426.75        1.74375
           6624           6624        430.131            427        1.74372
           6627           6627        430.376         427.25        1.74397
           6630           6630        430.636          427.5        1.74391
           6633           6633        430.881         427.75        1.74332
           6636           6636         431.15            428        1.74273
           6639           6639        431.396         428.25        1.74217
           6642           6642        431.646          428.5        1.74184
           6645           6645        431.902         428.75        1.74142
           6648           6648        432.152            429        1.74147
           6651           6651          432.4         429.25        1.74173
           6654           6654        432.659          429.5        1.74154
           6657           6657        432.916         429.75        1.74081
           6660           6660        433.162            430        1.74002
           6663           6663        433.425         430.25        1.73936
           6666           6666        433.678          430.5        1.73914
           6669           6669        433.931         430.75        1.73871
           6672           6672        434.176            431        1.73854
           6675           6675        434.434         431.25        1.73852
           6678           6678        434.686          431.5        1.73837
           6681           6681        434.938         431.75        1.73782
           6684           6684        435.189            432        1.73734
           6687           6687        435.445         432.25        1.73732
           6690           6690        435.695          432.5        1.73745
           6693           6693         435.95         432.75        1.73727
           6696           6696          436.2            433        1.73689
           6699           6699        436.452         433.25        1.73646
           6702           6702         436.71          433.5        1.73613
           6705           6705         436.96         433.75        1.73606
           6708           6708        437.214            434        1.73624
           6711           6711        437.468         434.25        1.73657
           6714           6714        437.719          434.5         1.7364
           6717           6717        437.972         434.75        1.73553
           6720           6720        438.225            435        1.73469
           6723           6723        438.477         435.25        1.73425
           6726           6726        438.728          435.5        1.73377
           6729           6729        438.984         435.75        1.73292
           6732           6732        439.236            436        1.73266
           6735           6735        439.494         436.25        1.73275
           6738           6738        439.744          436.5        1.73294
           6741           6741        439.993         436.75        1.73276
           6744           6744        440.243            437        1.73269
           6747           6747        440.497         437.25         1.7329
           6750           6750        440.753          437.5        1.73314
           6753           6753        441.009         437.75        1.73253
           6756           6756        441.262            438        1.73185
           6759           6759        441.511         438.25        1.73118
           6762           6762        441.763          438.5        1.73105
           6765           6765        442.016         438.75          1.731
           6768           6768         442.27            439        1.73098
           6771           6771        442.522         439.25        1.73098
           6774           6774        442.773          439.5        1.73086
           6777           6777        443.027         439.75         1.7305
           6780           6780        443.283            440        1.73021
           6783           6783        443.529         440.25        1.73015
           6786           6786         443.78          440.5         1.7305
           6789           6789        444.032         440.75        1.73068
           6792           6792        444.287            441        1.73052
           6795           6795         444.54         441.25        1.73012
           6798           6798        444.794          441.5        1.72992
           6801           6801        445.047         441.75        1.72974
           6804           6804        445.299            442        1.72983
           6807           6807        445.551         442.25        1.72963
           6810           6810        445.807          442.5        1.72925
           6813           6813        446.062         442.75        1.72907
           6816           6816        446.312            443        1.72901
           6819           6819        446.567         443.25        1.72921
           6822           6822         446.82          443.5        1.72929
           6825           6825        447.071         443.75        1.72931
           6828           6828        447.323            444        1.72947
           6831           6831        447.577         444.25        1.72922
           6834           6834        447.831          444.5        1.72885
           6837           6837        448.084         444.75        1.72876
           6840           6840        448.343            445        1.72846
           6843           6843        448.595         445.25        1.72817
           6846           6846         448.84          445.5        1.72783
           6849           6849        449.094         445.75        1.72738
           6852           6852        449.349            446        1.72741
           6855           6855        449.606         446.25        1.72806
           6858           6858        449.853          446.5        1.72859
           6861           6861        450.107         446.75        1.72839
           6864           6864        450.357            447        1.72787
           6867           6867        450.614         447.25        1.72709
           6870           6870        450.865          447.5        1.72652
           6873           6873        451.115         447.75        1.72629
           6876           6876        451.364            448        1.72648
           6879           6879        451.622         448.25        1.72673
           6882           6882        451.875          448.5        1.72659
           6885           6885        452.125         448.75        1.72669
           6888           6888        452.384            449        1.72683
           6891           6891        452.636         449.25        1.72699
           6894           6894        452.888          449.5        1.72667
           6897           6897        453.139         449.75        1.72644
           6900           6900        453.392            450         1.7263
           6903           6903        453.644         450.25        1.72594
           6906           6906        453.898          450.5        1.72543
           6909           6909        454.147         450.75        1.72515
           6912           6912        454.402            451        1.72512
           6915           6915        454.655         451.25        1.72545
           6918           6918        454.904          451.5        1.72583
           6921           6921        455.159         451.75         1.7256
           6924           6924        455.412            452        1.72549
           6927           6927        455.668         452.25        1.72595
           6930           6930        455.915          452.5         1.7267
           6933           6933        456.171         452.75        1.72658
           6936           6936         456.42            453        1.72589
           6939           6939        456.673         453.25        1.72519
           6942           6942        456.929          453.5        1.72506
           6945           6945        457.187         453.75        1.72501
           6948           6948        457.439            454         1.7251
           6951           6951         457.69         454.25        1.72544
           6954           6954        457.941          454.5        1.72552
           6957           6957        458.194         454.75        1.72515
           6960           6960        458.448            455         1.7248
           6963           6963        458.699         455.25        1.72466
           6966           6966        458.947          455.5        1.72485
           6969           6969        459.206         455.75        1.72535
           6972           6972        459.461            456        1.72517
           6975           6975         459.72         456.25        1.72501
           6978           6978        459.964          456.5        1.72526
           6981           6981        460.211         456.75        1.72543
           6984           6984        460.469            457        1.72528
           6987           6987        460.723         457.25         1.7247
           6990           6990        460.976          457.5        1.72437
           6993           6993        461.232         457.75         1.7246
           6996           6996        461.482            458        1.72514
           6999           6999        461.737         458.25         1.7257
           7002           7002        461.989          458.5        1.72589
           7005           7005        462.235         458.75        1.72583
           7008           7008        462.488            459        1.72519
           7011           7011        462.748         459.25        1.72446
           7014           7014        462.996          459.5        1.72436
           7017           7017        463.249         459.75        1.72468
           7020           7020        463.502            460        1.72488
           7023           7023         463.75         460.25        1.72497
           7026           7026        464.005          460.5        1.72498
           7029           7029        464.258         460.75        1.72506
           7032           7032        464.506            461        1.72513
           7035           7035        464.759         461.25        1.72544
           7038           7038        465.012          461.5        1.72538
           7041           7041        465.269         461.75        1.72519
           7044           7044        465.514            462        1.72482
           7047           7047        465.771         462.25        1.72443
           7050           7050        466.022          462.5        1.72439
           7053           7053        466.276         462.75        1.72503
           7056           7056         466.53            463         1.7255
           7059           7059        466.785         463.25        1.72545
           7062           7062        467.034          463.5        1.72499
           7065           7065        467.287         463.75        1.72495
           7068           7068        467.539            464        1.72479
           7071           7071        467.787         464.25         1.7249
           7074           7074        468.038          464.5        1.72505
           7077           7077        468.293         464.75        1.72547
           7080           7080         468.54            465        1.72557
           7083           7083        468.804         465.25        1.72537
           7086           7086        469.054          465.5        1.72512
           7089           7089        469.311         465.75        1.72503
           7092           7092        469.559            466        1.72522
           7095           7095        469.812         466.25        1.72536
           7098           7098        470.063          466.5        1.72523
           7101           7101        470.313         466.75        1.72509
           7104           7104        470.566            467        1.72501
           7107           7107        470.825         467.25        1.72522
           7110           7110        471.077          467.5         1.7255
