Title                                                           21.09.2015 09:32
________________________________________________________________________________

Title


Curve Name:
  |CJ Top2 avec CNT lav EtOH 25/800˚C 5˚C/min Air-CJ Blanc 25/800˚C 5˚C/min Air, 31.08.2015 14:40:49
  Performed 27.07.2015 21:28:55
Curve Values:
          Index              t           Tset          Tread           Mass
                           [s]           [˚C]           [˚C]           [mg]
              0              0        32.3555             25        34.9786
              3              3        32.3817             25        34.9755
              6              6        32.4069             25        34.9711
              9              9        32.4369             25        34.9671
             12             12        32.4609             25        34.9634
             15             15        32.4911             25        34.9601
             18             18        32.5177             25        34.9567
             21             21        32.5417             25        34.9526
             24             24        32.5571             25        34.9479
             27             27        32.5905             25        34.9432
             30             30        32.6159             25        34.9393
             33             33        32.6382             25        34.9353
             36             36        32.6597             25        34.9313
             39             39        32.6875             25        34.9272
             42             42        32.7044             25        34.9229
             45             45         32.715             25        34.9187
             48             48         32.752             25        34.9145
             51             51        32.7671             25        34.9106
             54             54        32.7936             25        34.9065
             57             57        32.8153             25        34.9019
             60             60        32.8298             25        34.8972
             63             63         32.861             25        34.8927
             66             66        32.8773             25        34.8887
             69             69        32.8872             25        34.8848
             72             72        32.9133             25        34.8808
             75             75        32.9262             25        34.8764
             78             78        32.9382             25        34.8714
             81             81        32.9675             25        34.8664
             84             84        32.9776             25        34.8618
             87             87         32.997             25        34.8579
             90             90        33.0198             25        34.8541
             93             93        33.0276             25        34.8501
             96             96        33.0473             25        34.8457
             99             99        33.0655             25        34.8416
            102            102        33.0748             25        34.8374
            105            105        33.0954             25        34.8329
            108            108        33.1065             25        34.8281
            111            111        33.1234             25        34.8236
            114            114        33.1457             25        34.8198
            117            117        33.1537             25        34.8159
            120            120        33.1747             25        34.8115
            123            123        33.1887             25        34.8065
            126            126        33.2069             25        34.8017
            129            129        33.2043             25        34.7972
            132            132        33.2276             25        34.7924
            135            135        33.2447             25        34.7875
            138            138        33.2372             25        34.7827
            141            141        33.2635             25        34.7784
            144            144        33.2725             25        34.7744
            147            147        33.2603             25        34.7701
            150            150        33.2871             25        34.7654
            153            153        33.2997             25        34.7605
            156            156         33.305             25        34.7558
            159            159        33.3189             25        34.7514
            162            162        33.3434             25         34.747
            165            165         33.335             25        34.7421
            168            168        33.3602             25        34.7374
            171            171        33.3544             25        34.7332
            174            174        33.3685             25        34.7293
            177            177        33.3767             25        34.7249
            180            180        33.3822             25        34.7201
            183            183        33.3947             25        34.7155
            186            186        33.4095             25        34.7116
            189            189          33.41             25        34.7074
            192            192        33.4138             25        34.7027
            195            195        33.4227             25        34.6975
            198            198        33.4287             25        34.6928
            201            201        33.4531             25        34.6885
            204            204        33.4408             25        34.6841
            207            207        33.4553             25        34.6794
            210            210         33.465             25        34.6746
            213            213        33.4793             25        34.6701
            216            216        33.4748             25        34.6656
            219            219        33.4823             25        34.6614
            222            222        33.4745             25        34.6569
            225            225        33.4943             25        34.6518
            228            228        33.5039             25         34.647
            231            231        33.5055             25        34.6423
            234            234        33.5121             25        34.6381
            237            237        33.5104             25        34.6339
            240            240        33.5158             25        34.6294
            243            243        33.5208             25        34.6245
            246            246        33.5225             25        34.6195
            249            249        33.5337             25        34.6147
            252            252        33.5248             25        34.6103
            255            255        33.5596             25        34.6061
            258            258        33.5523             25        34.6017
            261            261        33.5586             25         34.597
            264            264         33.563             25        34.5923
            267            267        33.5783             25         34.588
            270            270        33.5796             25        34.5838
            273            273        33.5713             25         34.579
            276            276        33.5808             25        34.5742
            279            279        33.5887             25        34.5694
            282            282        33.5855             25        34.5651
            285            285        33.5788             25        34.5611
            288            288        33.5962             25        34.5567
            291            291        33.5941             25        34.5515
            294            294        33.6052             25        34.5463
            297            297        33.5948             25        34.5415
            300            300        33.6078             25        34.5373
            303            303        33.5998             25        34.5328
            306            306        33.6073             25        34.5279
            309            309        33.6119             25        34.5232
            312            312        33.6123             25        34.5185
            315            315        33.6356             25         34.514
            318            318        33.6353             25        34.5098
            321            321        33.6192             25        34.5054
            324            324        33.6249             25        34.5006
            327            327        33.6522             25        34.4958
            330            330        33.6617             25        34.4914
            333            333        33.6548             25        34.4871
            336            336        33.6449             25        34.4828
            339            339        33.6558             25        34.4779
            342            342        33.6534             25         34.473
            345            345        33.6553             25        34.4686
            348            348        33.6503             25         34.464
            351            351        33.6605             25        34.4596
            354            354        33.6467             25         34.455
            357            357        33.6605             25        34.4501
            360            360        33.6577             25         34.445
            363            363         33.661             25        34.4402
            366            366        33.6755             25        34.4358
            369            369        33.6714             25        34.4313
            372            372        33.6817             25        34.4269
            375            375        33.6924             25        34.4224
            378            378        33.6867             25        34.4178
            381            381        33.6768             25        34.4133
            384            384        33.6808             25        34.4089
            387            387        33.6818             25        34.4045
            390            390        33.6727             25        34.3997
            393            393        33.6761             25        34.3947
            396            396          33.69             25        34.3898
            399            399        33.6984             25        34.3851
            402            402        33.6913             25        34.3809
            405            405        33.6968             25        34.3765
            408            408        33.6994             25        34.3719
            411            411         33.697             25        34.3668
            414            414        33.6986             25         34.362
            417            417        33.6996             25        34.3575
            420            420         33.695             25        34.3531
            423            423        33.6875             25        34.3486
            426            426        33.7037             25         34.344
            429            429        33.7087             25        34.3397
            432            432        33.6936             25        34.3353
            435            435        33.7019             25        34.3303
            438            438        33.6997             25        34.3247
            441            441        33.7046             25        34.3195
            444            444        33.7134             25        34.3152
            447            447        33.7128             25        34.3112
            450            450        33.7173             25        34.3069
            453            453        33.7121             25        34.3024
            456            456        33.7123             25        34.2979
            459            459        33.7176             25        34.2931
            462            462        33.7035             25        34.2883
            465            465        33.7149             25        34.2839
            468            468        33.7229             25        34.2796
            471            471        33.7106             25        34.2752
            474            474        33.7255             25        34.2703
            477            477        33.7214             25        34.2655
            480            480        33.7266             25        34.2609
            483            483        33.7222             25        34.2566
            486            486        33.7282             25        34.2522
            489            489        33.7193             25        34.2475
            492            492        33.7268             25        34.2426
            495            495        33.7266             25        34.2378
            498            498        33.7342             25        34.2333
            501            501        33.7212             25         34.229
            504            504         33.735             25        34.2246
            507            507        33.7261             25        34.2202
            510            510        33.7337             25        34.2153
            513            513        33.7318             25        34.2101
            516            516        33.7298             25        34.2054
            519            519        33.7341             25        34.2012
            522            522        33.7365             25        34.1972
            525            525        33.7341             25        34.1925
            528            528        33.7342             25        34.1874
            531            531        33.7282             25        34.1823
            534            534        33.7227             25        34.1775
            537            537        33.7344             25        34.1726
            540            540        33.7289             25        34.1681
            543            543        33.7324             25        34.1641
            546            546        33.7393             25        34.1597
            549            549          33.75             25        34.1548
            552            552        33.7321             25        34.1501
            555            555        33.7463             25        34.1456
            558            558        33.7398             25        34.1411
            561            561        33.7424             25        34.1364
            564            564        33.7525             25        34.1318
            567            567         33.739             25        34.1273
            570            570        33.7398             25        34.1228
            573            573        33.7352             25        34.1181
            576            576        33.7502             25        34.1137
            579            579        33.7395             25        34.1094
            582            582        33.7577             25        34.1046
            585            585        33.7514             25        34.0992
            588            588        33.7536             25         34.094
            591            591        33.7628             25        34.0893
            594            594        33.7452             25        34.0855
            597            597        33.7492             25        34.0815
            600            600         33.744             25        34.0772
            603            603        33.7408             25        34.0723
            606            606        33.7416             25        34.0673
            609            609        33.7374             25        34.0625
            612            612        33.7528             25        34.0581
            615            615        33.7393             25        34.0539
            618            618        33.7454             25        34.0495
            621            621        33.7579             25        34.0447
            624            624        33.7475             25        34.0395
            627            627        33.7524             25        34.0345
            630            630        33.7525             25        34.0298
            633            633        33.7489             25        34.0251
            636            636        33.7561             25        34.0204
            639            639        33.7515             25        34.0159
            642            642        33.7421             25        34.0117
            645            645        33.7454             25        34.0074
            648            648        33.7633             25        34.0033
            651            651         33.758             25        33.9993
            654            654        33.7553             25        33.9948
            657            657        33.7527             25        33.9898
            660            660        33.7608             25         33.985
            663            663        33.7574             25        33.9809
            666            666        33.7496             25        33.9768
            669            669        33.7501             25        33.9722
            672            672        33.7572             25        33.9675
            675            675        33.7385             25        33.9626
            678            678        33.7584             25        33.9577
            681            681        33.7472             25        33.9529
            684            684        33.7605             25        33.9484
            687            687        33.7672             25        33.9443
            690            690         33.766             25        33.9398
            693            693        33.7698             25        33.9348
            696            696        33.7563             25        33.9299
            699            699        33.7497             25        33.9252
            702            702        33.7577             25        33.9203
            705            705        33.7506             25        33.9154
            708            708         33.746             25        33.9106
            711            711        33.7428             25         33.906
            714            714        33.7533             25        33.9017
            717            717        33.7406             25        33.8974
            720            720        33.7507             25        33.8929
            723            723        33.7496             25        33.8882
            726            726        33.7563             25        33.8833
            729            729        33.7485             25        33.8785
            732            732        33.7605             25        33.8742
            735            735        33.7568             25        33.8701
            738            738        33.7402             25        33.8654
            741            741        33.7467             25        33.8606
            744            744        33.7452             25         33.856
            747            747        33.7486             25        33.8514
            750            750        33.7465             25        33.8466
            753            753        33.7475             25        33.8419
            756            756        33.7536             25        33.8371
            759            759        33.7468             25        33.8325
            762            762        33.7488             25        33.8281
            765            765        33.7509             25        33.8238
            768            768        33.7416             25        33.8197
            771            771        33.7475             25        33.8158
            774            774        33.7471             25        33.8112
            777            777        33.7626             25        33.8062
            780            780        33.7621             25        33.8016
            783            783        33.7573             25        33.7972
            786            786        33.7665             25        33.7928
            789            789        33.7696             25         33.788
            792            792        33.7519             25        33.7834
            795            795        33.7582             25        33.7785
            798            798        33.7612             25        33.7735
            801            801          33.76             25        33.7688
            804            804        33.7633             25        33.7644
            807            807         33.761             25        33.7601
            810            810        33.7599             25        33.7556
            813            813        33.7696             25        33.7505
            816            816        33.7669             25        33.7455
            819            819        33.7718             25        33.7408
            822            822        33.7644             25        33.7366
            825            825        33.7633             25         33.732
            828            828        33.7656             25         33.727
            831            831         33.762             25        33.7221
            834            834         33.768             25        33.7174
            837            837         33.761             25        33.7129
            840            840        33.7657             25        33.7089
            843            843        33.7709             25        33.7051
            846            846        33.7734             25        33.7006
            849            849        33.7644             25        33.6956
            852            852        33.7591             25        33.6906
            855            855        33.7706             25        33.6861
            858            858        33.7651             25        33.6819
            861            861        33.7657             25        33.6776
            864            864        33.7581             25        33.6728
            867            867        33.7711             25        33.6678
            870            870        33.7548             25        33.6629
            873            873        33.7531             25        33.6581
            876            876         33.767             25        33.6535
            879            879        33.7607             25        33.6493
            882            882        33.7714             25        33.6449
            885            885        33.7605             25          33.64
            888            888        33.7557             25        33.6353
            891            891        33.7732             25         33.631
            894            894        33.7579             25        33.6267
            897            897        33.7573             25        33.6223
            900            900        33.7667             25        33.6177
            903            903        33.7695             25        33.6131
            906            906         33.769             25        33.6086
            909            909        33.7804             25        33.6041
            912            912        33.7674             25        33.5998
            915            915        33.7775             25        33.5956
            918            918        33.7734             25        33.5909
            921            921        33.7721             25        33.5858
            924            924        33.7759             25        33.5808
            927            927        33.7734             25        33.5761
            930            930        33.7781             25        33.5714
            933            933        33.7724             25        33.5667
            936            936        33.7763             25         33.562
            939            939        33.7807             25        33.5573
            942            942        33.7801             25        33.5528
            945            945        33.7669             25        33.5483
            948            948        33.7658             25         33.544
            951            951        33.7627             25        33.5397
            954            954        33.7698             25        33.5351
            957            957        33.7728             25          33.53
            960            960        33.7707             25        33.5254
            963            963        33.7645             25        33.5211
            966            966         33.769             25         33.517
            969            969        33.7674             25        33.5127
            972            972        33.7571             25        33.5078
            975            975        33.7662             25        33.5026
            978            978        33.7731             25        33.4975
            981            981        33.7746             25        33.4929
            984            984        33.7711             25        33.4888
            987            987        33.7677             25        33.4846
            990            990        33.7711             25        33.4799
            993            993        33.7622             25        33.4746
            996            996        33.7627             25        33.4696
            999            999        33.7649             25        33.4647
           1002           1002        33.7649             25        33.4602
           1005           1005        33.7695             25        33.4559
           1008           1008        33.7732             25        33.4518
           1011           1011        33.7517             25        33.4475
           1014           1014        33.7633             25         33.443
           1017           1017        33.7626             25        33.4381
           1020           1020        33.7688             25        33.4334
           1023           1023        33.7602             25        33.4292
           1026           1026        33.7667             25        33.4252
           1029           1029        33.7597             25        33.4206
           1032           1032        33.7617             25        33.4157
           1035           1035        33.7685             25        33.4109
           1038           1038         33.763             25        33.4062
           1041           1041        33.7608             25        33.4016
           1044           1044        33.7602             25         33.397
           1047           1047        33.7615             25        33.3924
           1050           1050        33.7704             25        33.3878
           1053           1053         33.768             25        33.3832
           1056           1056        33.7662             25        33.3786
           1059           1059        33.7647             25        33.3746
           1062           1062         33.766             25        33.3709
           1065           1065        33.7577             25        33.3664
           1068           1068        33.7621             25        33.3615
           1071           1071         33.759             25        33.3561
           1074           1074        33.7571             25        33.3509
           1077           1077         33.767             25        33.3462
           1080           1080        33.7667             25        33.3418
           1083           1083        33.7764             25        33.3372
           1086           1086        33.7688             25        33.3324
           1089           1089        33.7683             25        33.3278
           1092           1092        33.7727             25        33.3232
           1095           1095        33.7696             25        33.3189
           1098           1098        33.7758             25        33.3146
           1101           1101        33.7743             25        33.3103
           1104           1104        33.7645             25        33.3054
           1107           1107        33.7645             25        33.3005
           1110           1110        33.7792             25        33.2954
           1113           1113        33.7592             25        33.2903
           1116           1116        33.7676             25        33.2857
           1119           1119         33.772             25        33.2813
           1122           1122        33.7715             25        33.2773
           1125           1125        33.7707             25        33.2728
           1128           1128        33.7536             25        33.2679
           1131           1131        33.7683             25        33.2634
           1134           1134        33.7671             25        33.2595
           1137           1137        33.7776             25        33.2555
           1140           1140        33.7712             25        33.2511
           1143           1143        33.7727             25        33.2459
           1146           1146        33.7533             25        33.2403
           1149           1149        33.7754             25        33.2354
           1152           1152        33.7712             25        33.2309
           1155           1155        33.7647             25        33.2268
           1158           1158        33.7712             25        33.2225
           1161           1161         33.779             25        33.2179
           1164           1164        33.7743             25         33.213
           1167           1167        33.7777             25        33.2081
           1170           1170        33.7758             25        33.2035
           1173           1173        33.7766             25        33.1991
           1176           1176        33.7715             25        33.1949
           1179           1179        33.7724             25        33.1903
           1182           1182        33.7694             25        33.1855
           1185           1185        33.7798             25        33.1808
           1188           1188        33.7605             25        33.1765
           1191           1191        33.7616             25        33.1722
           1194           1194         33.773             25        33.1673
           1197           1197        33.7667             25        33.1619
           1200           1200        33.7644             25        33.1568
           1203           1203        33.7725             25        33.1522
           1206           1206         33.765             25        33.1482
           1209           1209        33.7688             25        33.1444
           1212           1212        33.7719             25        33.1408
           1215           1215        33.7808             25        33.1366
           1218           1218        33.7748             25        33.1316
           1221           1221        33.7878             25        33.1263
           1224           1224        33.7769             25        33.1214
           1227           1227        33.7846             25        33.1172
           1230           1230        33.7771             25        33.1133
           1233           1233        33.7711             25        33.1089
           1236           1236        33.7714             25        33.1041
           1239           1239        33.7707             25        33.0991
           1242           1242        33.7716             25        33.0941
           1245           1245        33.7711             25        33.0893
           1248           1248        33.7758             25        33.0849
           1251           1251        33.7615             25        33.0806
           1254           1254        33.7664             25        33.0764
           1257           1257        33.7652             25        33.0718
           1260           1260        33.7773             25        33.0667
           1263           1263        33.7792             25        33.0619
           1266           1266        33.7652             25        33.0575
           1269           1269        33.7753             25         33.053
           1272           1272        33.7602             25        33.0484
           1275           1275        33.7688             25        33.0437
           1278           1278        33.7655             25        33.0389
           1281           1281        33.7771             25        33.0343
           1284           1284         33.773             25        33.0302
           1287           1287        33.7694             25        33.0264
           1290           1290        33.7719             25        33.0219
           1293           1293         33.776             25        33.0167
           1296           1296        33.7713             25        33.0117
           1299           1299        33.7729             25        33.0069
           1302           1302        33.7765             25        33.0025
           1305           1305        33.7664             25         32.998
           1308           1308        33.7768             25        32.9934
           1311           1311        33.7724             25        32.9885
           1314           1314        33.7776             25        32.9836
           1317           1317        33.7875             25        32.9787
           1320           1320        33.7714             25         32.974
           1323           1323        33.7708             25        32.9702
           1326           1326        33.7737             25        32.9668
           1329           1329        33.7744             25        32.9625
           1332           1332        33.7796             25        32.9577
           1335           1335         33.767             25        32.9524
           1338           1338        33.7661             25        32.9475
           1341           1341        33.7641             25        32.9429
           1344           1344         33.775             25        32.9384
           1347           1347        33.7737             25        32.9338
           1350           1350        33.7791             25        32.9288
           1353           1353        33.7771             25         32.924
           1356           1356        33.7882             25        32.9194
           1359           1359        33.7869             25        32.9151
           1362           1362        33.7814             25         32.911
           1365           1365        33.7913             25        32.9064
           1368           1368         33.775             25        32.9019
           1371           1371        33.7874             25        32.8974
           1374           1374        33.7845             25        32.8933
           1377           1377        33.7817             25        32.8896
           1380           1380        33.7825             25        32.8855
           1383           1383        33.7815             25        32.8804
           1386           1386        33.7794             25        32.8753
           1389           1389        33.7807             25        32.8708
           1392           1392        33.7775             25        32.8664
           1395           1395        33.7783             25        32.8614
           1398           1398        33.7792             25        32.8558
           1401           1401        33.7755             25        32.8509
           1404           1404        33.7765             25        32.8467
           1407           1407        33.7734             25        32.8428
           1410           1410         33.775             25        32.8387
           1413           1413        33.7797             25        32.8342
           1416           1416        33.7722             25        32.8295
           1419           1419        33.7748             25        32.8245
           1422           1422        33.7713             25        32.8199
           1425           1425        33.7729             25        32.8156
           1428           1428        33.7706             25        32.8115
           1431           1431        33.7628             25        32.8067
           1434           1434        33.7612             25        32.8019
           1437           1437        33.7582             25        32.7971
           1440           1440        33.7651             25        32.7926
           1443           1443        33.7649             25        32.7884
           1446           1446        33.7718             25        32.7838
           1449           1449        33.7644             25        32.7787
           1452           1452        33.7623             25        32.7735
           1455           1455        33.7584             25        32.7689
           1458           1458        33.7551             25        32.7646
           1461           1461        33.7638             25        32.7601
           1464           1464        33.7643             25        32.7554
           1467           1467        33.7623             25        32.7507
           1470           1470        33.7745             25         32.746
           1473           1473        33.7683             25        32.7413
           1476           1476        33.7636             25         32.737
           1479           1479        33.7716             25        32.7329
           1482           1482        33.7688             25        32.7287
           1485           1485        33.7623             25        32.7241
           1488           1488        33.7724             25        32.7194
           1491           1491        33.7649             25        32.7148
           1494           1494        33.7583             25        32.7107
           1497           1497        33.7633             25        32.7066
           1500           1500        33.7793             25         32.702
           1503           1503        33.7763             25        32.6973
           1506           1506        33.7828             25        32.6926
           1509           1509         33.784             25        32.6879
           1512           1512        33.7771             25        32.6832
           1515           1515        33.7713             25        32.6785
           1518           1518        33.7656             25        32.6741
           1521           1521        33.7677             25        32.6695
           1524           1524        33.7657             25        32.6644
           1527           1527        33.7701             25        32.6594
           1530           1530        33.7723             25        32.6552
           1533           1533        33.7653             25        32.6513
           1536           1536        33.7617             25         32.647
           1539           1539        33.7687             25        32.6421
           1542           1542        33.7636             25        32.6368
           1545           1545        33.7724             25        32.6318
           1548           1548        33.7667             25         32.627
           1551           1551        33.7721             25        32.6229
           1554           1554        33.7734             25        32.6188
           1557           1557        33.7637             25        32.6143
           1560           1560        33.7707             25        32.6094
           1563           1563         33.764             25        32.6043
           1566           1566         33.761             25        32.5997
           1569           1569        33.7671             25        32.5956
           1572           1572        33.7643             25        32.5914
           1575           1575        33.7698             25        32.5867
           1578           1578        33.7728             25        32.5819
           1581           1581        33.7687             25        32.5772
           1584           1584        33.7663             25        32.5726
           1587           1587        33.7599             25        32.5682
           1590           1590          33.77             25        32.5637
           1593           1593        33.7636             25         32.559
           1596           1596        33.7718             25        32.5541
           1599           1599        33.7664             25        32.5492
           1602           1602         33.769             25        32.5447
           1605           1605        33.7763             25        32.5408
           1608           1608        33.7755             25        32.5367
           1611           1611        33.7739             25        32.5323
           1614           1614        33.7755             25        32.5276
           1617           1617        33.7633             25        32.5225
           1620           1620        33.7622             25        32.5176
           1623           1623        33.7671             25         32.513
           1626           1626        33.7708             25         32.509
           1629           1629        33.7691             25        32.5053
           1632           1632        33.7701             25        32.5011
           1635           1635        33.7672             25        32.4958
           1638           1638        33.7704             25        32.4904
           1641           1641        33.7794             25        32.4856
           1644           1644        33.7786             25         32.481
           1647           1647        33.7892             25        32.4767
           1650           1650         33.776             25        32.4722
           1653           1653        33.7844             25        32.4671
           1656           1656        33.7771             25        32.4621
           1659           1659        33.7839             25        32.4573
           1662           1662         33.776             25        32.4528
           1665           1665        33.7854             25        32.4481
           1668           1668        33.7717             25        32.4436
           1671           1671        33.7716             25         32.439
           1674           1674        33.7792             25        32.4343
           1677           1677        33.7859             25        32.4298
           1680           1680        33.7752             25        32.4252
           1683           1683        33.7896             25        32.4207
           1686           1686        33.7799             25        32.4162
           1689           1689        33.7735             25        32.4118
           1692           1692        33.7706             25        32.4074
           1695           1695        33.7695             25        32.4028
           1698           1698        33.7646             25        32.3982
           1701           1701        33.7648             25         32.394
           1704           1704        33.7766             25        32.3894
           1707           1707        33.7788             25        32.3844
           1710           1710         33.775             25        32.3793
           1713           1713        33.7815             25        32.3747
           1716           1716        33.7809             25        32.3704
           1719           1719        33.7759             25        32.3663
           1722           1722        33.7752             25         32.362
           1725           1725        33.7693             25        32.3572
           1728           1728        33.7767             25        32.3522
           1731           1731         33.775             25        32.3472
           1734           1734        33.7747             25        32.3427
           1737           1737        33.7729             25        32.3386
           1740           1740        33.7771             25         32.334
           1743           1743        33.7825             25         32.329
           1746           1746        33.7711             25        32.3242
