Title                                                           21.09.2015 09:29
________________________________________________________________________________

Title


Curve Name:
  |CJ Top2 sans CNT 25/800°C 5C/mn N2-CJ Blanc 25/800°C 5C/mn N2, 31.08.2015 15:12:28
  Performed 24.07.2015 04:45:28
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
              0              0        32.3769             25         32.968
              3              3        32.4051             25        32.9655
              6              6        32.4332             25        32.9619
              9              9        32.4726             25        32.9582
             12             12        32.5066             25        32.9544
             15             15        32.5221             25        32.9504
             18             18        32.5581             25        32.9463
             21             21        32.5921             25        32.9426
             24             24        32.6264             25        32.9387
             27             27        32.6502             25        32.9343
             30             30        32.6818             25        32.9301
             33             33        32.6984             25        32.9266
             36             36        32.7229             25        32.9235
             39             39        32.7426             25        32.9201
             42             42        32.7793             25        32.9158
             45             45        32.7876             25        32.9114
             48             48        32.8162             25        32.9075
             51             51        32.8402             25        32.9041
             54             54        32.8649             25        32.9002
             57             57        32.8817             25        32.8957
             60             60        32.9082             25        32.8916
             63             63         32.925             25        32.8883
             66             66        32.9515             25        32.8853
             69             69        32.9615             25        32.8819
             72             72        32.9883             25        32.8777
             75             75        33.0015             25        32.8728
             78             78        33.0218             25        32.8685
             81             81        33.0396             25        32.8649
             84             84        33.0521             25         32.861
             87             87        33.0707             25        32.8566
             90             90        33.0925             25        32.8522
             93             93        33.0991             25        32.8488
             96             96        33.1252             25        32.8456
             99             99        33.1361             25        32.8419
            102            102        33.1431             25        32.8373
            105            105        33.1473             25        32.8332
            108            108        33.1675             25        32.8294
            111            111        33.1833             25        32.8256
            114            114        33.1914             25        32.8214
            117            117        33.2028             25        32.8172
            120            120         33.225             25        32.8132
            123            123        33.2326             25        32.8092
            126            126        33.2407             25         32.805
            129            129        33.2661             25        32.8009
            132            132        33.2691             25         32.797
            135            135        33.2694             25        32.7933
            138            138        33.2821             25        32.7893
            141            141        33.2927             25        32.7854
            144            144        33.2971             25        32.7816
            147            147        33.3052             25        32.7776
            150            150        33.3257             25         32.773
            153            153        33.3331             25        32.7688
            156            156        33.3467             25         32.765
            159            159        33.3521             25        32.7611
            162            162        33.3607             25        32.7566
            165            165        33.3707             25        32.7523
            168            168        33.3685             25        32.7486
            171            171        33.3796             25        32.7458
            174            174         33.389             25        32.7422
            177            177        33.3879             25        32.7376
            180            180        33.3926             25        32.7331
            183            183        33.4011             25         32.729
            186            186        33.4136             25        32.7253
            189            189        33.4336             25         32.721
            192            192        33.4271             25        32.7163
            195            195        33.4418             25        32.7119
            198            198        33.4486             25        32.7088
            201            201        33.4428             25        32.7057
            204            204        33.4649             25         32.702
            207            207        33.4651             25        32.6973
            210            210        33.4659             25        32.6927
            213            213        33.4781             25        32.6887
            216            216        33.4786             25        32.6849
            219            219        33.4879             25        32.6808
            222            222         33.483             25        32.6759
            225            225        33.5014             25        32.6718
            228            228        33.4968             25        32.6683
            231            231        33.5006             25        32.6651
            234            234        33.5097             25        32.6611
            237            237        33.5093             25        32.6566
            240            240        33.5165             25        32.6521
            243            243        33.5224             25        32.6482
            246            246        33.5277             25        32.6445
            249            249        33.5334             25        32.6404
            252            252        33.5349             25        32.6363
            255            255        33.5399             25        32.6321
            258            258        33.5437             25        32.6281
            261            261        33.5546             25        32.6239
            264            264        33.5409             25        32.6197
            267            267        33.5557             25        32.6156
            270            270        33.5637             25        32.6117
            273            273        33.5645             25         32.608
            276            276        33.5663             25        32.6041
            279            279         33.573             25        32.5998
            282            282        33.5783             25        32.5953
            285            285        33.5721             25        32.5909
            288            288        33.5761             25        32.5868
            291            291        33.5744             25        32.5832
            294            294        33.5865             25        32.5795
            297            297        33.5813             25        32.5753
            300            300        33.5907             25        32.5712
            303            303        33.5915             25        32.5672
            306            306        33.5962             25        32.5634
            309            309        33.6001             25        32.5595
            312            312        33.5991             25        32.5551
            315            315        33.5962             25        32.5508
            318            318        33.6169             25        32.5472
            321            321         33.606             25        32.5434
            324            324        33.6029             25         32.539
            327            327        33.6091             25        32.5341
            330            330        33.6146             25        32.5299
            333            333        33.6152             25        32.5265
            336            336        33.6201             25        32.5231
            339            339          33.62             25        32.5191
            342            342        33.6159             25        32.5148
            345            345        33.6311             25        32.5105
            348            348        33.6322             25        32.5065
            351            351         33.632             25        32.5026
            354            354        33.6335             25        32.4984
            357            357        33.6374             25        32.4938
            360            360        33.6336             25        32.4896
            363            363        33.6304             25        32.4863
            366            366        33.6462             25        32.4827
            369            369        33.6493             25        32.4785
            372            372        33.6405             25        32.4742
            375            375        33.6395             25        32.4701
            378            378        33.6361             25        32.4665
            381            381        33.6358             25        32.4626
            384            384         33.645             25        32.4584
            387            387        33.6489             25        32.4541
            390            390        33.6514             25        32.4501
            393            393        33.6529             25        32.4463
            396            396         33.641             25        32.4421
            399            399        33.6444             25        32.4372
            402            402        33.6625             25        32.4328
            405            405        33.6421             25        32.4296
            408            408        33.6473             25        32.4265
            411            411        33.6585             25        32.4227
            414            414        33.6678             25         32.418
            417            417        33.6567             25        32.4138
            420            420        33.6581             25        32.4098
            423            423        33.6501             25        32.4056
            426            426        33.6649             25        32.4008
            429            429        33.6584             25        32.3965
            432            432        33.6594             25        32.3929
            435            435        33.6633             25        32.3898
            438            438        33.6607             25        32.3857
            441            441        33.6615             25        32.3812
            444            444         33.668             25         32.377
            447            447        33.6618             25        32.3736
            450            450        33.6753             25        32.3697
            453            453        33.6673             25        32.3648
            456            456        33.6623             25        32.3603
            459            459        33.6662             25        32.3568
            462            462        33.6724             25        32.3536
            465            465        33.6795             25        32.3496
            468            468        33.6688             25        32.3455
            471            471        33.6802             25        32.3416
            474            474        33.6813             25        32.3381
            477            477        33.6715             25        32.3338
            480            480        33.6839             25         32.329
            483            483        33.6774             25        32.3241
            486            486        33.6784             25        32.3199
            489            489        33.6823             25        32.3161
            492            492        33.6785             25        32.3124
            495            495        33.6785             25        32.3086
            498            498        33.6852             25        32.3048
            501            501        33.6858             25        32.3012
            504            504        33.6762             25        32.2972
            507            507        33.6831             25        32.2927
            510            510         33.684             25        32.2885
            513            513         33.684             25        32.2844
            516            516        33.6803             25        32.2803
            519            519        33.6935             25        32.2761
            522            522        33.6883             25         32.272
            525            525        33.6848             25        32.2683
            528            528        33.6818             25        32.2645
            531            531        33.6748             25        32.2607
            534            534        33.6782             25        32.2567
            537            537        33.6823             25        32.2526
            540            540        33.6788             25        32.2488
            543            543        33.6772             25        32.2451
            546            546        33.6796             25         32.241
            549            549        33.6796             25        32.2367
            552            552        33.6749             25        32.2327
            555            555        33.6783             25        32.2285
            558            558        33.6691             25         32.224
            561            561        33.6728             25        32.2198
            564            564        33.6613             25        32.2159
            567            567         33.679             25        32.2127
            570            570        33.6596             25        32.2092
            573            573        33.6818             25        32.2051
            576            576        33.6774             25        32.2007
            579            579        33.6751             25        32.1967
            582            582        33.6867             25         32.193
            585            585        33.6912             25        32.1889
            588            588        33.6728             25        32.1844
            591            591        33.6837             25        32.1803
            594            594        33.6787             25        32.1773
            597            597        33.6909             25        32.1736
            600            600        33.6837             25        32.1691
            603            603        33.6977             25        32.1645
            606            606        33.6849             25        32.1611
            609            609        33.6943             25        32.1578
            612            612         33.692             25        32.1535
            615            615        33.6811             25        32.1485
            618            618        33.6974             25        32.1445
            621            621        33.6943             25         32.141
            624            624        33.6904             25        32.1371
            627            627        33.6814             25        32.1328
            630            630        33.7005             25        32.1288
            633            633         33.694             25        32.1252
            636            636        33.6697             25        32.1212
            639            639        33.6701             25        32.1165
            642            642        33.6745             25        32.1121
            645            645        33.6857             25        32.1087
            648            648        33.6876             25        32.1051
            651            651        33.6863             25        32.1006
            654            654        33.6953             25        32.0959
            657            657        33.6803             25         32.092
            660            660        33.6855             25        32.0885
            663            663        33.6761             25        32.0849
            666            666        33.6808             25         32.081
            669            669         33.684             25        32.0774
            672            672         33.686             25        32.0736
            675            675        33.6769             25        32.0696
            678            678          33.68             25        32.0652
            681            681        33.6801             25         32.061
            684            684        33.6889             25        32.0569
            687            687        33.6834             25        32.0531
            690            690        33.6796             25        32.0492
            693            693        33.6876             25        32.0453
            696            696        33.6801             25        32.0415
            699            699        33.6865             25        32.0374
            702            702        33.6804             25        32.0331
            705            705        33.6871             25        32.0296
            708            708        33.6855             25         32.026
            711            711        33.6791             25        32.0215
            714            714        33.6894             25        32.0167
            717            717        33.6949             25         32.013
            720            720        33.6816             25        32.0096
            723            723        33.6811             25         32.006
            726            726        33.6904             25        32.0018
            729            729        33.6915             25        31.9975
            732            732        33.6812             25        31.9939
            735            735        33.6852             25        31.9902
            738            738        33.6941             25        31.9857
            741            741        33.6819             25        31.9813
            744            744        33.6852             25        31.9775
            747            747        33.6806             25        31.9749
            750            750        33.6808             25        31.9714
            753            753        33.6827             25        31.9668
            756            756         33.692             25        31.9623
            759            759        33.6834             25        31.9583
            762            762        33.6842             25        31.9547
            765            765        33.6869             25        31.9503
            768            768        33.6884             25        31.9458
            771            771        33.6962             25        31.9416
            774            774        33.6939             25        31.9383
            777            777        33.6879             25        31.9349
            780            780        33.6801             25        31.9308
            783            783        33.6845             25        31.9263
            786            786        33.6923             25        31.9228
            789            789        33.6934             25        31.9194
            792            792        33.6941             25        31.9156
            795            795        33.6942             25        31.9113
            798            798        33.6955             25         31.907
            801            801         33.698             25        31.9032
            804            804        33.6906             25        31.8992
            807            807        33.6975             25         31.895
            810            810        33.6978             25        31.8909
            813            813        33.6924             25        31.8867
            816            816        33.6879             25        31.8829
            819            819        33.6866             25        31.8796
            822            822        33.6963             25         31.876
            825            825        33.7036             25         31.872
            828            828        33.7046             25        31.8679
            831            831        33.7085             25        31.8642
            834            834        33.7002             25        31.8603
            837            837        33.6911             25        31.8562
            840            840        33.6966             25        31.8521
            843            843        33.6981             25        31.8481
            846            846        33.6965             25        31.8441
            849            849        33.7022             25        31.8402
            852            852        33.7085             25        31.8362
            855            855        33.7028             25        31.8323
            858            858        33.6993             25        31.8286
            861            861        33.7019             25        31.8249
            864            864        33.6918             25         31.821
            867            867        33.7014             25        31.8172
            870            870        33.7001             25        31.8133
            873            873        33.7042             25        31.8093
            876            876        33.6954             25        31.8056
            879            879        33.6967             25        31.8024
            882            882        33.6915             25        31.7985
            885            885         33.695             25        31.7937
            888            888        33.7002             25        31.7892
            891            891        33.7024             25        31.7855
            894            894        33.7045             25        31.7816
            897            897        33.7002             25        31.7771
            900            900        33.7106             25        31.7731
            903            903        33.7173             25        31.7702
            906            906        33.7095             25         31.767
            909            909        33.7113             25        31.7628
            912            912        33.7027             25        31.7585
            915            915        33.7092             25        31.7549
            918            918        33.7057             25        31.7516
            921            921        33.7018             25        31.7474
            924            924        33.6937             25         31.743
            927            927        33.7005             25         31.739
            930            930        33.7043             25        31.7357
            933            933        33.6973             25        31.7315
            936            936        33.7067             25        31.7266
            939            939         33.702             25        31.7219
            942            942        33.6984             25        31.7191
            945            945        33.7056             25        31.7161
            948            948        33.7064             25        31.7122
            951            951        33.7088             25        31.7079
            954            954        33.7054             25        31.7043
            957            957         33.708             25         31.701
            960            960        33.7084             25         31.697
            963            963        33.7082             25        31.6925
            966            966        33.7121             25        31.6885
            969            969        33.7103             25         31.685
            972            972        33.7051             25        31.6812
            975            975         33.714             25        31.6771
            978            978        33.6922             25        31.6732
            981            981        33.7054             25        31.6694
            984            984        33.6927             25        31.6655
            987            987         33.703             25        31.6612
            990            990        33.7007             25        31.6569
            993            993         33.709             25        31.6533
            996            996        33.7122             25        31.6499
            999            999        33.6997             25        31.6462
           1002           1002        33.7005             25         31.642
           1005           1005         33.703             25        31.6379
           1008           1008        33.6984             25        31.6342
           1011           1011         33.702             25        31.6306
           1014           1014        33.7093             25        31.6272
           1017           1017          33.71             25        31.6237
           1020           1020        33.7025             25        31.6194
           1023           1023        33.7052             25        31.6152
           1026           1026        33.7057             25        31.6119
           1029           1029        33.7046             25         31.608
           1032           1032         33.709             25        31.6037
           1035           1035        33.6948             25        31.5995
           1038           1038        33.7033             25        31.5959
           1041           1041        33.6987             25        31.5921
           1044           1044        33.7002             25        31.5881
           1047           1047        33.7009             25        31.5842
           1050           1050        33.7018             25        31.5808
           1053           1053        33.6963             25        31.5767
           1056           1056        33.7002             25        31.5723
           1059           1059        33.6968             25        31.5683
           1062           1062         33.696             25        31.5651
           1065           1065        33.7012             25        31.5616
           1068           1068        33.6995             25        31.5578
           1071           1071        33.6987             25        31.5537
           1074           1074        33.6932             25        31.5498
           1077           1077        33.7017             25        31.5462
           1080           1080        33.7023             25        31.5424
           1083           1083        33.6997             25        31.5387
           1086           1086        33.7088             25        31.5354
           1089           1089        33.7041             25        31.5317
           1092           1092        33.7117             25        31.5276
           1095           1095        33.7121             25        31.5232
           1098           1098        33.7024             25        31.5194
           1101           1101        33.7094             25        31.5156
           1104           1104        33.6992             25        31.5113
           1107           1107        33.6977             25        31.5069
           1110           1110        33.7076             25        31.5036
           1113           1113        33.7099             25        31.5008
           1116           1116        33.6998             25        31.4973
           1119           1119        33.7114             25        31.4929
           1122           1122        33.7079             25        31.4891
           1125           1125        33.7104             25        31.4856
           1128           1128        33.7096             25         31.482
           1131           1131        33.7099             25        31.4779
           1134           1134        33.7122             25        31.4738
           1137           1137        33.7086             25        31.4697
           1140           1140        33.7029             25        31.4656
           1143           1143        33.7013             25        31.4619
           1146           1146        33.7131             25        31.4589
           1149           1149          33.71             25        31.4552
           1152           1152        33.7079             25         31.451
           1155           1155        33.7037             25        31.4463
           1158           1158        33.7198             25        31.4431
           1161           1161        33.7221             25          31.44
           1164           1164        33.7144             25         31.436
           1167           1167        33.7153             25        31.4314
           1170           1170        33.7118             25        31.4273
           1173           1173        33.7087             25         31.424
           1176           1176         33.711             25        31.4207
           1179           1179        33.7012             25         31.417
           1182           1182         33.706             25        31.4132
           1185           1185        33.7135             25        31.4096
           1188           1188         33.705             25        31.4059
           1191           1191        33.7115             25         31.402
           1194           1194        33.7151             25        31.3981
           1197           1197        33.7191             25        31.3943
           1200           1200        33.7089             25        31.3902
           1203           1203        33.7097             25        31.3859
           1206           1206        33.7064             25        31.3821
           1209           1209        33.7144             25        31.3787
           1212           1212        33.7104             25        31.3751
           1215           1215        33.7206             25        31.3711
           1218           1218        33.7221             25        31.3674
           1221           1221        33.7224             25        31.3642
           1224           1224        33.7117             25        31.3609
           1227           1227        33.7113             25        31.3568
           1230           1230        33.7218             25        31.3524
           1233           1233        33.7175             25        31.3487
           1236           1236        33.7141             25        31.3454
           1239           1239        33.7182             25        31.3422
           1242           1242        33.7148             25         31.338
           1245           1245        33.7164             25        31.3336
           1248           1248        33.7185             25        31.3296
           1251           1251        33.7149             25        31.3262
           1254           1254        33.7149             25        31.3225
           1257           1257        33.7146             25        31.3187
           1260           1260        33.7244             25        31.3148
           1263           1263        33.7231             25        31.3107
           1266           1266        33.7224             25        31.3066
           1269           1269        33.7211             25         31.303
           1272           1272        33.7236             25        31.2999
           1275           1275        33.7252             25        31.2969
           1278           1278        33.7229             25        31.2932
           1281           1281        33.7231             25        31.2892
           1284           1284        33.7177             25        31.2854
           1287           1287        33.7137             25        31.2818
           1290           1290        33.7182             25        31.2776
           1293           1293        33.7264             25        31.2731
           1296           1296         33.714             25        31.2688
           1299           1299        33.7171             25        31.2655
           1302           1302        33.7231             25        31.2628
           1305           1305         33.713             25        31.2592
           1308           1308        33.7127             25        31.2553
           1311           1311        33.7058             25        31.2511
           1314           1314        33.7039             25        31.2474
           1317           1317        33.7114             25        31.2439
           1320           1320        33.7011             25        31.2402
           1323           1323        33.7141             25        31.2365
           1326           1326         33.714             25         31.233
           1329           1329         33.713             25        31.2292
           1332           1332        33.7295             25        31.2255
           1335           1335        33.7181             25         31.222
           1338           1338        33.7146             25        31.2185
           1341           1341        33.7223             25        31.2145
           1344           1344        33.7161             25        31.2103
           1347           1347        33.7133             25        31.2066
           1350           1350        33.7234             25        31.2034
           1353           1353        33.7273             25        31.1994
           1356           1356        33.7143             25        31.1948
           1359           1359        33.7158             25        31.1905
           1362           1362        33.7218             25        31.1876
           1365           1365        33.7226             25        31.1848
           1368           1368        33.7186             25        31.1814
           1371           1371        33.7197             25        31.1777
           1374           1374        33.7203             25        31.1741
           1377           1377        33.7283             25        31.1709
           1380           1380         33.728             25        31.1671
           1383           1383        33.7332             25        31.1626
           1386           1386        33.7313             25        31.1585
           1389           1389        33.7243             25        31.1546
           1392           1392        33.7308             25        31.1508
           1395           1395        33.7254             25        31.1473
           1398           1398        33.7187             25        31.1441
           1401           1401         33.727             25        31.1405
           1404           1404        33.7169             25        31.1364
           1407           1407        33.7274             25        31.1325
           1410           1410        33.7199             25        31.1295
           1413           1413        33.7322             25         31.126
           1416           1416        33.7137             25        31.1219
           1419           1419        33.7233             25        31.1178
           1422           1422        33.7153             25        31.1148
           1425           1425        33.7209             25        31.1116
           1428           1428         33.721             25        31.1079
           1431           1431        33.7183             25        31.1039
           1434           1434        33.7209             25        31.1007
           1437           1437        33.7201             25         31.097
           1440           1440        33.7259             25        31.0932
           1443           1443        33.7202             25        31.0895
           1446           1446        33.7279             25         31.086
           1449           1449         33.727             25        31.0813
           1452           1452         33.723             25        31.0771
           1455           1455        33.7106             25        31.0739
           1458           1458        33.7191             25        31.0708
           1461           1461        33.7181             25        31.0671
           1464           1464        33.7152             25        31.0632
           1467           1467        33.7101             25        31.0595
           1470           1470        33.7187             25        31.0566
           1473           1473        33.7096             25         31.053
           1476           1476        33.7164             25        31.0489
           1479           1479        33.7243             25        31.0449
           1482           1482         33.716             25        31.0417
           1485           1485        33.7298             25        31.0385
           1488           1488         33.729             25        31.0349
           1491           1491        33.7182             25        31.0306
           1494           1494        33.7348             25        31.0265
           1497           1497        33.7245             25        31.0225
           1500           1500        33.7355             25        31.0185
           1503           1503        33.7329             25        31.0154
           1506           1506        33.7221             25        31.0123
           1509           1509        33.7293             25        31.0083
           1512           1512        33.7355             25        31.0046
           1515           1515        33.7149             25        31.0017
           1518           1518        33.7288             25        30.9988
           1521           1521        33.7356             25        30.9949
           1524           1524        33.7219             25        30.9909
           1527           1527        33.7268             25        30.9873
           1530           1530        33.7249             25        30.9839
           1533           1533        33.7187             25          30.98
           1536           1536        33.7268             25        30.9764
           1539           1539        33.7252             25        30.9729
           1542           1542         33.731             25        30.9689
           1545           1545        33.7338             25        30.9647
           1548           1548         33.734             25         30.961
           1551           1551         33.725             25        30.9583
           1554           1554        33.7306             25        30.9553
           1557           1557        33.7327             25        30.9513
           1560           1560        33.7273             25        30.9472
           1563           1563        33.7312             25        30.9436
           1566           1566        33.7349             25        30.9406
           1569           1569        33.7253             25        30.9371
           1572           1572        33.7419             25        30.9331
           1575           1575        33.7446             25        30.9289
           1578           1578        33.7315             25        30.9258
           1581           1581        33.7324             25        30.9228
           1584           1584        33.7273             25        30.9194
           1587           1587        33.7376             25        30.9154
           1590           1590        33.7327             25        30.9117
           1593           1593         33.732             25        30.9086
           1596           1596        33.7389             25        30.9052
           1599           1599        33.7436             25        30.9013
           1602           1602        33.7403             25        30.8974
           1605           1605        33.7363             25        30.8937
           1608           1608        33.7334             25          30.89
           1611           1611        33.7273             25        30.8863
           1614           1614         33.728             25        30.8829
           1617           1617        33.7234             25        30.8798
           1620           1620        33.7425             25         30.876
           1623           1623        33.7308             25        30.8721
           1626           1626         33.727             25        30.8687
           1629           1629        33.7311             25        30.8654
           1632           1632         33.737             25        30.8621
           1635           1635        33.7278             25        30.8583
           1638           1638        33.7358             25        30.8543
           1641           1641        33.7335             25        30.8507
           1644           1644        33.7366             25        30.8478
           1647           1647        33.7231             25        30.8443
           1650           1650        33.7267             25        30.8395
           1653           1653        33.7296             25        30.8353
           1656           1656        33.7269             25        30.8321
           1659           1659        33.7215             25        30.8299
           1662           1662        33.7322             25        30.8269
           1665           1665         33.736             25        30.8229
           1668           1668        33.7389             25         30.819
           1671           1671        33.7327             25        30.8156
           1674           1674        33.7428             25        30.8125
           1677           1677        33.7527             25         30.809
           1680           1680        33.7492             25        30.8052
           1683           1683        33.7335             25        30.8012
           1686           1686        33.7319             25        30.7981
           1689           1689        33.7306             25        30.7954
           1692           1692        33.7443             25         30.792
           1695           1695        33.7409             25        30.7875
           1698           1698         33.736             25        30.7832
           1701           1701        33.7402             25        30.7801
           1704           1704        33.7264             25        30.7773
           1707           1707        33.7366             25        30.7742
           1710           1710        33.7386             25        30.7702
           1713           1713        33.7296             25        30.7664
           1716           1716        33.7306             25        30.7629
           1719           1719        33.7425             25        30.7595
           1722           1722        33.7318             25         30.756
           1725           1725        33.7309             25        30.7529
           1728           1728        33.7264             25        30.7499
           1731           1731        33.7368             25        30.7466
           1734           1734        33.7399             25        30.7425
           1737           1737        33.7436             25        30.7388
           1740           1740        33.7381             25        30.7352
           1743           1743        33.7441             25        30.7314
           1746           1746        33.7409             25        30.7268
