Title                                                           21.09.2015 09:29
________________________________________________________________________________

Title


Curve Name:
  |CJ Top2 sans CNT 25/800°C 5C/mn N2-CJ Blanc 25/800°C 5C/mn N2, 31.08.2015 15:12:28
  Performed 24.07.2015 04:45:28
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
           6759           6759        471.427         438.25        24.1948
           6762           6762        471.693          438.5        24.1954
           6765           6765        471.969         438.75        24.1957
           6768           6768        472.232            439        24.1954
           6771           6771        472.502         439.25        24.1952
           6774           6774        472.774          439.5         24.195
           6777           6777         473.04         439.75        24.1945
           6780           6780        473.309            440        24.1939
           6783           6783        473.579         440.25        24.1933
           6786           6786        473.851          440.5        24.1935
           6789           6789        474.123         440.75        24.1933
           6792           6792        474.392            441        24.1934
           6795           6795        474.656         441.25        24.1933
           6798           6798        474.926          441.5        24.1931
           6801           6801        475.193         441.75        24.1926
           6804           6804        475.463            442        24.1918
           6807           6807        475.726         442.25        24.1904
           6810           6810        476.002          442.5        24.1901
           6813           6813         476.27         442.75        24.1905
           6816           6816        476.539            443        24.1906
           6819           6819        476.803         443.25        24.1904
           6822           6822        477.076          443.5        24.1902
           6825           6825        477.345         443.75        24.1898
           6828           6828         477.61            444        24.1894
           6831           6831        477.887         444.25        24.1891
           6834           6834        478.154          444.5        24.1892
           6837           6837        478.424         444.75        24.1897
           6840           6840         478.69            445        24.1901
           6843           6843        478.961         445.25        24.1901
           6846           6846         479.23          445.5        24.1893
           6849           6849        479.499         445.75        24.1884
           6852           6852        479.766            446        24.1874
           6855           6855        480.037         446.25        24.1872
           6858           6858        480.304          446.5        24.1873
           6861           6861        480.576         446.75        24.1874
           6864           6864        480.846            447        24.1872
           6867           6867        481.114         447.25         24.187
           6870           6870        481.383          447.5        24.1869
           6873           6873        481.652         447.75        24.1873
           6876           6876        481.925            448        24.1874
           6879           6879        482.188         448.25        24.1865
           6882           6882        482.457          448.5        24.1853
           6885           6885        482.724         448.75        24.1846
           6888           6888        482.997            449        24.1855
           6891           6891         483.26         449.25        24.1865
           6894           6894        483.535          449.5        24.1863
           6897           6897        483.801         449.75         24.186
           6900           6900        484.066            450        24.1869
           6903           6903        484.338         450.25        24.1879
           6906           6906        484.609          450.5        24.1873
           6909           6909        484.877         450.75        24.1859
           6912           6912        485.142            451        24.1853
           6915           6915        485.413         451.25        24.1862
           6918           6918        485.683          451.5        24.1866
           6921           6921         485.95         451.75        24.1859
           6924           6924        486.216            452        24.1848
           6927           6927        486.498         452.25        24.1847
           6930           6930         486.76          452.5        24.1847
           6933           6933        487.029         452.75        24.1839
           6936           6936        487.297            453        24.1828
           6939           6939        487.565         453.25        24.1829
           6942           6942         487.83          453.5        24.1843
           6945           6945        488.098         453.75        24.1857
           6948           6948        488.365            454        24.1859
           6951           6951        488.635         454.25        24.1845
           6954           6954        488.905          454.5        24.1837
           6957           6957        489.182         454.75        24.1835
           6960           6960        489.444            455        24.1835
           6963           6963        489.712         455.25         24.182
           6966           6966         489.98          455.5        24.1808
           6969           6969        490.254         455.75        24.1809
           6972           6972         490.52            456        24.1813
           6975           6975         490.79         456.25        24.1809
           6978           6978        491.062          456.5        24.1802
           6981           6981        491.334         456.75        24.1804
           6984           6984        491.596            457        24.1809
           6987           6987        491.866         457.25        24.1811
           6990           6990        492.129          457.5        24.1803
           6993           6993        492.398         457.75        24.1792
           6996           6996        492.668            458        24.1784
           6999           6999        492.934         458.25        24.1787
           7002           7002        493.209          458.5        24.1787
           7005           7005        493.469         458.75        24.1783
           7008           7008        493.743            459        24.1779
           7011           7011         494.01         459.25        24.1781
           7014           7014        494.275          459.5         24.178
           7017           7017        494.548         459.75        24.1782
           7020           7020         494.82            460        24.1783
           7023           7023         495.08         460.25        24.1783
           7026           7026        495.352          460.5        24.1782
           7029           7029        495.619         460.75         24.178
           7032           7032        495.895            461        24.1777
           7035           7035        496.156         461.25        24.1774
           7038           7038        496.429          461.5        24.1775
           7041           7041        496.694         461.75        24.1767
           7044           7044        496.958            462         24.176
           7047           7047         497.23         462.25        24.1761
           7050           7050        497.497          462.5        24.1768
           7053           7053        497.766         462.75        24.1766
           7056           7056        498.034            463        24.1761
           7059           7059        498.308         463.25        24.1757
           7062           7062        498.568          463.5        24.1762
           7065           7065        498.837         463.75        24.1758
           7068           7068        499.112            464        24.1751
           7071           7071        499.377         464.25        24.1751
           7074           7074        499.644          464.5         24.176
           7077           7077        499.912         464.75        24.1758
           7080           7080        500.182            465        24.1746
           7083           7083        500.451         465.25        24.1737
           7086           7086        500.715          465.5        24.1744
           7089           7089        500.988         465.75        24.1747
           7092           7092        501.251            466        24.1744
           7095           7095        501.521         466.25        24.1738
           7098           7098        501.788          466.5        24.1737
           7101           7101        502.061         466.75        24.1736
           7104           7104        502.327            467        24.1728
           7107           7107        502.594         467.25         24.171
           7110           7110        502.859          467.5        24.1701
           7113           7113        503.125         467.75         24.171
           7116           7116        503.394            468        24.1718
           7119           7119        503.663         468.25        24.1708
           7122           7122        503.937          468.5        24.1694
           7125           7125        504.201         468.75        24.1694
           7128           7128        504.467            469        24.1699
           7131           7131        504.737         469.25        24.1689
           7134           7134        505.008          469.5        24.1669
           7137           7137        505.273         469.75        24.1659
           7140           7140        505.543            470        24.1658
           7143           7143        505.805         470.25        24.1658
           7146           7146        506.077          470.5        24.1654
           7149           7149        506.348         470.75        24.1654
           7152           7152        506.618            471        24.1661
           7155           7155        506.883         471.25        24.1666
           7158           7158        507.156          471.5        24.1664
           7161           7161        507.418         471.75        24.1656
           7164           7164        507.689            472        24.1651
           7167           7167        507.959         472.25        24.1662
           7170           7170        508.224          472.5        24.1669
           7173           7173        508.484         472.75        24.1669
           7176           7176        508.758            473        24.1663
           7179           7179        509.029         473.25        24.1667
           7182           7182        509.295          473.5         24.167
           7185           7185        509.563         473.75        24.1664
           7188           7188        509.833            474        24.1649
           7191           7191          510.1         474.25        24.1638
           7194           7194        510.368          474.5        24.1643
           7197           7197         510.63         474.75        24.1648
           7200           7200          510.9            475        24.1644
           7203           7203        511.175         475.25         24.163
           7206           7206        511.438          475.5        24.1629
           7209           7209        511.701         475.75        24.1638
           7212           7212        511.972            476        24.1638
           7215           7215        512.238         476.25        24.1622
           7218           7218        512.507          476.5        24.1616
           7221           7221        512.772         476.75        24.1626
           7224           7224        513.047            477        24.1634
           7227           7227        513.306         477.25        24.1627
           7230           7230         513.58          477.5         24.162
           7233           7233        513.847         477.75         24.162
           7236           7236        514.111            478        24.1619
           7239           7239         514.38         478.25        24.1612
           7242           7242        514.654          478.5        24.1605
           7245           7245        514.923         478.75        24.1598
           7248           7248        515.188            479        24.1595
           7251           7251        515.452         479.25        24.1592
           7254           7254        515.727          479.5        24.1586
           7257           7257        515.992         479.75         24.158
           7260           7260        516.262            480        24.1576
           7263           7263        516.526         480.25        24.1579
           7266           7266        516.798          480.5        24.1587
           7269           7269        517.074         480.75        24.1594
           7272           7272        517.334            481        24.1589
           7275           7275        517.607         481.25        24.1584
           7278           7278        517.871          481.5         24.158
           7281           7281         518.14         481.75        24.1574
           7284           7284        518.404            482        24.1564
           7287           7287        518.676         482.25         24.156
           7290           7290        518.944          482.5        24.1566
           7293           7293        519.215         482.75         24.157
           7296           7296        519.484            483        24.1563
           7299           7299         519.75         483.25        24.1554
           7302           7302        520.024          483.5        24.1569
           7305           7305        520.286         483.75        24.1585
           7308           7308        520.552            484        24.1585
           7311           7311        520.819         484.25        24.1569
           7314           7314        521.089          484.5        24.1562
           7317           7317        521.354         484.75        24.1564
           7320           7320        521.624            485        24.1562
           7323           7323        521.888         485.25         24.155
           7326           7326        522.161          485.5        24.1541
           7329           7329        522.424         485.75        24.1541
           7332           7332        522.696            486        24.1543
           7335           7335         522.96         486.25        24.1529
           7338           7338         523.23          486.5         24.151
           7341           7341        523.493         486.75        24.1507
           7344           7344        523.772            487        24.1523
           7347           7347        524.032         487.25        24.1535
           7350           7350        524.304          487.5         24.153
           7353           7353        524.571         487.75        24.1529
           7356           7356        524.846            488        24.1541
           7359           7359        525.112         488.25        24.1547
           7362           7362         525.38          488.5        24.1533
           7365           7365        525.645         488.75        24.1517
           7368           7368        525.919            489        24.1512
           7371           7371         526.18         489.25        24.1518
           7374           7374        526.453          489.5        24.1523
           7377           7377         526.72         489.75        24.1517
           7380           7380        526.988            490        24.1508
           7383           7383        527.256         490.25        24.1512
           7386           7386        527.515          490.5        24.1518
           7389           7389         527.79         490.75        24.1514
           7392           7392         528.06            491        24.1501
           7395           7395        528.324         491.25        24.1493
           7398           7398        528.594          491.5        24.1497
           7401           7401         528.86         491.75        24.1501
           7404           7404        529.126            492        24.1492
           7407           7407        529.392         492.25        24.1479
           7410           7410        529.663          492.5        24.1489
           7413           7413         529.93         492.75        24.1507
           7416           7416         530.19            493        24.1504
           7419           7419        530.463         493.25        24.1482
           7422           7422        530.729          493.5         24.147
           7425           7425        530.997         493.75         24.147
           7428           7428        531.265            494        24.1473
           7431           7431        531.536         494.25        24.1468
           7434           7434        531.806          494.5        24.1458
           7437           7437        532.073         494.75        24.1454
           7440           7440        532.342            495        24.1461
           7443           7443        532.609         495.25        24.1463
           7446           7446        532.878          495.5        24.1449
           7449           7449        533.149         495.75        24.1435
           7452           7452        533.414            496        24.1432
           7455           7455        533.682         496.25        24.1438
           7458           7458        533.947          496.5        24.1427
           7461           7461        534.215         496.75        24.1414
           7464           7464        534.488            497        24.1412
           7467           7467        534.755         497.25        24.1421
           7470           7470        535.024          497.5        24.1419
           7473           7473        535.288         497.75        24.1408
           7476           7476        535.553            498        24.1404
           7479           7479        535.825         498.25        24.1414
           7482           7482        536.095          498.5        24.1427
           7485           7485        536.361         498.75        24.1431
           7488           7488         536.63            499        24.1423
           7491           7491        536.896         499.25        24.1417
           7494           7494        537.166          499.5        24.1422
           7497           7497        537.433         499.75        24.1423
           7500           7500        537.704            500        24.1416
           7503           7503        537.973         500.25        24.1411
           7506           7506        538.243          500.5        24.1423
           7509           7509        538.506         500.75        24.1432
           7512           7512        538.771            501        24.1427
           7515           7515        539.046         501.25        24.1412
           7518           7518        539.316          501.5        24.1409
           7521           7521        539.575         501.75        24.1409
           7524           7524        539.844            502        24.1403
           7527           7527        540.113         502.25        24.1394
           7530           7530        540.378          502.5        24.1394
           7533           7533        540.641         502.75        24.1402
           7536           7536        540.912            503        24.1405
           7539           7539        541.181         503.25        24.1391
           7542           7542         541.45          503.5        24.1378
           7545           7545        541.724         503.75        24.1381
           7548           7548        541.992            504        24.1394
           7551           7551         542.26         504.25        24.1394
           7554           7554        542.527          504.5        24.1383
           7557           7557        542.795         504.75        24.1385
           7560           7560        543.067            505        24.1391
           7563           7563        543.334         505.25        24.1394
           7566           7566        543.596          505.5        24.1389
           7569           7569        543.866         505.75         24.138
           7572           7572        544.137            506        24.1377
           7575           7575        544.409         506.25        24.1387
           7578           7578         544.68          506.5         24.139
           7581           7581        544.948         506.75        24.1386
           7584           7584        545.212            507        24.1382
           7587           7587        545.481         507.25        24.1384
           7590           7590        545.749          507.5        24.1384
           7593           7593        546.016         507.75        24.1382
           7596           7596         546.29            508        24.1374
           7599           7599         546.55         508.25        24.1367
           7602           7602        546.821          508.5        24.1368
           7605           7605          547.1         508.75        24.1366
           7608           7608        547.367            509        24.1366
           7611           7611        547.624         509.25        24.1365
           7614           7614        547.896          509.5        24.1363
           7617           7617        548.165         509.75        24.1358
           7620           7620        548.438            510        24.1358
           7623           7623        548.702         510.25        24.1357
           7626           7626        548.973          510.5        24.1354
           7629           7629         549.24         510.75        24.1348
           7632           7632        549.517            511        24.1346
           7635           7635        549.781         511.25        24.1348
           7638           7638        550.046          511.5        24.1347
           7641           7641         550.32         511.75        24.1338
           7644           7644        550.581            512        24.1329
           7647           7647        550.849         512.25        24.1329
           7650           7650        551.123          512.5        24.1331
           7653           7653        551.394         512.75        24.1327
           7656           7656        551.657            513        24.1315
           7659           7659         551.93         513.25        24.1304
           7662           7662        552.195          513.5        24.1311
           7665           7665        552.464         513.75        24.1323
           7668           7668        552.739            514        24.1326
           7671           7671        553.009         514.25        24.1321
           7674           7674        553.273          514.5        24.1325
           7677           7677        553.543         514.75        24.1339
           7680           7680        553.812            515        24.1349
           7683           7683         554.08         515.25        24.1347
           7686           7686        554.349          515.5        24.1338
           7689           7689        554.619         515.75        24.1334
           7692           7692        554.892            516        24.1335
           7695           7695        555.156         516.25        24.1333
           7698           7698        555.428          516.5        24.1322
           7701           7701        555.694         516.75        24.1317
           7704           7704        555.966            517        24.1325
           7707           7707         556.24         517.25         24.134
           7710           7710        556.512          517.5        24.1341
           7713           7713        556.774         517.75        24.1338
           7716           7716        557.049            518        24.1343
           7719           7719        557.312         518.25        24.1355
           7722           7722        557.581          518.5        24.1353
           7725           7725        557.854         518.75        24.1338
           7728           7728        558.129            519        24.1322
           7731           7731        558.391         519.25        24.1327
           7734           7734        558.665          519.5        24.1343
           7737           7737        558.931         519.75        24.1344
           7740           7740        559.202            520        24.1333
           7743           7743        559.472         520.25         24.133
           7746           7746        559.737          520.5        24.1339
           7749           7749        560.014         520.75        24.1342
           7752           7752        560.288            521        24.1332
           7755           7755        560.557         521.25         24.132
           7758           7758        560.829          521.5        24.1323
           7761           7761        561.097         521.75        24.1328
           7764           7764        561.367            522        24.1327
           7767           7767        561.635         522.25        24.1318
           7770           7770        561.907          522.5        24.1313
           7773           7773        562.176         522.75        24.1316
           7776           7776        562.447            523        24.1317
           7779           7779        562.714         523.25        24.1309
           7782           7782        562.986          523.5        24.1301
           7785           7785         563.25         523.75        24.1301
           7788           7788         563.52            524        24.1305
           7791           7791        563.793         524.25        24.1302
           7794           7794        564.056          524.5        24.1292
           7797           7797        564.333         524.75        24.1288
           7800           7800          564.6            525        24.1292
           7803           7803        564.862         525.25        24.1292
           7806           7806        565.138          525.5        24.1281
           7809           7809        565.402         525.75        24.1274
           7812           7812        565.672            526        24.1278
           7815           7815        565.943         526.25        24.1284
           7818           7818        566.213          526.5        24.1277
           7821           7821        566.483         526.75        24.1264
           7824           7824        566.751            527        24.1258
           7827           7827        567.016         527.25        24.1266
           7830           7830        567.289          527.5        24.1268
           7833           7833        567.554         527.75        24.1258
           7836           7836        567.825            528        24.1249
           7839           7839        568.097         528.25        24.1253
           7842           7842        568.367          528.5        24.1258
           7845           7845        568.635         528.75        24.1254
           7848           7848        568.907            529        24.1243
           7851           7851        569.175         529.25        24.1244
           7854           7854        569.445          529.5        24.1254
           7857           7857        569.724         529.75        24.1256
           7860           7860        569.982            530        24.1249
           7863           7863        570.255         530.25        24.1242
           7866           7866        570.526          530.5        24.1243
           7869           7869        570.792         530.75        24.1245
           7872           7872        571.063            531        24.1241
           7875           7875        571.332         531.25        24.1232
           7878           7878        571.597          531.5        24.1239
           7881           7881        571.867         531.75        24.1246
           7884           7884        572.134            532         24.125
           7887           7887         572.41         532.25        24.1242
           7890           7890        572.678          532.5        24.1234
           7893           7893        572.942         532.75        24.1232
           7896           7896        573.214            533        24.1234
           7899           7899        573.483         533.25        24.1231
           7902           7902         573.75          533.5        24.1231
           7905           7905        574.017         533.75        24.1235
           7908           7908        574.287            534        24.1238
           7911           7911         574.56         534.25        24.1239
           7914           7914        574.826          534.5         24.124
           7917           7917        575.095         534.75        24.1244
           7920           7920        575.362            535        24.1242
           7923           7923        575.629         535.25        24.1239
           7926           7926        575.905          535.5        24.1239
           7929           7929        576.176         535.75        24.1243
           7932           7932        576.441            536        24.1238
           7935           7935        576.709         536.25        24.1231
           7938           7938        576.986          536.5        24.1228
           7941           7941        577.249         536.75        24.1228
           7944           7944        577.523            537        24.1224
           7947           7947        577.791         537.25        24.1215
           7950           7950        578.047          537.5        24.1205
           7953           7953        578.319         537.75        24.1201
           7956           7956        578.591            538        24.1206
           7959           7959        578.857         538.25        24.1208
           7962           7962        579.129          538.5        24.1199
           7965           7965        579.398         538.75         24.119
           7968           7968        579.667            539        24.1193
           7971           7971        579.934         539.25        24.1199
           7974           7974        580.205          539.5        24.1195
           7977           7977        580.478         539.75        24.1191
           7980           7980        580.748            540        24.1198
           7983           7983        581.011         540.25        24.1212
           7986           7986        581.277          540.5        24.1215
           7989           7989        581.558         540.75        24.1209
           7992           7992        581.815            541        24.1208
           7995           7995         582.09         541.25        24.1212
           7998           7998        582.352          541.5        24.1212
           8001           8001        582.618         541.75        24.1209
           8004           8004         582.89            542        24.1213
           8007           8007        583.155         542.25        24.1219
           8010           8010        583.422          542.5         24.122
           8013           8013         583.69         542.75         24.121
           8016           8016        583.965            543        24.1201
           8019           8019        584.231         543.25        24.1204
           8022           8022        584.502          543.5        24.1212
           8025           8025        584.766         543.75        24.1211
           8028           8028        585.039            544        24.1202
           8031           8031        585.306         544.25        24.1196
           8034           8034        585.573          544.5        24.1204
           8037           8037        585.844         544.75        24.1203
           8040           8040        586.107            545        24.1195
           8043           8043        586.378         545.25        24.1189
           8046           8046        586.646          545.5        24.1196
           8049           8049        586.918         545.75        24.1199
           8052           8052        587.181            546        24.1185
           8055           8055        587.449         546.25        24.1165
           8058           8058        587.719          546.5        24.1165
           8061           8061        587.986         546.75        24.1174
           8064           8064        588.259            547        24.1179
           8067           8067        588.523         547.25        24.1169
           8070           8070        588.789          547.5        24.1164
           8073           8073        589.058         547.75        24.1162
           8076           8076        589.325            548        24.1162
           8079           8079        589.594         548.25        24.1157
           8082           8082        589.862          548.5        24.1158
           8085           8085        590.128         548.75        24.1163
           8088           8088        590.391            549        24.1166
           8091           8091         590.66         549.25         24.116
           8094           8094        590.931          549.5        24.1157
           8097           8097        591.199         549.75        24.1154
           8100           8100        591.464            550        24.1153
           8103           8103        591.733         550.25        24.1156
           8106           8106        591.996          550.5        24.1156
           8109           8109        592.264         550.75        24.1151
           8112           8112        592.534            551        24.1149
           8115           8115        592.804         551.25         24.115
           8118           8118        593.067          551.5        24.1155
           8121           8121        593.336         551.75        24.1156
           8124           8124        593.603            552        24.1152
           8127           8127         593.87         552.25        24.1151
           8130           8130        594.131          552.5        24.1158
           8133           8133        594.406         552.75        24.1159
           8136           8136        594.669            553         24.115
           8139           8139        594.947         553.25        24.1142
           8142           8142        595.206          553.5         24.115
           8145           8145        595.476         553.75        24.1156
           8148           8148        595.737            554         24.115
           8151           8151        596.003         554.25        24.1136
           8154           8154        596.273          554.5         24.114
           8157           8157        596.541         554.75        24.1149
           8160           8160        596.804            555        24.1154
           8163           8163        597.074         555.25        24.1145
           8166           8166        597.339          555.5        24.1137
           8169           8169        597.613         555.75        24.1136
           8172           8172         597.88            556        24.1136
           8175           8175        598.144         556.25        24.1131
           8178           8178        598.412          556.5        24.1128
           8181           8181        598.677         556.75        24.1131
           8184           8184        598.947            557        24.1135
           8187           8187        599.207         557.25        24.1136
           8190           8190        599.481          557.5        24.1136
           8193           8193        599.745         557.75        24.1139
           8196           8196        600.016            558        24.1138
           8199           8199        600.286         558.25        24.1134
           8202           8202         600.55          558.5         24.113
           8205           8205        600.821         558.75        24.1134
           8208           8208        601.081            559        24.1137
           8211           8211        601.349         559.25        24.1136
           8214           8214        601.618          559.5        24.1133
           8217           8217        601.888         559.75        24.1139
           8220           8220        602.157            560        24.1145
           8223           8223         602.42         560.25        24.1149
           8226           8226         602.69          560.5         24.115
           8229           8229        602.954         560.75        24.1154
           8232           8232        603.218            561        24.1151
           8235           8235        603.487         561.25        24.1147
           8238           8238        603.755          561.5        24.1144
           8241           8241        604.021         561.75        24.1145
           8244           8244        604.285            562        24.1139
           8247           8247        604.551         562.25        24.1128
           8250           8250        604.818          562.5        24.1118
           8253           8253        605.091         562.75        24.1117
           8256           8256        605.348            563        24.1123
           8259           8259        605.618         563.25        24.1126
           8262           8262        605.885          563.5        24.1118
           8265           8265        606.152         563.75        24.1114
           8268           8268        606.419            564        24.1119
           8271           8271        606.687         564.25        24.1123
           8274           8274        606.957          564.5        24.1115
           8277           8277         607.22         564.75        24.1114
           8280           8280        607.494            565        24.1123
           8283           8283        607.755         565.25        24.1128
           8286           8286        608.025          565.5         24.112
           8289           8289        608.285         565.75        24.1113
           8292           8292        608.557            566        24.1117
           8295           8295         608.82         566.25        24.1125
           8298           8298        609.083          566.5        24.1117
           8301           8301        609.348         566.75        24.1106
           8304           8304         609.62            567        24.1107
           8307           8307        609.884         567.25        24.1116
           8310           8310        610.147          567.5        24.1113
           8313           8313        610.411         567.75        24.1104
           8316           8316        610.678            568        24.1104
           8319           8319         610.94         568.25        24.1121
           8322           8322        611.211          568.5        24.1128
           8325           8325        611.476         568.75        24.1126
           8328           8328        611.744            569        24.1121
           8331           8331        612.006         569.25        24.1122
           8334           8334         612.27          569.5        24.1122
           8337           8337        612.542         569.75        24.1119
           8340           8340        612.808            570        24.1111
           8343           8343        613.072         570.25        24.1104
           8346           8346        613.341          570.5        24.1101
           8349           8349        613.611         570.75        24.1096
           8352           8352        613.877            571        24.1095
           8355           8355        614.138         571.25        24.1094
           8358           8358        614.404          571.5        24.1092
           8361           8361        614.669         571.75        24.1094
           8364           8364        614.938            572        24.1101
           8367           8367        615.204         572.25        24.1099
           8370           8370        615.471          572.5        24.1088
           8373           8373        615.735         572.75        24.1085
           8376           8376        616.005            573        24.1096
           8379           8379        616.273         573.25        24.1105
           8382           8382        616.538          573.5        24.1097
           8385           8385        616.803         573.75        24.1091
           8388           8388        617.064            574        24.1098
           8391           8391        617.331         574.25         24.111
           8394           8394        617.598          574.5        24.1108
           8397           8397        617.862         574.75        24.1102
           8400           8400        618.135            575          24.11
           8403           8403        618.396         575.25        24.1108
           8406           8406        618.663          575.5        24.1105
           8409           8409         618.93         575.75        24.1092
           8412           8412        619.193            576        24.1088
           8415           8415        619.458         576.25        24.1099
           8418           8418        619.722          576.5        24.1105
           8421           8421        619.995         576.75        24.1102
           8424           8424        620.257            577        24.1094
           8427           8427         620.52         577.25        24.1093
           8430           8430         620.79          577.5          24.11
           8433           8433        621.056         577.75        24.1105
           8436           8436        621.322            578        24.1106
           8439           8439        621.584         578.25         24.111
           8442           8442        621.849          578.5        24.1117
           8445           8445        622.114         578.75        24.1114
           8448           8448        622.382            579        24.1106
           8451           8451        622.644         579.25        24.1097
           8454           8454        622.912          579.5        24.1099
           8457           8457        623.178         579.75        24.1095
           8460           8460        623.443            580        24.1093
           8463           8463        623.714         580.25        24.1091
           8466           8466        623.975          580.5        24.1096
           8469           8469        624.247         580.75        24.1096
           8472           8472        624.512            581        24.1097
           8475           8475        624.779         581.25        24.1097
           8478           8478        625.043          581.5        24.1099
           8481           8481        625.305         581.75        24.1097
           8484           8484         625.57            582        24.1091
           8487           8487        625.839         582.25        24.1089
           8490           8490        626.106          582.5        24.1094
           8493           8493        626.371         582.75          24.11
           8496           8496        626.632            583        24.1099
           8499           8499        626.895         583.25        24.1097
           8502           8502        627.159          583.5        24.1105
           8505           8505         627.42         583.75         24.112
           8508           8508        627.692            584        24.1123
           8511           8511        627.954         584.25        24.1117
