w Int P
1420 0 6.11
1420.3552 0 6.11
1420.7106 0.000353599228647987 6.11
1421.0658 0.00195631758037588 6.11
1421.4211 0.00295048678295877 6.11
1421.7764 0.000770125169406925 6.11
1422.1317 0.000978162998055031 6.11
1422.4869 0.000886341203031768 6.11
1422.8422 0.000372968073359323 6.11
1423.1975 0 6.11
1423.5527 0.000997433367778996 6.11
1423.9081 0.000608109659235622 6.11
1424.2633 0.000894825975576965 6.11
1424.6187 0.00218375202896659 6.11
1424.9739 0.000852419338066256 6.11
1425.3291 0.000898371252528137 6.11
1425.6844 0.0022660264654385 6.11
1426.0397 0.00227379249484947 6.11
1426.395 0.0024389906567549 6.11
1426.7502 0.00235326493113198 6.11
1427.1056 0.00144540555995546 6.11
1427.4608 0.00123360609850735 6.11
1427.816 0.00124848033135565 6.11
1428.1714 0.000930989971768439 6.11
1428.5266 0.000805918095140666 6.11
1428.882 0.00229030203158256 6.11
1429.2372 0.00232727997585188 6.11
1429.5925 0.000783703212732958 6.11
1429.9478 0.0026321312295962 6.11
1430.303 0.00240305071167832 6.11
1430.6583 0.00192066894543572 6.11
1431.0135 0.00376953335605322 6.11
1431.3689 0.00141619492942812 6.11
1431.7241 0.00224710782912704 6.11
1432.0795 0 6.11
1432.4347 0.00136827569555727 6.11
1432.7899 0.0032642942105209 6.11
1433.1453 0.00218037209706337 6.11
1433.5005 0.00148386528114028 6.11
1433.8558 0.00107142338541628 6.11
1434.2111 0.000523449587335105 6.11
1434.5664 0.00193998361526411 6.11
1434.9216 0.00216389839422268 6.11
1435.2769 0.00129644115748512 6.11
1435.6322 0.00172697617710275 6.11
1435.9874 0.00233392887742872 6.11
1436.3428 0.00295430361548832 6.11
1436.698 0.00249478714347394 6.11
1437.0533 0.00230712077357462 6.11
1437.4086 0.00132937371051807 6.11
1437.7638 0 6.11
1438.1191 0.00038266980894845 6.11
1438.4744 0.00119726057583791 6.11
1438.8297 0.00152122529179377 6.11
1439.1849 0.0024545145352375 6.11
1439.5403 0.00188150199593902 6.11
1439.8955 0.000482766509633819 6.11
1440.2507 0.00155290954114664 6.11
1440.6061 0.00100962012192325 6.11
1440.9613 0.00186661725134655 6.11
1441.3167 0.00123567195677478 6.11
1441.6719 0.00302526094121842 6.11
1442.0272 0.00172730753501177 6.11
1442.3824 0.00152509249612663 6.11
1442.7377 0.0023160036855947 6.11
1443.093 0.0018596340163052 6.11
1443.4482 0.00197968728766053 6.11
1443.8036 0.000465610942666691 6.11
1444.1588 0.00325774032999878 6.11
1444.5142 0.000906139476908735 6.11
1444.8694 0.00101910357915961 6.11
1445.2246 0.00101151021921906 6.11
1445.58 0.00183356833179983 6.11
1445.9352 0.0017491778677916 6.11
1446.2905 0.00184342261125427 6.11
1446.6458 0.000520377140758762 6.11
1447.0011 0.0032122357324666 6.11
1447.3563 0.0033379344954972 6.11
1447.7115 0.0030405392295597 6.11
1448.0669 0.00306248219969145 6.11
1448.4221 0.000218444404454256 6.11
1448.7775 0.00154260966521932 6.11
1449.1327 0.00211343487592647 6.11
1449.488 0.00188599204770302 6.11
1449.8433 0.00218517363445774 6.11
1450.1985 0.00190106109202771 6.11
1450.5538 0.00294980386170739 6.11
1450.9091 0.00331113932642444 6.11
1451.2644 0.00212000022679984 6.11
1451.6196 0.00229766840675165 6.11
1451.975 0.00320288352746575 6.11
1452.3302 0.00272920366235814 6.11
1452.6854 0.00245085543279096 6.11
1453.0408 0.00320419479679518 6.11
1453.396 0.00292078775516646 6.11
1453.7513 0.00377514203248218 6.11
1454.1066 0.00251008278679436 6.11
1454.4619 0.00388522587351287 6.11
1454.8171 0.00442316583529026 6.11
1455.1724 0.00435931750340252 6.11
1455.5277 0.00215837060000364 6.11
1455.8829 0.00354263823461263 6.11
1456.2383 0.00292253685867311 6.11
1456.5935 0.0024623654773294 6.11
1456.9489 0.00436441015760348 6.11
1457.3041 0.00280646170625487 6.11
1457.6593 0.00268149974774478 6.11
1458.0146 0.00337750845468647 6.11
1458.3699 0.00496974824798181 6.11
1458.7252 0.00170460759798486 6.11
1459.0804 0.00356517590409892 6.11
1459.4358 0.00392797527400441 6.11
1459.791 0.00328971172617442 6.11
1460.1462 0.00317512879840013 6.11
1460.5016 0.00450938346325623 6.11
1460.8568 0.00520577593447649 6.11
1461.2122 0.00343597411482103 6.11
1461.5674 0.00267179575450426 6.11
1461.9227 0.00152167075830526 6.11
1462.278 0.00290533629470351 6.11
1462.6332 0.003021175869694 6.11
1462.9885 0.0024487268117203 6.11
1463.3438 0.00276874517898339 6.11
1463.6991 0.00276188794445729 6.11
1464.0543 0.00427331801402275 6.11
1464.4097 0.0041786216506238 6.11
1464.7649 0.00425804550214832 6.11
1465.1201 0.0051414209352161 6.11
1465.4755 0.00549050091374974 6.11
1465.8307 0.00512079107304631 6.11
1466.186 0.00356489320649984 6.11
1466.5413 0.00266834005093743 6.11
1466.8966 0.00347293795595077 6.11
1467.2518 0.00461074519800031 6.11
1467.6071 0.00389050337637522 6.11
1467.9624 0.00415844687291311 6.11
1468.3176 0.00431889786278344 6.11
1468.673 0.00332411318022878 6.11
1469.0282 0.00383826662551594 6.11
1469.3835 0.00289715255407843 6.11
1469.7388 0.00396323579082168 6.11
1470.094 0.0036878610614739 6.11
1470.4493 0.00345827054028478 6.11
1470.8046 0.00472404615015295 6.11
1471.1599 0.00530956600528644 6.11
1471.5151 0.00324871875959123 6.11
1471.8705 0.00510265719680556 6.11
1472.2257 0.00470422084873793 6.11
1472.5809 0.00554700102306635 6.11
1472.9363 0.00577660332695076 6.11
1473.2915 0.00590925164419039 6.11
1473.6469 0.00551681760472847 6.11
1474.0021 0.00582948447695815 6.11
1474.3574 0.0038266778449213 6.11
1474.7126 0.00314507723944835 6.11
1475.0679 0.00509876514432638 6.11
1475.4232 0.00340065019835607 6.11
1475.7784 0.0050283438294465 6.11
1476.1338 0.00567540061168312 6.11
1476.489 0.00453343474122547 6.11
1476.8444 0.00658968407348616 6.11
1477.1996 0.0069326295548429 6.11
1477.5548 0.00496787894460933 6.11
1477.9102 0.00429702161312682 6.11
1478.2654 0.00548146914183426 6.11
1478.6207 0.00665123723213149 6.11
1478.976 0.00591050321144203 6.11
1479.3313 0.00530081410801347 6.11
1479.6865 0.00716634171344447 6.11
1480.0417 0.00634387710482134 6.11
1480.3971 0.00498257658703336 6.11
1480.7523 0.00502238991041064 6.11
1481.1077 0.00601017238911465 6.11
1481.4629 0.00686413512245993 6.11
1481.8182 0.00705380813220406 6.11
1482.1735 0.00733365008541401 6.11
1482.5287 0.00724682527232507 6.11
1482.884 0.00683436151711412 6.11
1483.2393 0.00649336870623723 6.11
1483.5946 0.00704909117805339 6.11
1483.9498 0.00706980845132047 6.11
1484.3052 0.00645927218098176 6.11
1484.6604 0.00635947506473792 6.11
1485.0156 0.00709018903599291 6.11
1485.371 0.00683595591981434 6.11
1485.7262 0.00829809896076838 6.11
1486.0815 0.00761317970768345 6.11
1486.4368 0.00818693775051059 6.11
1486.7921 0.00699801912182903 6.11
1487.1473 0.00943464442748749 6.11
1487.5026 0.00852299652530691 6.11
1487.8579 0.00704245505592862 6.11
1488.2131 0.00734460031199741 6.11
1488.5685 0.010515484470252 6.11
1488.9237 0.00675489419505398 6.11
1489.2791 0.00586598958749396 6.11
1489.6343 0.00847447488834972 6.11
1489.9895 0.00746755969443952 6.11
1490.3448 0.00834480190301434 6.11
1490.7001 0.00627002676292041 6.11
1491.0554 0.00722876248300233 6.11
1491.4106 0.00753142164070743 6.11
1491.766 0.0078250433151993 6.11
1492.1212 0.00809102385756089 6.11
1492.4764 0.00902961995229527 6.11
1492.8318 0.00705320888113246 6.11
1493.187 0.00686859126012908 6.11
1493.5424 0.00675310861522647 6.11
1493.8976 0.0101221000156489 6.11
1494.2529 0.00974373497074591 6.11
1494.6082 0.00694181426476547 6.11
1494.9634 0.0089663067960108 6.11
1495.3187 0.0082304592966609 6.11
1495.674 0.00857026881798159 6.11
1496.0293 0.00876815979811225 6.11
1496.3845 0.00918864947175364 6.11
1496.7399 0.00841227149936894 6.11
1497.0951 0.010475853230801 6.11
1497.4503 0.0106102140584067 6.11
1497.8057 0.00989030437015829 6.11
1498.1609 0.010029691333999 6.11
1498.5162 0.00913103949921083 6.11
1498.8715 0.00952897931602915 6.11
1499.2268 0.00797398894630289 6.11
1499.582 0.00782919127578985 6.11
1499.9373 0.00963463341123881 6.11
1500.2926 0.00923254868676365 6.11
1500.6478 0.00899122365398399 6.11
1501.0032 0.00923841743469077 6.11
1501.3584 0.00939526071625297 6.11
1501.7137 0.00990001781018304 6.11
1502.069 0.0093383740539556 6.11
1502.4242 0.00913101702817761 6.11
1502.7795 0.00973466751127214 6.11
1503.1348 0.00907084050424889 6.11
1503.4901 0.00911842862314037 6.11
1503.8453 0.00899582229467421 6.11
1504.2007 0.00837638780265001 6.11
1504.5559 0.00953600615894614 6.11
1504.9111 0.00962448715549455 6.11
1505.2665 0.0109613573717424 6.11
1505.6217 0.010852222395419 6.11
1505.9771 0.0110968644911224 6.11
1506.3323 0.0098092773142165 6.11
1506.6876 0.0100204079451741 6.11
1507.0428 0.0106703457878421 6.11
1507.3981 0.00796768384617796 6.11
1507.7534 0.0100625283513806 6.11
1508.1086 0.00860072703449835 6.11
1508.464 0.010419855319544 6.11
1508.8192 0.0104902591576658 6.11
1509.1746 0.00832098793166434 6.11
1509.5298 0.00903011357839947 6.11
1509.885 0.0108446074837615 6.11
1510.2404 0.0119346831228599 6.11
1510.5956 0.011652703420747 6.11
1510.9509 0.0101270663401495 6.11
1511.3062 0.011880378650074 6.11
1511.6615 0.0109912815240327 6.11
1512.0167 0.0122912989955826 6.11
1512.3719 0.0101410685115245 6.11
1512.7273 0.0110549902547591 6.11
1513.0825 0.0120924530038907 6.11
1513.4379 0.0101929385495402 6.11
1513.7931 0.0117832287560428 6.11
1514.1484 0.0121563126656826 6.11
1514.5037 0.0123507132734279 6.11
1514.8589 0.012699935484019 6.11
1515.2142 0.012659494926086 6.11
1515.5695 0.0121478734045682 6.11
1515.9248 0.0122758945558675 6.11
1516.28 0.0131591333445696 6.11
1516.6354 0.016926097357742 6.11
1516.9906 0.0158133763520794 6.11
1517.3458 0.0153275990048105 6.11
1517.7012 0.0142412596266898 6.11
1518.0564 0.0160627105125851 6.11
1518.4117 0.0147583125422166 6.11
1518.767 0.0152017296833193 6.11
1519.1223 0.0151089275985461 6.11
1519.4775 0.015491704912512 6.11
1519.8328 0.0178640622423853 6.11
1520.1881 0.0187550936497797 6.11
1520.5433 0.0187552325786214 6.11
1520.8987 0.0203341935382552 6.11
1521.2539 0.0191422395941794 6.11
1521.6093 0.0198988331734587 6.11
1521.9645 0.0214204491893301 6.11
1522.3197 0.0227453195975288 6.11
1522.675 0.0230639017136869 6.11
1523.0303 0.0230498142098961 6.11
1523.3856 0.0227189509052611 6.11
1523.7408 0.0218044429489379 6.11
1524.0962 0.0230724488606544 6.11
1524.4514 0.024832553852663 6.11
1524.8066 0.02446207464477 6.11
1525.162 0.0234241712385045 6.11
1525.5172 0.0239836638784455 6.11
1525.8726 0.0252279189200281 6.11
1526.2278 0.0276096844833773 6.11
1526.5831 0.0291271218832915 6.11
