t(ns)	MSD(A2)
0.000000	0.000000e+00
0.001000	6.008072e+00
0.002000	1.154095e+01
0.003000	1.698671e+01
0.004000	2.237550e+01
0.005000	2.771613e+01
0.006000	3.301287e+01
0.007000	3.826889e+01
0.008000	4.348678e+01
0.009000	4.866812e+01
0.010000	5.381476e+01
0.011000	5.892742e+01
0.012000	6.400777e+01
0.013000	6.905786e+01
0.014000	7.407749e+01
0.015000	7.906877e+01
0.016000	8.403263e+01
0.017000	8.896884e+01
0.018000	9.387880e+01
0.019000	9.876309e+01
0.020000	1.036230e+02
0.021000	1.084597e+02
0.022000	1.132736e+02
0.023000	1.180658e+02
0.024000	1.228370e+02
0.025000	1.275874e+02
0.026000	1.323163e+02
0.027000	1.370258e+02
0.028000	1.417151e+02
0.029000	1.463850e+02
0.030000	1.510363e+02
0.031000	1.556699e+02
0.032000	1.602866e+02
0.033000	1.648860e+02
0.034000	1.694680e+02
0.035000	1.740335e+02
0.036000	1.785827e+02
0.037000	1.831170e+02
0.038000	1.876353e+02
0.039000	1.921400e+02
0.040000	1.966299e+02
0.041000	2.011057e+02
0.042000	2.055674e+02
0.043000	2.100148e+02
0.044000	2.144486e+02
0.045000	2.188689e+02
0.046000	2.232763e+02
0.047000	2.276716e+02
0.048000	2.320544e+02
0.049000	2.364251e+02
0.050000	2.407845e+02
0.051000	2.451328e+02
0.052000	2.494699e+02
0.053000	2.537969e+02
0.054000	2.581129e+02
0.055000	2.624191e+02
0.056000	2.667153e+02
0.057000	2.710019e+02
0.058000	2.752783e+02
0.059000	2.795446e+02
0.060000	2.838016e+02
0.061000	2.880489e+02
0.062000	2.922868e+02
0.063000	2.965159e+02
0.064000	3.007370e+02
0.065000	3.049497e+02
0.066000	3.091544e+02
0.067000	3.133514e+02
0.068000	3.175405e+02
0.069000	3.217219e+02
0.070000	3.258959e+02
0.071000	3.300626e+02
0.072000	3.342208e+02
0.073000	3.383711e+02
0.074000	3.425143e+02
0.075000	3.466490e+02
0.076000	3.507768e+02
0.077000	3.548970e+02
0.078000	3.590105e+02
0.079000	3.631171e+02
0.080000	3.672168e+02
0.081000	3.713095e+02
0.082000	3.753955e+02
0.083000	3.794750e+02
0.084000	3.835483e+02
0.085000	3.876153e+02
0.086000	3.916765e+02
0.087000	3.957324e+02
0.088000	3.997824e+02
0.089000	4.038265e+02
0.090000	4.078651e+02
0.091000	4.118979e+02
0.092000	4.159254e+02
0.093000	4.199479e+02
0.094000	4.239647e+02
0.095000	4.279764e+02
0.096000	4.319818e+02
0.097000	4.359819e+02
0.098000	4.399773e+02
0.099000	4.439677e+02
0.100000	4.479531e+02
0.101000	4.519341e+02
0.102000	4.559090e+02
0.103000	4.598792e+02
0.104000	4.638453e+02
0.105000	4.678071e+02
0.106000	4.717642e+02
0.107000	4.757163e+02
0.108000	4.796648e+02
0.109000	4.836098e+02
0.110000	4.875504e+02
0.111000	4.914875e+02
0.112000	4.954197e+02
0.113000	4.993483e+02
0.114000	5.032732e+02
0.115000	5.071948e+02
0.116000	5.111125e+02
0.117000	5.150260e+02
0.118000	5.189364e+02
0.119000	5.228429e+02
0.120000	5.267458e+02
0.121000	5.306457e+02
0.122000	5.345411e+02
0.123000	5.384333e+02
0.124000	5.423218e+02
0.125000	5.462067e+02
0.126000	5.500879e+02
0.127000	5.539657e+02
0.128000	5.578404e+02
0.129000	5.617114e+02
0.130000	5.655787e+02
0.131000	5.694429e+02
0.132000	5.733030e+02
0.133000	5.771597e+02
0.134000	5.810131e+02
0.135000	5.848639e+02
0.136000	5.887111e+02
0.137000	5.925562e+02
0.138000	5.963978e+02
0.139000	6.002377e+02
0.140000	6.040743e+02
0.141000	6.079083e+02
0.142000	6.117397e+02
0.143000	6.155678e+02
0.144000	6.193933e+02
0.145000	6.232160e+02
0.146000	6.270358e+02
0.147000	6.308528e+02
0.148000	6.346674e+02
0.149000	6.384791e+02
0.150000	6.422886e+02
0.151000	6.460954e+02
0.152000	6.498994e+02
0.153000	6.537009e+02
0.154000	6.575001e+02
0.155000	6.612973e+02
0.156000	6.650922e+02
0.157000	6.688840e+02
0.158000	6.726747e+02
0.159000	6.764635e+02
0.160000	6.802499e+02
0.161000	6.840344e+02
0.162000	6.878153e+02
0.163000	6.915941e+02
0.164000	6.953714e+02
0.165000	6.991455e+02
0.166000	7.029176e+02
0.167000	7.066873e+02
0.168000	7.104545e+02
0.169000	7.142199e+02
0.170000	7.179837e+02
0.171000	7.217455e+02
0.172000	7.255060e+02
0.173000	7.292654e+02
0.174000	7.330228e+02
0.175000	7.367782e+02
0.176000	7.405315e+02
0.177000	7.442830e+02
0.178000	7.480335e+02
0.179000	7.517825e+02
0.180000	7.555292e+02
0.181000	7.592736e+02
0.182000	7.630166e+02
0.183000	7.667572e+02
0.184000	7.704956e+02
0.185000	7.742331e+02
0.186000	7.779676e+02
0.187000	7.817000e+02
0.188000	7.854308e+02
0.189000	7.891598e+02
0.190000	7.928869e+02
0.191000	7.966131e+02
0.192000	8.003374e+02
0.193000	8.040609e+02
0.194000	8.077831e+02
0.195000	8.115035e+02
0.196000	8.152224e+02
0.197000	8.189389e+02
0.198000	8.226537e+02
0.199000	8.263670e+02
0.200000	8.300788e+02
0.201000	8.337885e+02
0.202000	8.374965e+02
0.203000	8.412030e+02
0.204000	8.449077e+02
0.205000	8.486110e+02
0.206000	8.523129e+02
0.207000	8.560140e+02
