t(ns)	MSD(A2)
0.000000	0.000000e+00
0.001000	5.091482e+00
0.002000	9.625380e+00
0.003000	1.400484e+01
0.004000	1.827691e+01
0.005000	2.246048e+01
0.006000	2.656813e+01
0.007000	3.060920e+01
0.008000	3.459126e+01
0.009000	3.851924e+01
0.010000	4.239801e+01
0.011000	4.623201e+01
0.012000	5.002349e+01
0.013000	5.377505e+01
0.014000	5.749014e+01
0.015000	6.117175e+01
0.016000	6.482150e+01
0.017000	6.844147e+01
0.018000	7.203369e+01
0.019000	7.560003e+01
0.020000	7.914050e+01
0.021000	8.265724e+01
0.022000	8.615080e+01
0.023000	8.962164e+01
0.024000	9.307171e+01
0.025000	9.650245e+01
0.026000	9.991379e+01
0.027000	1.033073e+02
0.028000	1.066834e+02
0.029000	1.100431e+02
0.030000	1.133864e+02
0.031000	1.167139e+02
0.032000	1.200265e+02
0.033000	1.233250e+02
0.034000	1.266098e+02
0.035000	1.298812e+02
0.036000	1.331394e+02
0.037000	1.363853e+02
0.038000	1.396186e+02
0.039000	1.428404e+02
0.040000	1.460506e+02
0.041000	1.492486e+02
0.042000	1.524356e+02
0.043000	1.556117e+02
0.044000	1.587777e+02
0.045000	1.619342e+02
0.046000	1.650804e+02
0.047000	1.682168e+02
0.048000	1.713432e+02
0.049000	1.744607e+02
0.050000	1.775687e+02
0.051000	1.806684e+02
0.052000	1.837595e+02
0.053000	1.868417e+02
0.054000	1.899162e+02
0.055000	1.929827e+02
0.056000	1.960423e+02
0.057000	1.990943e+02
0.058000	2.021389e+02
0.059000	2.051763e+02
0.060000	2.082072e+02
0.061000	2.112305e+02
0.062000	2.142475e+02
0.063000	2.172580e+02
0.064000	2.202614e+02
0.065000	2.232577e+02
0.066000	2.262467e+02
0.067000	2.292296e+02
0.068000	2.322059e+02
0.069000	2.351763e+02
0.070000	2.381409e+02
0.071000	2.410993e+02
0.072000	2.440515e+02
0.073000	2.469988e+02
0.074000	2.499403e+02
0.075000	2.528759e+02
0.076000	2.558061e+02
0.077000	2.587306e+02
0.078000	2.616497e+02
0.079000	2.645634e+02
0.080000	2.674718e+02
0.081000	2.703745e+02
0.082000	2.732727e+02
0.083000	2.761660e+02
0.084000	2.790552e+02
0.085000	2.819393e+02
0.086000	2.848187e+02
0.087000	2.876938e+02
0.088000	2.905649e+02
0.089000	2.934313e+02
0.090000	2.962937e+02
0.091000	2.991518e+02
0.092000	3.020060e+02
0.093000	3.048555e+02
0.094000	3.077011e+02
0.095000	3.105412e+02
0.096000	3.133777e+02
0.097000	3.162103e+02
0.098000	3.190393e+02
0.099000	3.218639e+02
0.100000	3.246848e+02
0.101000	3.275019e+02
0.102000	3.303153e+02
0.103000	3.331250e+02
0.104000	3.359302e+02
0.105000	3.387312e+02
0.106000	3.415283e+02
0.107000	3.443217e+02
0.108000	3.471125e+02
0.109000	3.498991e+02
0.110000	3.526819e+02
0.111000	3.554619e+02
0.112000	3.582386e+02
0.113000	3.610116e+02
0.114000	3.637809e+02
0.115000	3.665466e+02
0.116000	3.693094e+02
0.117000	3.720690e+02
0.118000	3.748246e+02
0.119000	3.775782e+02
0.120000	3.803297e+02
0.121000	3.830786e+02
0.122000	3.858246e+02
0.123000	3.885670e+02
0.124000	3.913069e+02
0.125000	3.940444e+02
0.126000	3.967786e+02
0.127000	3.995097e+02
0.128000	4.022378e+02
0.129000	4.049626e+02
0.130000	4.076840e+02
0.131000	4.104026e+02
0.132000	4.131185e+02
0.133000	4.158324e+02
0.134000	4.185435e+02
0.135000	4.212516e+02
0.136000	4.239576e+02
0.137000	4.266613e+02
0.138000	4.293615e+02
0.139000	4.320586e+02
