t(ns)	MSD(A2)
0.000000	0.000000e+00
0.001000	5.998353e+00
0.002000	1.154527e+01
0.003000	1.700487e+01
0.004000	2.240620e+01
0.005000	2.775848e+01
0.006000	3.306493e+01
0.007000	3.832899e+01
0.008000	4.355241e+01
0.009000	4.873728e+01
0.010000	5.388615e+01
0.011000	5.900008e+01
0.012000	6.408021e+01
0.013000	6.912895e+01
0.014000	7.414626e+01
0.015000	7.913451e+01
0.016000	8.409357e+01
0.017000	8.902456e+01
0.018000	9.392902e+01
0.019000	9.880734e+01
0.020000	1.036609e+02
0.021000	1.084902e+02
0.022000	1.132955e+02
0.023000	1.180775e+02
0.024000	1.228380e+02
0.025000	1.275771e+02
0.026000	1.322947e+02
0.027000	1.369924e+02
0.028000	1.416708e+02
0.029000	1.463306e+02
0.030000	1.509717e+02
0.031000	1.555941e+02
0.032000	1.601994e+02
0.033000	1.647880e+02
0.034000	1.693597e+02
0.035000	1.739145e+02
0.036000	1.784538e+02
0.037000	1.829777e+02
0.038000	1.874869e+02
0.039000	1.919818e+02
0.040000	1.964618e+02
0.041000	2.009278e+02
0.042000	2.053802e+02
0.043000	2.098189e+02
0.044000	2.142446e+02
0.045000	2.186568e+02
0.046000	2.230563e+02
0.047000	2.274437e+02
0.048000	2.318201e+02
0.049000	2.361850e+02
0.050000	2.405390e+02
0.051000	2.448825e+02
0.052000	2.492153e+02
0.053000	2.535381e+02
0.054000	2.578499e+02
0.055000	2.621515e+02
0.056000	2.664432e+02
0.057000	2.707251e+02
0.058000	2.749977e+02
0.059000	2.792614e+02
0.060000	2.835158e+02
0.061000	2.877611e+02
0.062000	2.919981e+02
0.063000	2.962265e+02
0.064000	3.004459e+02
0.065000	3.046570e+02
0.066000	3.088598e+02
0.067000	3.130546e+02
0.068000	3.172419e+02
0.069000	3.214216e+02
0.070000	3.255935e+02
0.071000	3.297586e+02
0.072000	3.339166e+02
0.073000	3.380670e+02
0.074000	3.422103e+02
0.075000	3.463461e+02
0.076000	3.504756e+02
0.077000	3.545981e+02
0.078000	3.587138e+02
0.079000	3.628226e+02
0.080000	3.669253e+02
0.081000	3.710205e+02
0.082000	3.751102e+02
0.083000	3.791937e+02
0.084000	3.832709e+02
0.085000	3.873423e+02
0.086000	3.914084e+02
0.087000	3.954680e+02
0.088000	3.995225e+02
0.089000	4.035715e+02
0.090000	4.076152e+02
0.091000	4.116536e+02
0.092000	4.156863e+02
0.093000	4.197133e+02
0.094000	4.237363e+02
0.095000	4.277550e+02
