t(ns)	MSD(A2)
0.000000	0.000000e+00
0.001000	5.817498e+00
0.002000	1.111632e+01
0.003000	1.632367e+01
0.004000	2.147156e+01
0.005000	2.657077e+01
0.006000	3.162583e+01
0.007000	3.664095e+01
0.008000	4.161809e+01
0.009000	4.655902e+01
0.010000	5.146620e+01
0.011000	5.634048e+01
0.012000	6.118454e+01
0.013000	6.599930e+01
0.014000	7.078542e+01
0.015000	7.554446e+01
0.016000	8.027695e+01
0.017000	8.498452e+01
0.018000	8.966775e+01
0.019000	9.432616e+01
0.020000	9.896237e+01
0.021000	1.035761e+02
0.022000	1.081679e+02
0.023000	1.127395e+02
0.024000	1.172901e+02
0.025000	1.218207e+02
0.026000	1.263322e+02
0.027000	1.308250e+02
0.028000	1.352994e+02
0.029000	1.397562e+02
0.030000	1.441949e+02
0.031000	1.486165e+02
0.032000	1.530208e+02
0.033000	1.574088e+02
0.034000	1.617810e+02
0.035000	1.661385e+02
0.036000	1.704809e+02
0.037000	1.748077e+02
0.038000	1.791204e+02
0.039000	1.834189e+02
0.040000	1.877037e+02
0.041000	1.919747e+02
0.042000	1.962327e+02
0.043000	2.004776e+02
0.044000	2.047102e+02
0.045000	2.089308e+02
0.046000	2.131393e+02
0.047000	2.173359e+02
0.048000	2.215208e+02
0.049000	2.256934e+02
0.050000	2.298555e+02
0.051000	2.340068e+02
0.052000	2.381469e+02
0.053000	2.422761e+02
0.054000	2.463943e+02
0.055000	2.505020e+02
0.056000	2.545997e+02
0.057000	2.586880e+02
0.058000	2.627671e+02
0.059000	2.668372e+02
0.060000	2.708976e+02
0.061000	2.749486e+02
0.062000	2.789911e+02
0.063000	2.830252e+02
0.064000	2.870505e+02
0.065000	2.910673e+02
0.066000	2.950755e+02
0.067000	2.990757e+02
0.068000	3.030678e+02
0.069000	3.070520e+02
0.070000	3.110278e+02
0.071000	3.149961e+02
0.072000	3.189565e+02
0.073000	3.229101e+02
0.074000	3.268568e+02
0.075000	3.307961e+02
0.076000	3.347288e+02
0.077000	3.386546e+02
0.078000	3.425737e+02
0.079000	3.464859e+02
0.080000	3.503915e+02
0.081000	3.542910e+02
0.082000	3.581843e+02
0.083000	3.620716e+02
0.084000	3.659528e+02
0.085000	3.698275e+02
0.086000	3.736962e+02
0.087000	3.775585e+02
0.088000	3.814150e+02
0.089000	3.852655e+02
0.090000	3.891106e+02
0.091000	3.929502e+02
0.092000	3.967846e+02
0.093000	4.006127e+02
0.094000	4.044360e+02
0.095000	4.082537e+02
0.096000	4.120664e+02
0.097000	4.158732e+02
0.098000	4.196753e+02
0.099000	4.234729e+02
0.100000	4.272653e+02
0.101000	4.310523e+02
0.102000	4.348339e+02
0.103000	4.386113e+02
0.104000	4.423844e+02
0.105000	4.461528e+02
0.106000	4.499167e+02
0.107000	4.536754e+02
0.108000	4.574296e+02
0.109000	4.611794e+02
0.110000	4.649242e+02
0.111000	4.686641e+02
0.112000	4.723991e+02
0.113000	4.761301e+02
0.114000	4.798572e+02
0.115000	4.835804e+02
0.116000	4.872997e+02
0.117000	4.910158e+02
0.118000	4.947272e+02
0.119000	4.984342e+02
0.120000	5.021377e+02
0.121000	5.058367e+02
0.122000	5.095320e+02
0.123000	5.132236e+02
0.124000	5.169112e+02
0.125000	5.205956e+02
0.126000	5.242767e+02
0.127000	5.279546e+02
0.128000	5.316290e+02
0.129000	5.353010e+02
0.130000	5.389692e+02
0.131000	5.426348e+02
0.132000	5.462967e+02
0.133000	5.499546e+02
0.134000	5.536092e+02
0.135000	5.572607e+02
0.136000	5.609081e+02
0.137000	5.645521e+02
0.138000	5.681935e+02
0.139000	5.718312e+02
0.140000	5.754660e+02
0.141000	5.790978e+02
0.142000	5.827263e+02
0.143000	5.863525e+02
0.144000	5.899762e+02
0.145000	5.935962e+02
0.146000	5.972129e+02
0.147000	6.008272e+02
0.148000	6.044387e+02
0.149000	6.080472e+02
0.150000	6.116532e+02
0.151000	6.152570e+02
0.152000	6.188578e+02
0.153000	6.224554e+02
0.154000	6.260507e+02
0.155000	6.296437e+02
0.156000	6.332344e+02
0.157000	6.368224e+02
0.158000	6.404079e+02
0.159000	6.439907e+02
0.160000	6.475710e+02
0.161000	6.511491e+02
0.162000	6.547247e+02
0.163000	6.582984e+02
0.164000	6.618707e+02
0.165000	6.654407e+02
0.166000	6.690094e+02
0.167000	6.725758e+02
0.168000	6.761400e+02
0.169000	6.797016e+02
0.170000	6.832612e+02
0.171000	6.868189e+02
0.172000	6.903739e+02
0.173000	6.939271e+02
0.174000	6.974777e+02
0.175000	7.010261e+02
0.176000	7.045718e+02
0.177000	7.081153e+02
0.178000	7.116573e+02
0.179000	7.151979e+02
0.180000	7.187367e+02
0.181000	7.222738e+02
0.182000	7.258089e+02
0.183000	7.293427e+02
0.184000	7.328744e+02
0.185000	7.364047e+02
0.186000	7.399331e+02
0.187000	7.434598e+02
0.188000	7.469843e+02
0.189000	7.505067e+02
0.190000	7.540276e+02
0.191000	7.575468e+02
0.192000	7.610641e+02
0.193000	7.645797e+02
0.194000	7.680937e+02
0.195000	7.716061e+02
0.196000	7.751164e+02
0.197000	7.786241e+02
0.198000	7.821304e+02
0.199000	7.856349e+02
0.200000	7.891374e+02
0.201000	7.926388e+02
0.202000	7.961397e+02
0.203000	7.996387e+02
0.204000	8.031363e+02
0.205000	8.066323e+02
0.206000	8.101268e+02
0.207000	8.136194e+02
0.208000	8.171108e+02
0.209000	8.206009e+02
0.210000	8.240890e+02
0.211000	8.275761e+02
0.212000	8.310620e+02
0.213000	8.345471e+02
0.214000	8.380319e+02
0.215000	8.415151e+02
0.216000	8.449967e+02
0.217000	8.484768e+02
0.218000	8.519550e+02
0.219000	8.554309e+02
0.220000	8.589064e+02
0.221000	8.623805e+02
0.222000	8.658541e+02
0.223000	8.693257e+02
0.224000	8.727961e+02
0.225000	8.762647e+02
0.226000	8.797325e+02
0.227000	8.831992e+02
0.228000	8.866649e+02
0.229000	8.901290e+02
0.230000	8.935921e+02
0.231000	8.970545e+02
0.232000	9.005156e+02
0.233000	9.039764e+02
0.234000	9.074355e+02
0.235000	9.108926e+02
0.236000	9.143483e+02
0.237000	9.178027e+02
0.238000	9.212549e+02
0.239000	9.247060e+02
0.240000	9.281560e+02
0.241000	9.316043e+02
0.242000	9.350515e+02
0.243000	9.384968e+02
0.244000	9.419413e+02
0.245000	9.453845e+02
0.246000	9.488270e+02
0.247000	9.522678e+02
0.248000	9.557080e+02
0.249000	9.591467e+02
0.250000	9.625843e+02
0.251000	9.660208e+02
0.252000	9.694561e+02
0.253000	9.728904e+02
0.254000	9.763239e+02
0.255000	9.797574e+02
0.256000	9.831896e+02
0.257000	9.866202e+02
0.258000	9.900508e+02
0.259000	9.934808e+02
0.260000	9.969091e+02
0.261000	1.000336e+03
0.262000	1.003763e+03
0.263000	1.007189e+03
0.264000	1.010613e+03
0.265000	1.014037e+03
0.266000	1.017460e+03
0.267000	1.020882e+03
0.268000	1.024304e+03
0.269000	1.027725e+03
0.270000	1.031143e+03
0.271000	1.034560e+03
0.272000	1.037977e+03
0.273000	1.041393e+03
0.274000	1.044807e+03
0.275000	1.048221e+03
0.276000	1.051633e+03
0.277000	1.055044e+03
0.278000	1.058454e+03
0.279000	1.061864e+03
0.280000	1.065273e+03
0.281000	1.068680e+03
0.282000	1.072086e+03
0.283000	1.075492e+03
0.284000	1.078897e+03
0.285000	1.082302e+03
0.286000	1.085705e+03
0.287000	1.089108e+03
0.288000	1.092510e+03
0.289000	1.095912e+03
0.290000	1.099312e+03
0.291000	1.102713e+03
0.292000	1.106112e+03
0.293000	1.109511e+03
0.294000	1.112908e+03
0.295000	1.116305e+03
0.296000	1.119701e+03
0.297000	1.123097e+03
0.298000	1.126492e+03
0.299000	1.129885e+03
0.300000	1.133279e+03
0.301000	1.136671e+03
0.302000	1.140064e+03
0.303000	1.143456e+03
0.304000	1.146848e+03
0.305000	1.150239e+03
0.306000	1.153628e+03
0.307000	1.157017e+03
0.308000	1.160406e+03
0.309000	1.163793e+03
0.310000	1.167180e+03
0.311000	1.170568e+03
0.312000	1.173955e+03
0.313000	1.177341e+03
0.314000	1.180727e+03
0.315000	1.184112e+03
0.316000	1.187497e+03
0.317000	1.190880e+03
0.318000	1.194263e+03
0.319000	1.197646e+03
0.320000	1.201028e+03
0.321000	1.204410e+03
0.322000	1.207791e+03
0.323000	1.211170e+03
0.324000	1.214549e+03
0.325000	1.217927e+03
0.326000	1.221304e+03
0.327000	1.224680e+03
0.328000	1.228056e+03
0.329000	1.231431e+03
0.330000	1.234806e+03
0.331000	1.238181e+03
0.332000	1.241554e+03
0.333000	1.244926e+03
0.334000	1.248298e+03
0.335000	1.251668e+03
0.336000	1.255038e+03
0.337000	1.258407e+03
0.338000	1.261776e+03
0.339000	1.265144e+03
0.340000	1.268512e+03
0.341000	1.271880e+03
0.342000	1.275247e+03
0.343000	1.278615e+03
0.344000	1.281981e+03
0.345000	1.285347e+03
0.346000	1.288712e+03
0.347000	1.292078e+03
0.348000	1.295442e+03
0.349000	1.298807e+03
0.350000	1.302172e+03
0.351000	1.305535e+03
0.352000	1.308899e+03
0.353000	1.312261e+03
0.354000	1.315624e+03
0.355000	1.318985e+03
0.356000	1.322346e+03
0.357000	1.325705e+03
0.358000	1.329065e+03
0.359000	1.332424e+03
0.360000	1.335782e+03
0.361000	1.339141e+03
0.362000	1.342498e+03
0.363000	1.345856e+03
0.364000	1.349213e+03
0.365000	1.352568e+03
0.366000	1.355923e+03
0.367000	1.359278e+03
0.368000	1.362632e+03
0.369000	1.365986e+03
0.370000	1.369340e+03
0.371000	1.372692e+03
0.372000	1.376045e+03
0.373000	1.379397e+03
0.374000	1.382748e+03
0.375000	1.386100e+03
0.376000	1.389452e+03
0.377000	1.392803e+03
0.378000	1.396153e+03
0.379000	1.399503e+03
0.380000	1.402852e+03
0.381000	1.406200e+03
0.382000	1.409549e+03
0.383000	1.412896e+03
0.384000	1.416243e+03
0.385000	1.419589e+03
0.386000	1.422934e+03
0.387000	1.426279e+03
0.388000	1.429623e+03
0.389000	1.432967e+03
0.390000	1.436311e+03
0.391000	1.439653e+03
0.392000	1.442995e+03
0.393000	1.446336e+03
0.394000	1.449677e+03
0.395000	1.453016e+03
0.396000	1.456357e+03
0.397000	1.459696e+03
0.398000	1.463035e+03
0.399000	1.466373e+03
0.400000	1.469711e+03
0.401000	1.473048e+03
0.402000	1.476385e+03
0.403000	1.479722e+03
0.404000	1.483060e+03
0.405000	1.486397e+03
0.406000	1.489734e+03
0.407000	1.493070e+03
0.408000	1.496405e+03
0.409000	1.499740e+03
0.410000	1.503075e+03
0.411000	1.506409e+03
0.412000	1.509743e+03
0.413000	1.513077e+03
0.414000	1.516409e+03
0.415000	1.519742e+03
0.416000	1.523075e+03
0.417000	1.526407e+03
0.418000	1.529738e+03
0.419000	1.533068e+03
0.420000	1.536398e+03
0.421000	1.539727e+03
0.422000	1.543057e+03
0.423000	1.546385e+03
0.424000	1.549714e+03
0.425000	1.553041e+03
0.426000	1.556368e+03
0.427000	1.559695e+03
0.428000	1.563021e+03
0.429000	1.566347e+03
0.430000	1.569672e+03
0.431000	1.572997e+03
0.432000	1.576322e+03
0.433000	1.579646e+03
0.434000	1.582970e+03
0.435000	1.586294e+03
0.436000	1.589617e+03
0.437000	1.592939e+03
0.438000	1.596261e+03
0.439000	1.599583e+03
0.440000	1.602903e+03
0.441000	1.606224e+03
0.442000	1.609544e+03
0.443000	1.612864e+03
0.444000	1.616183e+03
0.445000	1.619501e+03
0.446000	1.622820e+03
0.447000	1.626139e+03
0.448000	1.629457e+03
0.449000	1.632774e+03
0.450000	1.636091e+03
0.451000	1.639408e+03
0.452000	1.642723e+03
0.453000	1.646040e+03
0.454000	1.649355e+03
0.455000	1.652670e+03
0.456000	1.655986e+03
0.457000	1.659301e+03
0.458000	1.662615e+03
0.459000	1.665930e+03
0.460000	1.669244e+03
0.461000	1.672558e+03
0.462000	1.675871e+03
0.463000	1.679183e+03
0.464000	1.682495e+03
0.465000	1.685807e+03
0.466000	1.689117e+03
0.467000	1.692428e+03
0.468000	1.695738e+03
0.469000	1.699047e+03
0.470000	1.702357e+03
0.471000	1.705666e+03
0.472000	1.708974e+03
0.473000	1.712281e+03
0.474000	1.715589e+03
0.475000	1.718898e+03
0.476000	1.722205e+03
0.477000	1.725513e+03
0.478000	1.728820e+03
0.479000	1.732128e+03
0.480000	1.735436e+03
0.481000	1.738744e+03
0.482000	1.742052e+03
0.483000	1.745360e+03
0.484000	1.748667e+03
0.485000	1.751974e+03
0.486000	1.755282e+03
0.487000	1.758589e+03
0.488000	1.761896e+03
0.489000	1.765202e+03
0.490000	1.768509e+03
0.491000	1.771815e+03
0.492000	1.775121e+03
0.493000	1.778426e+03
0.494000	1.781731e+03
0.495000	1.785036e+03
0.496000	1.788341e+03
0.497000	1.791645e+03
0.498000	1.794948e+03
0.499000	1.798250e+03
0.500000	1.801553e+03
0.501000	1.804855e+03
0.502000	1.808158e+03
0.503000	1.811460e+03
0.504000	1.814762e+03
0.505000	1.818065e+03
0.506000	1.821366e+03
0.507000	1.824667e+03
0.508000	1.827968e+03
0.509000	1.831269e+03
0.510000	1.834568e+03
0.511000	1.837867e+03
0.512000	1.841166e+03
0.513000	1.844464e+03
0.514000	1.847762e+03
0.515000	1.851060e+03
0.516000	1.854359e+03
0.517000	1.857658e+03
0.518000	1.860956e+03
0.519000	1.864255e+03
0.520000	1.867554e+03
0.521000	1.870852e+03
0.522000	1.874149e+03
0.523000	1.877447e+03
0.524000	1.880744e+03
0.525000	1.884040e+03
0.526000	1.887336e+03
0.527000	1.890630e+03
0.528000	1.893925e+03
0.529000	1.897220e+03
0.530000	1.900515e+03
0.531000	1.903809e+03
0.532000	1.907104e+03
0.533000	1.910398e+03
0.534000	1.913692e+03
0.535000	1.916985e+03
0.536000	1.920279e+03
0.537000	1.923572e+03
0.538000	1.926865e+03
0.539000	1.930159e+03
0.540000	1.933453e+03
0.541000	1.936746e+03
0.542000	1.940039e+03
0.543000	1.943332e+03
0.544000	1.946624e+03
0.545000	1.949916e+03
0.546000	1.953208e+03
0.547000	1.956499e+03
0.548000	1.959791e+03
0.549000	1.963082e+03
0.550000	1.966372e+03
0.551000	1.969663e+03
0.552000	1.972953e+03
0.553000	1.976242e+03
0.554000	1.979530e+03
0.555000	1.982819e+03
0.556000	1.986106e+03
0.557000	1.989394e+03
0.558000	1.992681e+03
0.559000	1.995969e+03
0.560000	1.999257e+03
0.561000	2.002545e+03
0.562000	2.005833e+03
0.563000	2.009122e+03
0.564000	2.012410e+03
0.565000	2.015697e+03
0.566000	2.018985e+03
0.567000	2.022273e+03
0.568000	2.025561e+03
0.569000	2.028849e+03
0.570000	2.032137e+03
0.571000	2.035424e+03
0.572000	2.038711e+03
0.573000	2.041998e+03
0.574000	2.045284e+03
0.575000	2.048570e+03
0.576000	2.051856e+03
0.577000	2.055143e+03
0.578000	2.058429e+03
0.579000	2.061714e+03
0.580000	2.065000e+03
0.581000	2.068286e+03
0.582000	2.071571e+03
0.583000	2.074857e+03
0.584000	2.078141e+03
0.585000	2.081426e+03
0.586000	2.084710e+03
0.587000	2.087993e+03
0.588000	2.091276e+03
0.589000	2.094559e+03
0.590000	2.097841e+03
0.591000	2.101123e+03
0.592000	2.104405e+03
0.593000	2.107687e+03
0.594000	2.110969e+03
0.595000	2.114251e+03
0.596000	2.117534e+03
0.597000	2.120816e+03
0.598000	2.124099e+03
0.599000	2.127381e+03
0.600000	2.130663e+03
0.601000	2.133944e+03
0.602000	2.137226e+03
0.603000	2.140507e+03
0.604000	2.143789e+03
0.605000	2.147070e+03
0.606000	2.150352e+03
0.607000	2.153633e+03
0.608000	2.156913e+03
0.609000	2.160193e+03
0.610000	2.163473e+03
0.611000	2.166754e+03
0.612000	2.170035e+03
0.613000	2.173316e+03
0.614000	2.176597e+03
0.615000	2.179877e+03
0.616000	2.183157e+03
0.617000	2.186438e+03
0.618000	2.189718e+03
0.619000	2.192999e+03
0.620000	2.196279e+03
0.621000	2.199559e+03
0.622000	2.202839e+03
0.623000	2.206119e+03
0.624000	2.209399e+03
0.625000	2.212679e+03
0.626000	2.215958e+03
0.627000	2.219238e+03
0.628000	2.222518e+03
0.629000	2.225797e+03
0.630000	2.229076e+03
0.631000	2.232355e+03
0.632000	2.235635e+03
0.633000	2.238914e+03
0.634000	2.242193e+03
0.635000	2.245472e+03
0.636000	2.248750e+03
0.637000	2.252028e+03
0.638000	2.255305e+03
0.639000	2.258582e+03
0.640000	2.261860e+03
0.641000	2.265137e+03
0.642000	2.268415e+03
0.643000	2.271692e+03
0.644000	2.274970e+03
0.645000	2.278248e+03
0.646000	2.281526e+03
0.647000	2.284804e+03
0.648000	2.288083e+03
0.649000	2.291361e+03
0.650000	2.294640e+03
0.651000	2.297918e+03
0.652000	2.301196e+03
0.653000	2.304475e+03
0.654000	2.307753e+03
0.655000	2.311031e+03
0.656000	2.314308e+03
0.657000	2.317585e+03
0.658000	2.320863e+03
0.659000	2.324140e+03
0.660000	2.327418e+03
0.661000	2.330695e+03
0.662000	2.333972e+03
0.663000	2.337250e+03
0.664000	2.340528e+03
0.665000	2.343805e+03
0.666000	2.347082e+03
0.667000	2.350360e+03
0.668000	2.353637e+03
0.669000	2.356914e+03
0.670000	2.360191e+03
0.671000	2.363468e+03
0.672000	2.366743e+03
0.673000	2.370019e+03
0.674000	2.373295e+03
0.675000	2.376571e+03
0.676000	2.379847e+03
0.677000	2.383123e+03
0.678000	2.386399e+03
0.679000	2.389674e+03
0.680000	2.392949e+03
0.681000	2.396223e+03
0.682000	2.399497e+03
0.683000	2.402772e+03
0.684000	2.406046e+03
0.685000	2.409322e+03
0.686000	2.412597e+03
0.687000	2.415872e+03
0.688000	2.419147e+03
0.689000	2.422421e+03
0.690000	2.425696e+03
0.691000	2.428970e+03
0.692000	2.432245e+03
0.693000	2.435519e+03
0.694000	2.438793e+03
0.695000	2.442067e+03
0.696000	2.445341e+03
0.697000	2.448615e+03
0.698000	2.451887e+03
0.699000	2.455161e+03
0.700000	2.458434e+03
0.701000	2.461708e+03
0.702000	2.464980e+03
0.703000	2.468253e+03
0.704000	2.471524e+03
0.705000	2.474796e+03
0.706000	2.478068e+03
0.707000	2.481339e+03
0.708000	2.484610e+03
0.709000	2.487881e+03
0.710000	2.491152e+03
0.711000	2.494422e+03
0.712000	2.497693e+03
0.713000	2.500964e+03
0.714000	2.504234e+03
0.715000	2.507505e+03
0.716000	2.510774e+03
0.717000	2.514044e+03
0.718000	2.517314e+03
0.719000	2.520583e+03
0.720000	2.523853e+03
0.721000	2.527122e+03
0.722000	2.530393e+03
0.723000	2.533662e+03
0.724000	2.536931e+03
0.725000	2.540200e+03
0.726000	2.543468e+03
0.727000	2.546737e+03
0.728000	2.550005e+03
0.729000	2.553273e+03
0.730000	2.556541e+03
0.731000	2.559808e+03
0.732000	2.563076e+03
0.733000	2.566344e+03
0.734000	2.569611e+03
0.735000	2.572879e+03
0.736000	2.576147e+03
0.737000	2.579415e+03
0.738000	2.582683e+03
0.739000	2.585951e+03
0.740000	2.589219e+03
0.741000	2.592487e+03
0.742000	2.595755e+03
0.743000	2.599021e+03
0.744000	2.602288e+03
0.745000	2.605554e+03
0.746000	2.608821e+03
0.747000	2.612088e+03
0.748000	2.615357e+03
0.749000	2.618626e+03
0.750000	2.621894e+03
0.751000	2.625162e+03
0.752000	2.628431e+03
0.753000	2.631700e+03
0.754000	2.634969e+03
0.755000	2.638238e+03
0.756000	2.641507e+03
0.757000	2.644776e+03
0.758000	2.648045e+03
0.759000	2.651314e+03
0.760000	2.654583e+03
0.761000	2.657852e+03
0.762000	2.661121e+03
0.763000	2.664389e+03
0.764000	2.667657e+03
0.765000	2.670924e+03
0.766000	2.674193e+03
0.767000	2.677461e+03
0.768000	2.680730e+03
0.769000	2.683998e+03
0.770000	2.687266e+03
0.771000	2.690533e+03
0.772000	2.693800e+03
0.773000	2.697066e+03
0.774000	2.700331e+03
0.775000	2.703596e+03
0.776000	2.706862e+03
0.777000	2.710128e+03
0.778000	2.713392e+03
0.779000	2.716657e+03
0.780000	2.719921e+03
0.781000	2.723185e+03
0.782000	2.726449e+03
0.783000	2.729713e+03
0.784000	2.732977e+03
0.785000	2.736241e+03
0.786000	2.739505e+03
0.787000	2.742768e+03
0.788000	2.746032e+03
0.789000	2.749295e+03
0.790000	2.752558e+03
0.791000	2.755821e+03
0.792000	2.759083e+03
0.793000	2.762347e+03
0.794000	2.765609e+03
0.795000	2.768872e+03
0.796000	2.772133e+03
0.797000	2.775395e+03
0.798000	2.778656e+03
0.799000	2.781918e+03
0.800000	2.785179e+03
0.801000	2.788441e+03
0.802000	2.791702e+03
0.803000	2.794964e+03
0.804000	2.798226e+03
0.805000	2.801488e+03
0.806000	2.804749e+03
0.807000	2.808011e+03
0.808000	2.811272e+03
0.809000	2.814534e+03
0.810000	2.817795e+03
0.811000	2.821057e+03
0.812000	2.824318e+03
0.813000	2.827579e+03
0.814000	2.830841e+03
0.815000	2.834101e+03
0.816000	2.837362e+03
0.817000	2.840622e+03
0.818000	2.843882e+03
0.819000	2.847142e+03
0.820000	2.850402e+03
0.821000	2.853663e+03
0.822000	2.856923e+03
0.823000	2.860184e+03
0.824000	2.863446e+03
0.825000	2.866707e+03
0.826000	2.869968e+03
0.827000	2.873229e+03
0.828000	2.876490e+03
0.829000	2.879751e+03
0.830000	2.883013e+03
0.831000	2.886274e+03
0.832000	2.889535e+03
0.833000	2.892797e+03
0.834000	2.896058e+03
0.835000	2.899320e+03
0.836000	2.902582e+03
0.837000	2.905843e+03
0.838000	2.909105e+03
0.839000	2.912367e+03
0.840000	2.915628e+03
0.841000	2.918889e+03
0.842000	2.922149e+03
0.843000	2.925409e+03
0.844000	2.928669e+03
0.845000	2.931927e+03
0.846000	2.935185e+03
0.847000	2.938444e+03
0.848000	2.941702e+03
0.849000	2.944960e+03
0.850000	2.948218e+03
0.851000	2.951475e+03
0.852000	2.954734e+03
0.853000	2.957992e+03
0.854000	2.961250e+03
0.855000	2.964508e+03
0.856000	2.967766e+03
0.857000	2.971023e+03
0.858000	2.974281e+03
0.859000	2.977539e+03
0.860000	2.980796e+03
0.861000	2.984054e+03
0.862000	2.987311e+03
0.863000	2.990568e+03
0.864000	2.993825e+03
0.865000	2.997081e+03
0.866000	3.000338e+03
0.867000	3.003594e+03
0.868000	3.006849e+03
0.869000	3.010104e+03
0.870000	3.013360e+03
0.871000	3.016615e+03
0.872000	3.019871e+03
0.873000	3.023127e+03
0.874000	3.026383e+03
0.875000	3.029640e+03
0.876000	3.032897e+03
0.877000	3.036154e+03
0.878000	3.039410e+03
0.879000	3.042665e+03
0.880000	3.045920e+03
